logical_hub_code,logical_hub_source,logical_hub_name,n_stops,n_lsoa,has_unmatched_stop,hub_boardings,hub_alightings,cross_lsoa,both_directions_positive,hub_total_activity
490G000481,stop_area,Dalston Lane /Dalston Junction Station,1,1,False,2594.88601,1551.72391,False,True,4146.60992
490G00011278,stop_area,St Mary's Church / Putney Pier,3,2,False,2225.56576,1917.6727700000001,True,True,4143.2385300000005
490G000858,stop_area,Finsbury Park /Blackstock Road,2,2,False,2572.93593,1557.1535,True,True,4130.08943
490G00009531,stop_area,Malt Street,2,2,False,1870.4213399999999,2234.51055,True,True,4104.93189
490G000641,stop_area,London College of Comm,1,1,False,1935.9142,2161.3021,False,True,4097.2163
490G00009784,stop_area,Medlar Street,4,1,False,1443.67144,2652.89651,False,True,4096.567950000001
490G00015102,stop_area,Lea Bridge Road / Bakers Arms,3,2,False,1503.99557,2591.50354,True,True,4095.49911
490G000421,stop_area,Bow Church,2,2,False,1865.3345199999999,2228.0281400000003,True,True,4093.3626600000002
490G00004810,stop_area,Conduit Street / Hamleys Toy Store,2,1,False,2856.59127,1230.7398400000002,False,True,4087.33111
490G00015347,stop_area,Harrow Town Cen / Station Rd,4,2,False,1811.9098999999999,2267.45619,True,True,4079.3660899999995
940GZZLUUXB,parent_stop_area,Uxbridge Station,3,2,False,4003.52927,71.91995,True,True,4075.44922
490G00002441,stop_area,Edgware Bus Station,3,1,False,3472.45381,586.2013300000001,False,True,4058.65514
490G00005333,stop_area,Clapham Junction / The Northcote,2,1,False,2398.77021,1647.61619,False,True,4046.3864000000003
490G00011556,stop_area,Richmond Bus Station,3,1,False,2257.42862,1776.20338,False,True,4033.632
490G00008975,stop_area,Larcom Street,4,2,False,1842.2749199999998,2188.40724,True,True,4030.68216
490G00006919,stop_area,Woodgrange Road,2,2,False,1722.0201900000002,2295.30869,True,True,4017.32888
490G00012247,stop_area,Southampton Street / Covent Garden,1,1,False,2813.42737,1195.25196,False,True,4008.67933
910GBATRSPK,parent_stop_area,Battersea Park Station,5,2,False,1777.71048,2226.6724400000003,True,True,4004.38292
490G00015044,stop_area,Sussex Gardens,3,3,False,1555.86823,2444.9345,True,True,4000.80273
910GKLBRNHR,parent_stop_area,Kilburn High Road Station,6,3,False,1438.16273,2544.7598900000003,True,True,3982.9226200000003
940GZZLUBTK,parent_stop_area,Burnt Oak Station,3,1,False,2394.27785,1587.82202,False,True,3982.09987
490G000638,stop_area,Leytonstone Station / Grove Green Road,4,1,False,2152.81808,1827.00886,False,True,3979.82694
910GTULSEH,parent_stop_area,Tulse Hill Station,3,1,False,1874.92902,2100.22559,False,True,3975.15461
940GZZLUSSQ,parent_stop_area,Sloane Square,5,2,False,2061.76955,1912.5206799999999,True,True,3974.2902299999996
910GPCKHMQD,parent_stop_area,Queens Road Peckham Station,3,2,False,1762.53599,2206.68728,True,True,3969.2232700000004
490G000741,stop_area,Shepherd's Bush Market Station,2,1,False,2081.8086200000002,1881.55746,False,True,3963.3660800000002
910GKENR,parent_stop_area,Kensal Rise Station,3,2,False,1547.87482,2414.99865,True,True,3962.87347
940GZZLUQBY,parent_stop_area,Queensbury,2,1,False,2196.45611,1747.90255,False,True,3944.35866
940GZZLURSQ,parent_stop_area,Russell Square Station,3,1,False,1755.2179,2166.1937900000003,False,True,3921.4116900000004
490G00016170,stop_area,Molesworth Street / Riverdale House,1,1,False,2080.97751,1838.08258,False,True,3919.06009
490G00011040,stop_area,Plaistow Prince Regent Lane,2,2,False,1754.5522799999999,2159.65707,True,True,3914.20935
490G00012391,stop_area,Primrose Street,2,1,False,2534.46408,1354.44732,False,True,3888.9114
490G00011640,stop_area,Medfield Street,3,1,False,1155.21011,2717.6907,False,True,3872.90081
490G00015200,stop_area,Oxford Street / John Lewis,1,1,False,3292.43713,577.65074,False,True,3870.08787
490G00003762,stop_area,Morris Road,2,1,False,1704.17072,2154.62905,False,True,3858.79977
940GZZLUCYF,parent_stop_area,Canary Wharf Underground Station,2,1,False,2727.07177,1118.35364,False,True,3845.42541
490G00008310,stop_area,Holmewood Road,2,2,False,1360.41213,2477.26277,True,True,3837.6749
490G00010333,stop_area,Tottenhall Rd/ Nth Circular Rd,2,1,False,1578.86336,2251.27771,False,True,3830.1410699999997
490G00006705,stop_area,Fairfield Bus Station,2,1,False,278.91621,3547.79881,False,True,3826.7150199999996
490G000603,stop_area,Old Kent Road / Ilderton Road,3,1,False,1648.81366,2173.38299,False,True,3822.19665
490G000496,stop_area,Beckton Bus Station,4,1,False,1880.4335,1915.05483,False,True,3795.48833
490G00006838,stop_area,Finchley Road (NW11),2,1,False,2692.23551,1097.64445,False,True,3789.87996
490G00015218,stop_area,New Park Road,2,1,False,1423.8956600000001,2358.83106,False,True,3782.72672
490G00008908,stop_area,Lakedale Road,2,1,False,1621.0039700000002,2157.33286,False,True,3778.33683
910GSTPADOM,parent_stop_area,St Pancras International Station,3,2,False,2067.30152,1695.49143,True,True,3762.79295
490G00016425,stop_area,Gerrard Place / Chinatown,1,1,False,2785.35559,976.2677,False,True,3761.62329
490G00003273,stop_area,Upton Park Green Street,2,2,False,1391.37494,2366.3763099999996,True,True,3757.7512499999993
490G00006445,stop_area,Edmonton Green Police Station,2,1,False,1928.0180599999999,1828.9330699999998,False,True,3756.9511299999995
490G000971,stop_area,Lordship Lane,1,1,False,3431.70708,323.5979,False,True,3755.30498
490G000604,stop_area,Ilford Broadway,1,1,False,2931.10169,803.42199,False,True,3734.5236800000002
490G000959,stop_area,Plumstead Road / Plumstead Station,2,1,False,2029.8812699999999,1693.3666600000001,False,True,3723.24793
490G00007526,stop_area,Brixton Academy,2,1,False,1539.5029599999998,2166.46439,False,True,3705.96735
940GZZLUECT,parent_stop_area,Earl's Court Station,2,2,False,1787.8125,1888.14374,True,True,3675.95624
490G00006299,stop_area,Ealing Road Harrow Road,2,1,False,2087.25779,1581.31869,False,True,3668.57648
490G00005704,stop_area,Waye Avenue,2,1,False,1677.95581,1968.91235,False,True,3646.86816
490G00002435,parent_stop_area,Dunton Road,1,1,False,2203.54039,1440.8839600000001,False,True,3644.4243500000002
490G00009732,stop_area,Croydon University Hospital,2,1,False,1844.61747,1788.09101,False,True,3632.7084800000002
490G00002447,stop_area,Kingsland High Street / Dalston Junction,1,1,False,1877.01945,1754.5814,False,True,3631.60085
490G000471,stop_area,Cricklewood Broadway / The Crown Hotel,3,2,False,1471.09274,2156.43562,True,True,3627.5283600000002
490G00014088,stop_area,Villiers Road,2,1,False,1536.5736900000002,2078.07272,False,True,3614.6464100000003
490G00013388,stop_area,The Green,2,1,False,1865.86503,1741.7396800000001,False,True,3607.60471
940GZZLUFYR,parent_stop_area,Finchley Road Station,3,1,False,2019.36669,1571.7888400000002,False,True,3591.15553
490G000596,stop_area,High Street North Manor Park,2,1,False,1331.91786,2257.64352,False,True,3589.56138
910GABWD,parent_stop_area,Abbey Wood Station,1,1,False,3322.0051,254.02653999999998,False,True,3576.0316399999997
910GCAMHTH,parent_stop_area,Cambridge Heath Station,4,2,False,1486.41696,2081.308,True,True,3567.72496
490G00013739,stop_area,College of North East London,2,1,False,2112.76858,1449.1868,False,True,3561.95538
910GHERNEH,parent_stop_area,Herne Hill Station,4,3,False,1764.81095,1789.16866,True,True,3553.9796100000003
490G00014376,stop_area,Lakeside Way,2,1,False,2031.19999,1511.76132,False,True,3542.96131
910GEDMNGRN,parent_stop_area,Edmonton Green Station,3,2,False,1575.20194,1964.78212,True,True,3539.9840599999998
490G000030,parent_stop_area,Tottenham Court Road Station / New Oxford Street,1,1,False,2874.25577,660.88498,False,True,3535.1407500000005
490G00013235,stop_area,The Avenue Cranford,4,1,False,1353.1165,2168.96562,False,True,3522.08212
490G00009469,stop_area,Wood Green Shopping City,2,2,False,2349.97634,1161.43607,True,True,3511.41241
490G00012803,stop_area,St Mary's Road Craven Park Road,2,2,False,1590.9656,1908.90671,True,True,3499.8723099999997
490G00004367,stop_area,Sumner Road Croydon,2,1,False,1574.57682,1923.06491,False,True,3497.6417300000003
490G000534,stop_area,Glyn Road (EN3),3,2,False,1341.80207,2150.55194,True,True,3492.35401
490G00009111,stop_area,Lewisham Fire Station,3,1,False,1306.29796,2179.26366,False,True,3485.5616200000004
940GZZLUMTC,parent_stop_area,Mornington Crescent,6,2,False,1526.38664,1943.5939600000002,True,True,3469.9806
940GZZLUPYB,parent_stop_area,Putney Bridge Station,3,2,True,2077.82864,1371.47692,True,True,3449.3055600000002
910GHACKNYC,parent_stop_area,Hackney Central Station,2,1,False,1606.68887,1840.19174,False,True,3446.88061
490G000450,stop_area,Paddington Station / Eastbourne Terrace,2,1,False,2106.21175,1337.60855,False,True,3443.8203
490G000385,stop_area,Aldwych,1,1,False,3043.7083,393.74387,False,True,3437.4521699999996
490G00007166,stop_area,George Street (TW9),2,1,False,2101.27286,1314.31436,False,True,3415.5872200000003
940GZZLUWIG,parent_stop_area,Willesden Green Station,2,2,False,1887.9880600000001,1523.91019,True,True,3411.89825
490G00014471,stop_area,Hendon Magistrates Court,2,2,False,1643.32583,1763.4571799999999,True,True,3406.78301
490G000906,stop_area,Tooting Bwy /South Thames Coll,1,1,False,2230.88107,1158.75038,False,True,3389.63145
910GESSEXRD,parent_stop_area,Essex Road Station,4,3,False,1271.15564,2113.60905,True,True,3384.76469
490G00012903,stop_area,Stratford Broadway,2,1,False,2074.37521,1309.4765,False,True,3383.85171
490G00004377,stop_area,Teddington / Broad Street,2,1,False,1633.2460999999998,1744.6081800000002,False,True,3377.85428
490G00007446,stop_area,Greenford Broadway,2,1,False,1622.87041,1753.7967600000002,False,True,3376.66717
490G00011289,stop_area,Putney Exchange,2,1,False,2143.0458,1231.98646,False,True,3375.03226
940GZZLUSWC,parent_stop_area,Swiss Cottage Station,4,1,False,1599.47398,1771.99668,False,True,3371.47066
490G00013149,stop_area,Tally Ho Corner,3,2,False,1217.19798,2128.76076,True,True,3345.95874
910GSUTTON,parent_stop_area,Sutton Station,5,1,False,1671.5561,1671.69488,False,True,3343.25098
490G000418,stop_area,Garratt Lane /Tooting Broadway,1,1,False,2503.031,837.31211,False,True,3340.34311
490G00003314,stop_area,Mare Street / Victoria Park Rd,2,2,False,1604.87023,1734.7747800000002,True,True,3339.64501
490G000630,stop_area,Sydenham Station / Kirkdale,2,1,False,1564.5859,1774.7831,False,True,3339.369
490G000411,stop_area,Beresford Sq /Woolwich Arsenal,1,1,False,590.2182300000001,2748.53159,False,True,3338.74982
940GZZLULBN,parent_stop_area,Lambeth North,4,1,False,1781.38268,1543.21468,False,True,3324.5973599999998
490G000899,stop_area,Redvers Road,2,1,False,2969.00037,352.74302,False,True,3321.74339
910GSTHALL,parent_stop_area,Southall Station,1,1,False,1886.40694,1424.31141,False,True,3310.71835
910GBRBY,parent_stop_area,Brondesbury Station,2,2,False,1915.92103,1389.51586,True,True,3305.43689
490G00009105,stop_area,Lewisham Centre,2,1,False,2686.84652,617.39907,False,True,3304.24559
490G00004368,stop_area,Broad Green Avenue,2,2,False,1000.8002,2302.11924,True,True,3302.91944
490G00019166,stop_area,Camden Town / Camden Road,1,1,False,2494.49062,791.98485,False,True,3286.4754700000003
490G00004301,stop_area,Lycee International / Kings Drive,2,1,False,1666.83034,1619.18578,False,True,3286.0161200000002
490G00011235,stop_area,Priory Park Road,1,1,False,1793.43038,1484.9809599999999,False,True,3278.4113399999997
940GZZLUHGR,parent_stop_area,Hanger Lane Station,4,2,False,1596.10836,1680.00595,True,True,3276.11431
490G00015298,stop_area,Camberwell Green,2,1,False,1873.8085,1398.98659,False,True,3272.79509
490G00018892,stop_area,New Oxford Street,1,1,False,2708.74904,553.28373,False,True,3262.0327700000003
940GZZLUTBC,parent_stop_area,Tooting Bec Station,3,2,False,1309.22309,1951.13881,True,True,3260.3619
490G00012050,stop_area,Eton Street,2,1,False,1855.43539,1398.49563,False,True,3253.93102
490G00015419,stop_area,Penge / Pawleyne Arms,2,1,False,1527.0686799999999,1722.83031,False,True,3249.8989899999997
490G00011052,stop_area,Plashet Road,3,2,False,2028.81011,1218.6779900000001,True,True,3247.4881
490G00011632,stop_area,Rodney Place,2,1,False,1527.25675,1719.91923,False,True,3247.17598
490G00006539,stop_area,Eltham High Street / Passey Place,3,1,False,1846.99892,1399.48628,False,True,3246.4852
490G00007760,stop_area,Hanwell Broadway,2,1,False,1422.15251,1807.5412900000001,False,True,3229.6938
490G00007442,stop_area,Ruislip Road East (UB6),2,1,False,1508.69442,1711.59548,False,True,3220.2898999999998
490G000575,parent_stop_area,Knightsbridge Station / Harrods,2,1,False,2095.13742,1118.23363,False,True,3213.3710499999997
490G000388,stop_area,Briant Street,2,2,False,775.14639,2417.50108,True,True,3192.64747
910GMLHB,parent_stop_area,Mill Hill Broadway,5,1,False,1833.8903300000002,1358.59883,False,True,3192.48916
490G00006702,stop_area,Fairey Corner,2,2,False,1464.73637,1726.9479700000002,True,True,3191.6843400000002
490G00011761,stop_area,Kensington Palace,2,1,False,2030.7092499999999,1157.72154,False,True,3188.43079
490G00012248,stop_area,Peckham Road / Southampton Way,2,2,False,1371.84138,1784.99763,True,True,3156.83901
490G00015150,stop_area,Bromley Road / Lewisham Town Hall,3,1,False,1209.46778,1947.32285,False,True,3156.79063
940GZZLUBDS,parent_stop_area,Bounds Green,4,2,False,1633.90337,1522.18973,True,True,3156.0931
490G00007246,stop_area,Gloucester Road (E10),2,1,False,1162.0273200000001,1992.0475299999998,False,True,3154.07485
490G00014229,stop_area,Warner Road (SE5),2,2,False,1500.19413,1653.03069,True,True,3153.2248200000004
490G00009849,stop_area,Clapham Junction Station / Falcon Road,2,1,False,1933.0335100000002,1217.44556,False,True,3150.4790700000003
490G00012357,stop_area,Vestry Road,2,2,False,1180.39993,1957.0961,True,True,3137.4960300000002
490G00003551,stop_area,Balaam Street,2,2,False,1112.58787,2019.60993,True,True,3132.1978
490G000737,stop_area,Savoy Street,1,1,False,1956.00615,1160.95064,False,True,3116.95679
490G00015730,stop_area,Feltham Assembly Hall,2,1,False,1241.43444,1866.76888,False,True,3108.20332
490G00008515,stop_area,Islington Green,3,2,False,1837.77991,1256.30576,True,True,3094.08567
940GZZLUBLM,parent_stop_area,Balham Station,4,1,False,1807.58465,1286.19407,False,True,3093.7787200000002
490G00010078,stop_area,Mount Ephraim Road,2,1,False,1242.29235,1835.19497,False,True,3077.48732
490G00004101,stop_area,Blenheim Gardens (SW2),2,2,False,1379.14507,1694.25188,True,True,3073.3969500000003
490G00007813,stop_area,Lansbury Avenue,2,1,False,1261.82514,1802.02849,False,True,3063.8536299999996
490G000834,stop_area,Wood Green High Road,2,1,False,1861.09791,1193.54999,False,True,3054.6479
490G00019864,stop_area,Southwark Street The Borough,1,1,False,2743.16209,303.87358,False,True,3047.0356699999998
940GZZBPSUST,parent_stop_area,Battersea Power Station Underground Station,2,1,False,1676.04563,1368.28546,False,True,3044.33109
940GZZNEUGST,parent_stop_area,Nine Elms Underground Station,2,1,False,1459.81718,1583.59739,False,True,3043.41457
910GTOOTING,parent_stop_area,Tooting Station,2,2,False,807.50712,2234.76456,True,True,3042.27168
490G00004438,stop_area,Acton Vale / Bromyard Avenue,2,1,False,1045.7925,1991.7292400000001,False,True,3037.52174
490G00005855,stop_area,Croydon Flyover,4,1,False,1872.2912,1164.92895,False,True,3037.22015
490G00013761,stop_area,Trafalgar Avenue,2,1,False,1357.26096,1678.71448,False,True,3035.97544
490G000681,stop_area,Stonebridge Park Station / Point Place,2,1,False,1347.57079,1685.2961799999998,False,True,3032.86697
490G000474,stop_area,Cricklewood Lane,2,2,False,1508.2790400000001,1518.55405,True,True,3026.83309
490G000346,stop_area,Stephen Street,1,1,False,694.78232,2327.91698,False,True,3022.6993
910GSURREYQ,parent_stop_area,Surrey Quays Station,2,2,False,789.52224,2230.93205,True,True,3020.4542899999997
940GZZLUGPS,parent_stop_area,Great Portland Street,4,2,False,1499.6439500000001,1518.13115,True,True,3017.7751
490G00006358,stop_area,East Ham / Central Park,3,2,False,912.3801599999999,2100.1845,True,True,3012.56466
490G00014308,stop_area,Watney Market,2,2,False,1406.69677,1604.96825,True,True,3011.66502
490G00013910,stop_area,Union Street,2,2,False,1493.5602800000001,1515.68499,True,True,3009.2452700000003
490G00010882,stop_area,Peckham Post Office,2,1,False,1809.73256,1195.97572,False,True,3005.70828
490G00014252,stop_area,Harris Academy / Peckham,2,2,False,1556.70287,1445.57444,True,True,3002.2773100000004
940GZZLUHWY,parent_stop_area,Holloway Road Station,2,2,False,1709.0324500000002,1288.2423,True,True,2997.27475
490G000768,stop_area,Stockwell Gardens,2,2,False,1366.05487,1630.6974500000001,True,True,2996.75232
490G000880,stop_area,New Malden / Fountain Roundabout,2,1,False,1505.11049,1489.77758,False,True,2994.88807
490G00004409,stop_area,High Street / Market Square,2,1,False,1746.29579,1248.38014,False,True,2994.67593
490G00015442,stop_area,Southbury Road Ponders End,2,1,False,1465.2655,1526.62981,False,True,2991.89531
490G000934,stop_area,Fenchurch Street,1,1,False,1537.59329,1453.37652,False,True,2990.96981
490G00010131,stop_area,Museum Street,2,1,False,2112.52468,877.73604,False,True,2990.26072
910GKTON,parent_stop_area,Kenton Station,2,1,False,1636.9835,1342.06421,False,True,2979.04771
490G00014687,stop_area,Willesden Bus Garage,2,2,False,1422.81026,1548.6027199999999,True,True,2971.41298
910GWLTWCEN,parent_stop_area,Walthamstow Central Station,3,2,False,1109.89918,1855.75308,True,True,2965.65226
910GNMBRLPK,parent_stop_area,Northumberland Park,3,1,False,1035.73898,1927.8262399999999,False,True,2963.56522
