unit,k5,k6,Station,mode_label,lon,lat,best_matched_k6_for_k5,follows_best_match
856,4,5,Island Gardens,DLR,-0.01001,51.48782,5,True
857,4,5,Mudchute,DLR,-0.014825,51.491075,5,True
858,3,4,Poplar,DLR,-0.017795,51.507715000000005,4,True
859,1,3,Pudding Mill Lane,DLR,-0.0131,51.53401,3,True
861,2,5,South Quay,DLR,-0.016275,51.50009,0,False
862,3,4,Limehouse DLR,DLR,-0.040395,51.51226,4,True
864,3,4,Tower Gateway,DLR,-0.073825,51.51048,4,True
865,3,4,Westferry,DLR,-0.02589,51.50915,4,True
866,3,4,West India Quay,DLR,-0.02051,51.50744,4,True
867,4,5,Devons Road,DLR,-0.01748,51.52268,5,True
879,2,0,Cutty Sark,DLR,-0.01057,51.481575,0,True
882,3,4,Blackwall,DLR,-0.006765,51.508095,4,True
883,4,2,East India,DLR,-0.0022333333333333,51.50953666666667,5,False
884,4,5,Canning Town,"DLR,LU",0.0079466982897018,51.51412171801386,5,True
886,4,5,Royal Victoria,DLR,0.0186049999999999,51.50927,5,True
887,4,5,Custom House DLR,"DLR,EZL",0.02721,51.50952,5,True
888,4,5,Prince Regent,DLR,0.033925,51.50933499999999,5,True
889,3,4,Star Lane,DLR,0.00408,51.520835000000005,4,True
890,4,5,Royal Albert,DLR,0.04572,51.50809,5,True
891,0,2,Beckton Park,DLR,0.05485,51.50927,1,False
893,2,2,Cyprus,DLR,0.06375,51.50821,0,False
894,4,5,Gallions Reach,DLR,0.07196,51.50875,5,True
895,0,2,Beckton,DLR,0.06064,51.51432,1,False
897,2,5,Deptford Bridge,DLR,-0.022535,51.47437,0,False
898,4,5,Elverson Road,DLR,-0.01634,51.46876,5,True
928,4,5,Greenwich,DLR,-0.01476,51.47812666666667,5,True
940,3,4,Lewisham DLR,DLR,-0.0133833333333333,51.46518666666666,4,True
9586,2,2,Imperial Wharf,LO,-0.1828133333333333,51.47491,0,False
