NLC,Station,mode_label,total_entry,total_exit,total_activity
734,Turnham Green,LU,35110.960570961644,35330.509887548826,70441.47045851048
735,Turnpike Lane,LU,56881.6003198164,57815.760574894186,114697.36089471058
736,Upminster,"LO,LU",31838.308504460463,32003.526186914303,63841.83469137477
737,Upminster Bridge,LU,4859.308953621998,4849.422371663735,9708.731325285733
738,Upney,LU,16670.812767512234,14649.434709978455,31320.247477490688
739,Upton Park,LU,84253.20039748149,81751.489422184,166004.68981966548
740,Uxbridge,LU,37640.1784693,36292.618396620004,73932.79686592001
7401,Harringay Green Lanes,LO,14716.127853056441,14167.482733179715,28883.61058623616
7402,Leyton Midland Road,LO,13451.471723966,12665.1103722806,26116.582096246602
7403,Leytonstone High Road,LO,10378.905100547192,10039.742595498661,20418.647696045853
7404,South Tottenham,LO,12784.75553019424,13303.052525846002,26087.80805604024
7406,Crouch Hill,LO,8133.085557150753,8444.26557586797,16577.351133018725
7407,Walthamstow Queen's Road,LO,10219.59130125648,10823.62973584541,21043.22103710189
7408,Wanstead Park,LO,11948.082457869881,11656.237469431562,23604.319927301443
741,Victoria LU,LU,438999.2697531628,454513.66024156904,893512.9299947319
742,Walthamstow Central,"LO,LU",95503.10274627908,93495.48811011191,188998.590856391
743,Wanstead,LU,13323.437881119276,14044.034076141646,27367.471957260925
745,Warren Street,LU,94838.8864974176,99063.26889157,193902.1553889876
746,Warwick Avenue,LU,22075.57827381141,21732.030442713498,43807.608716524905
7467,Woodgrange Park,LO,8058.3689864975895,6638.593633665054,14696.962620162643
747,Waterloo LU,LU,530154.8349436547,513308.85062467493,1043463.6855683296
7473,Emerson Park,LO,3347.3632331960002,2291.6333093986,5638.9965425946
748,Watford,LU,11434.325999117002,11300.536997250001,22734.862996367003
749,Stratford High Street,DLR,8696.963986404202,8425.897791422352,17122.861777826554
750,Abbey Road,DLR,10387.15962017469,9209.039664735923,19596.199284910614
751,Wembley Central,"LO,LU",36692.92411304395,37988.9206109024,74681.84472394636
752,Wembley Park,LU,119914.9544553017,117075.68826875478,236990.6427240565
753,West Acton,LU,7727.163839257533,7699.024535600714,15426.188374858248
754,Westbourne Park,LU,28383.657483862,25948.269703217455,54331.927187079455
755,West Brompton,"LO,LU",36333.42235097798,35264.39033878611,71597.81268976408
756,West Finchley,LU,9465.01444095619,8668.083820402126,18133.09826135832
757,West Ham,"DLR,LU",38094.72532297038,37239.61381697972,75334.3391399501
758,West Hampstead LU,"LO,LU",93518.87745698114,89115.42365333634,182634.30111031746
759,West Harrow,LU,8313.671190514619,8363.016005299602,16676.687195814222
760,West Kensington,LU,29676.147845074,26560.764605946362,56236.91245102036
761,Westminster,LU,133282.07083807088,143775.44649530065,277057.51733337156
762,West Ruislip,LU,9977.874341332126,10115.93657587617,20093.8109172083
763,Whitechapel,"EZL,LO,LU",127029.50554368048,128180.6736894543,255210.17923313478
764,White City,LU,54399.294320050045,54697.340208962865,109096.63452901291
765,Willesden Green,LU,40760.72924640228,40357.622100383865,81118.35134678615
766,Willesden Junction,"LO,LU",34185.4594361358,32814.407141581505,66999.8665777173
767,Wimbledon,"LU,TRM",148163.11070192332,154670.53121818125,302833.64192010456
768,Wimbledon Park,LU,13819.18052690561,13625.495266107755,27444.675793013364
769,Woodford,LU,31796.30596631278,31006.843881791705,62803.149848104484
770,Wood Green,LU,64387.555276751045,62491.89870468909,126879.45398144014
771,Woodside Park,LU,23922.689565826786,20416.13423867006,44338.823804496846
773,Hammersmith (H&C),LU,70056.81523231119,68049.42280279954,138106.23803511073
774,Edgware Road (Bak),LU,10415.269178617042,41317.24485129044,51732.51402990748
775,Shepherd's Bush Market,LU,24740.13462520205,22996.60251073914,47736.73713594119
776,Pimlico,LU,52137.29198382923,51646.63700209088,103783.92898592011
777,Vauxhall LU,LU,165828.73956080858,154947.23049335895,320775.97005416756
