NLC,total_activity,log_total_activity,direction_balance,post_2300_share,midnight_share_common_window,night_tube_extension_share,post_0100_share,common_window_persistence,weekend_common_ratio,volume_band,cluster,Station,mode_label,tot_entry,tot_exit
6874,17397.247841627366,9.764124781375113,-0.5618470605216316,0.11835147583228109,0.04024934201946104,0.01293171045783642,0.010412733478898574,0.05952482741890645,0.6535307914109298,medium,0,Chadwell Heath,EZL,3811.3276403213663,13585.920201305997
6876,23544.69882619001,10.066698442686977,-0.46324317129171677,0.1397969357558888,0.04546348811219387,0.01054428278900579,0.008045923142240594,0.07171592510013731,0.7462454346264973,high,4,Forest Gate,EZL,6318.888937418695,17225.80988877132
6877,13739.434385595647,9.52809817994878,-0.6462608714446153,0.13387552329292945,0.04414990263040699,0.01811997329317518,0.013660527003419323,0.06382404769716328,0.6098080358932653,medium,0,Gidea Park,EZL,2430.0877732022464,11309.3466123934
6878,16671.943336391905,9.721542525029637,-0.5451679095179625,0.11248257137774371,0.0396653216753545,0.009696054340606901,0.007683434018262871,0.05784373032755199,0.6446065313552999,medium,0,Goodmayes,EZL,3791.467420044603,12880.475916347305
6879,14122.912961969187,9.55562459460853,-0.6284432747065584,0.12377086193791521,0.044449282892438415,0.014800786314522682,0.013444998066550858,0.062110315990598436,0.5328472423603169,medium,0,Harold Wood,EZL,2623.7316458767864,11499.1813160924
6881,44437.48508694422,10.701861154219875,-0.42780598033530753,0.11642701894541434,0.03999426889967955,0.008707673479083723,0.007525191118540158,0.06045840727435485,0.8101613304969685,high,4,Ilford,EZL,12713.431607844224,31724.053479099995
6883,16565.360568387692,9.71512944648863,-0.5551866760980882,0.14857608781238738,0.050433437362805256,0.012400063598246336,0.009198961864154025,0.08157602088732846,0.7692652537817771,medium,4,Manor Park,EZL,3684.246548029093,12881.114020358606
6886,57167.5227544128,10.953758724400169,-0.5280340501028461,0.12944759068017467,0.04420189266486678,0.01267976427870074,0.009015872776137999,0.0664707999461914,0.790446243324082,high,4,Romford,"EZL,LO",13490.5620900268,43676.96066438602
6893,15597.870787761569,9.65495380521778,-0.5861549228760152,0.1397679741826114,0.04819975025124699,0.01196835579416021,0.009433611073261485,0.07497782244071187,0.6986062396447817,medium,4,Seven Kings,EZL,3227.5510195655693,12370.319768196005
6913,6723.915209594195,8.813574596151774,-0.4614768016842161,0.06630173496414735,0.01696200696275939,0.0,0.0,0.022487493757259756,0.6990750239828182,low,0,Bush Hill Park,LO,1810.4921619374047,4913.423047656789
6914,8557.97742033,9.054736001758023,-0.6157852961858821,0.09861461302353579,0.02967926196125394,0.01850855548290412,0.009302999895848056,0.04025402246230822,0.47753312548818533,medium,0,Chingford,LO,1644.0503799000007,6913.927040430001
6919,9417.743999889855,9.150457025335703,-0.6214595334951338,0.1117393954851313,0.03230061201462101,0.020458021700653025,0.010331765246920577,0.04513591211727153,0.6203855947617887,medium,0,Highams Park,LO,1782.498603570855,7635.245396319
6926,8449.365193043244,9.04196493752897,-0.39384397830225537,0.1113488205999039,0.03041972724696864,0.010946462110928732,0.006405891812546995,0.04434316500854758,0.6044402037059403,medium,0,Clapton,LO,2560.816795643245,5888.548397400001
6934,8202.635105333924,9.012332640550007,-0.22443379167638985,0.08276494054605238,0.01491291383621756,0.0013686123614636873,0.0006094717348781156,0.0209469586311343,0.7191424497218487,low,2,Stoke Newington,LO,3180.843303452984,5021.7918018809405
6941,14804.520309985972,9.602755384125238,-0.47509093452164514,0.07218367302312563,0.017910785440697286,0.0,0.0,0.024669828222994853,0.6951164894509136,medium,0,Edmonton Green,LO,3885.513460385031,10919.006849600935
6947,4495.04661817946,8.410953760331928,-0.387660602658286,0.08783670638890287,0.01746757204237326,0.0,0.0,0.025663730627734305,0.6565392443067323,low,2,Southbury,LO,1376.2470685994606,3118.799549580001
6952,4520.013177763124,8.416491402079812,-0.493494076193548,0.10805559808057263,0.02932688325874417,0.0,0.0,0.04477831827173706,0.6401857737049801,low,0,Turkey Street,LO,1144.706725110124,3375.3064526529997
6954,7724.92302129417,8.952336579585362,-0.5415703790440951,0.13110800185723775,0.03947926883370774,0.01912458547439209,0.010677991131927474,0.05837461006788446,0.7019317225149128,low,0,Wood Street,LO,1770.6667662827151,5954.256255011459
6956,5701.23086474104,8.648612757032684,-0.3738176191540778,0.08491191141704955,0.0183737750060732,0.0,0.0,0.025819479939393607,0.599181266136807,low,0,White Hart Lane,LO,1785.0051583179,3916.225706423141
6958,4637.620859745747,8.442172372536083,-0.28865508831850584,0.10430588077665033,0.02561639632761296,0.0,0.0,0.03789580860141506,0.7687945491995715,low,4,Bruce Grove,LO,1649.4740004440466,2988.1468593017
6959,8255.700581587169,9.018780341387057,-0.46703615864564885,0.09875637268178394,0.03336899918115436,0.004100235247118399,0.002608593410045368,0.04605062598144438,0.6890934312496265,low,0,Enfield Town,LO,2199.994947517026,6055.7056340701465
6962,6073.215822720394,8.711808177197092,-0.009069215444946016,0.09962698818646325,0.0224001719506175,0.0015555719011311122,0.0007089201852257443,0.03294795913050811,0.7582081687064717,low,2,Cambridge Heath,LO,3009.0682599902434,3064.1475627301515
6966,7557.29436160173,8.93040083017427,-0.1938490576825403,0.08552511926037269,0.01659114657981874,0.0009446846911816261,0.00047167186882270774,0.023695200182649513,0.9565040455718966,low,2,London Fields,LO,3046.159985487829,4511.134376113904
6967,7492.598345449521,8.921804381099754,-0.4508934901533139,0.0917691811862722,0.01879203655537829,0.0013424312588422888,0.0005747358501622323,0.02727147539428351,0.6969381293023245,low,4,Rectory Road,LO,2057.11726357642,5435.4810818731
6968,2927.605905797846,7.982281788713348,-0.1939126854832584,0.07257598363941721,0.015874996620903394,0.00048756181712901367,0.00019503565656470818,0.022075671904841172,0.7418430066196794,low,2,Stamford Hill,LO,1179.952991283969,1747.652914513877
6970,16193.555760678,9.692430400582584,-0.4639484899802786,0.15630393527023778,0.05357588266546751,0.008537969854713657,0.005875943467774622,0.08913333966634272,0.7537034211560176,medium,4,Maryland,EZL,4340.290009049999,11853.265751627998
6972,10361.209431750416,9.24592075868857,-0.3472475160262596,0.07882701387168418,0.019238876214613485,0.0,0.0,0.026645665485453628,0.7754967814760397,medium,0,Silver Street,LO,3381.652596773615,6979.556834976801
6973,5937.525748837799,8.689216191121002,-0.457670714734013,0.11755827406440221,0.0329089432671596,0.016704537046725955,0.010669699262029224,0.04823806399816491,0.6622631032489426,low,0,St James Street,LO,1610.0470478077991,4327.4787010300015
6977,25231.67471549358,10.135895049313499,-0.17308389146142292,0.10755359608571641,0.020395873266734758,0.0,0.0,0.03173884602923209,1.0442019730765728,high,2,Hackney Central,LO,10432.239133823585,14799.435581669995
6978,19003.345108095,9.852422921902765,-0.12541429151911634,0.1263455965817425,0.031347216455961974,0.0,0.0,0.050869073667405354,1.229698633653753,medium,3,Hackney Wick,LO,8310.027022434997,10693.318085660008
6979,17517.9355761494,9.771037607858743,-0.30314425674876744,0.10910252081138834,0.025038980834280192,0.0,0.0,0.03765767796200139,0.8574923691950045,medium,4,Homerton,LO,6103.737008072402,11414.198568077005
7401,7980.811245824973,8.984920637850367,-0.008060995603253643,0.08375201287513506,0.011247767540337655,0.0,0.0,0.01642857699588149,0.9961763731370762,low,2,Harringay Green Lanes,LO,3958.2389807309896,4022.572265093983
7402,6499.784320066,8.779678113229876,-0.2710045599353232,0.06311772975596738,0.011374392353014151,0.0,0.0,0.015142987675763296,0.723416207402623,low,0,Leyton Midland Road,LO,2369.156565366001,4130.6277547
7403,5272.540260781353,8.570457192234098,-0.2332735327596621,0.06590454580330976,0.010995974691416666,0.0,0.0,0.014844616316922465,0.8569783949928246,low,2,Leytonstone High Road,LO,2021.298083765668,3251.2421770156843
7404,6393.894307042107,8.763255186439633,0.12731088558101836,0.051346337435522284,0.006687514705327451,0.0,0.0,0.008708236279147685,0.8237879622179844,low,2,South Tottenham,LO,3603.953326791535,2789.9409802505725
7406,4150.465262820752,8.331216626286794,0.0004932575485188975,0.07057361026013771,0.010711707651996024,0.0,0.0,0.014705231081491878,1.03937738137751,low,2,Crouch Hill,LO,2076.256255570752,2074.209007249998
7407,5014.355908300178,8.520259666631647,0.016488004161285607,0.07618371745061638,0.010038332158073949,0.0,0.0,0.01389293637815815,0.8686379877438719,low,2,Walthamstow Queen's Road,LO,2548.516314691201,2465.839593608979
7408,6065.9046408777995,8.710603810145756,-0.04917476965018654,0.06442196231803513,0.010208918504016054,0.0,0.0,0.013783567065724036,0.7877183048960059,low,2,Wanstead Park,LO,2883.807588721317,3182.0970521564823
7467,3585.817460326558,8.185020587005868,-0.33979112425310287,0.0782691115308299,0.013753717144376882,0.0,0.0,0.01932551407587808,0.7965300633162495,low,2,Woodgrange Park,LO,1183.694257057895,2402.123203268663
7473,1214.825904984,7.103178882032854,-0.612223496786394,0.0,0.0,0.0,0.0,0.0,0.40140454491965244,low,0,Emerson Park,LO,235.54047072400007,979.28543426
9586,10405.573640261964,9.250192966244956,0.16251720276513174,0.07058426272051961,0.012714304319991388,0.0,0.0,0.017008634706182524,0.6887610009519847,medium,2,Imperial Wharf,LO,6048.32918072196,4357.244459539997
