lsoa21cd,cluster,lnc_grp,total_activity,log_total_activity,direction_balance,post_midnight_share,deep_night_share,post_midnight_persistence,weekend_ratio,volume_band,tot_boardings,tot_alightings,imd_score,imd_decile,income_score,employment_score,population_2022,n_source_lsoa11,imd_decile_int,distance_to_centre_km
E01000402,1,5,207.02062,5.337637209403192,-0.1871425174941511,0.158819976483502,0.1444018475067846,0.2455417483950249,0.7865092674749283,low,84.13912999999997,122.88148999999996,23.487,4,0.322,0.15,1623,1,4,19.729143173242406
E01000403,1,5,4149.30498,8.330937099681174,-0.0915474330836004,0.1520536603216859,0.126334984419487,0.2349753584942389,0.6856644044381954,high,1884.72338,2264.5815999999995,35.545,2,0.391,0.213,2412,1,2,21.301701889760437
E01000404,1,6,1120.27159,7.022218668483054,-0.2576871828018061,0.1522003963342496,0.114286759695477,0.2466954206837592,0.7254086901235725,medium,415.79597999999993,704.4756099999997,34.502,2,0.363,0.216,2429,1,2,21.033563790885314
E01000405,0,5,302.38291,5.714995737048436,-0.2478420820806308,0.5181212456748961,0.49474003011612,1.5667000731195322,0.7398965070748212,low,113.71985,188.66306,26.102,4,0.353,0.161,1532,1,4,20.65248167585454
E01000406,1,4,870.49512,6.770210265403377,-0.3390860594370706,0.1317640011583292,0.0994395810053478,0.2087852146908733,0.8163380561378005,medium,287.66117999999994,582.83394,19.67,5,0.227,0.131,2154,1,5,20.13950578050072
E01000407,2,5,328.84312,5.798617147485608,-0.1617194849629209,0.1062268537045871,0.0982777441109304,0.144687045859272,0.7184366795018017,low,137.83139,191.01173,11.893,7,0.135,0.081,1963,1,7,20.61110418868221
E01000408,0,3,1372.78655,7.225326111369357,-0.2508836716093992,0.2875782109024888,0.2452896919772414,0.5406835421308624,0.7703795520043313,high,514.18841,858.5981400000001,29.174,3,0.316,0.175,1723,1,3,20.22944410293835
E01000409,1,6,386.64275,5.960084168052309,-0.4547388254402805,0.1047455305963968,0.0600194624107137,0.1708238523988377,0.6476661260429072,medium,105.41064,281.23211,4.812,10,0.096,0.052,1799,1,10,16.8098551789246
E01000410,0,5,81.35236,4.411007114379375,-0.2793831672492352,0.0376767189052659,0.0,0.05952307203828,1.0882903736190963,low,29.31194,52.04042000000002,6.515,9,0.099,0.062,1704,1,9,16.127501630482485
E01000411,1,5,102.98946,4.644289547851658,0.2313135732530299,0.2336510940051535,0.2104281350732395,0.4147256240376651,0.6873319695679883,low,63.406160000000014,39.58329999999998,8.465,8,0.109,0.076,1528,1,8,16.701193411358116
E01000412,2,5,191.73711,5.261327136017896,0.1346169763380704,0.031749983088824,0.0,0.0409866997649256,0.5867073969876656,low,108.77409000000002,82.96302000000001,9.348,8,0.099,0.069,1727,1,8,15.766204722275042
E01000413,0,5,193.55277,5.270703437314297,-0.2305852300641318,0.1962304130289636,0.0669394191568532,0.3620505662881689,0.7815455317242038,low,74.46118000000001,119.09158999999998,11.047,8,0.117,0.066,1393,1,8,16.67222142897154
E01000414,1,5,3883.41103,8.264726650279549,0.036395712147936,0.1225449241204838,0.0729945858963067,0.2007558150395103,0.8028105630858476,high,2012.3752699999995,1871.0357600000004,16.981,6,0.229,0.101,1932,1,6,16.643891644423956
E01000415,2,6,56.2148,4.046812606176747,-0.0513412837900339,0.013479012644357,0.0,0.0168558684436084,0.7051468948839761,low,26.66433,29.55047,3.29,10,0.046,0.05,1442,1,10,16.294489763822053
E01000416,1,4,4042.68555,8.304911819946,0.8135681317088835,0.0612750650369034,0.0298088457560098,0.0983866356983693,0.6338729670233212,high,3665.8428400000007,376.84271,23.922,4,0.285,0.132,1540,1,4,17.492005134161428
E01000417,1,5,7559.23594,8.930657677681298,0.0370747152522401,0.1259232622920353,0.1041781624823844,0.199330370377518,0.6584059524742158,high,3919.7462299999993,3639.489709999999,19.574,5,0.209,0.126,1723,1,5,17.84170197492
E01000418,0,5,542.43716,6.297914078901483,-0.5780818556014857,0.2017944345848282,0.1015072603064288,0.378531572435495,0.7959848628634218,medium,114.43204,428.0051199999999,16.282,6,0.237,0.107,1948,1,6,18.016495223744
E01000419,2,6,105.81134,4.671064100664702,-0.8837177565277975,0.0130631556126214,0.0,0.0173569009701169,0.3538115047565437,low,6.15199,99.65935,6.089,9,0.07,0.067,1503,1,9,17.889373755389844
E01000420,0,5,353.35952,5.870311990988224,-0.4737924706259506,0.1247617723727947,0.0568329105722126,0.2159625434281259,0.7358505136466958,medium,92.97022,260.38930000000005,10.068,8,0.133,0.098,1516,1,8,18.58070405887943
E01000421,1,5,195.00772,5.278154046209942,-0.3361852546145353,0.1046346780527457,0.0560318329961501,0.1609050205080352,0.828584320682214,low,64.72449999999999,130.28322,4.268,10,0.067,0.06,1539,1,10,18.36030080388451
E01000422,1,3,952.97961,6.860642298054259,-0.1397740188795854,0.1611004352968265,0.131771770017199,0.2528818984473284,0.7663121705142695,medium,409.8889099999999,543.0906999999997,29.415,3,0.322,0.165,1175,1,3,17.481683834838844
E01000423,1,5,213.02957,5.366114183046304,0.0431474841732066,0.1105930505328438,0.0845183605261936,0.1781088472649232,0.8378620691127764,low,111.11063000000004,101.91894,2.9,10,0.05,0.042,1709,1,10,16.48532126539614
E01000424,2,4,28.00585,3.367497533780827,0.2959320999005564,0.0156031686236982,0.0077169591353234,0.0171960972123732,1.034620940131599,low,18.14684,9.85901,7.306,9,0.063,0.04,1724,1,9,17.697123710248587
E01000425,2,7,17.26596,2.905039218406145,-0.0002559950330014,6.255082254331645e-05,0.0,7.750591700264526e-05,1.2778258290910889,low,8.63077,8.63519,2.803,10,0.039,0.048,1782,1,10,16.913579342118393
E01000426,1,6,434.8384,6.077271532442402,-0.3039684167727597,0.0914973470604252,0.0651849974611258,0.1368065510524424,0.6736589836039096,medium,151.33063000000004,283.50776999999994,9.242,8,0.121,0.065,1654,1,8,17.165590095102292
E01000427,1,4,157.45412,5.065465087692228,-0.2854334964369303,0.1334660534764031,0.0875324824780704,0.2077983487496964,0.73211654476766,low,56.25572000000001,101.19840000000002,12.023,7,0.152,0.094,1977,1,7,17.624277636631188
E01000428,1,6,2880.97809,7.966232174171097,-0.1078588105472193,0.0794753631743169,0.0599903694512303,0.117917951384171,0.7515739128655522,high,1285.11961,1595.8584799999996,23.766,4,0.274,0.15,1878,1,4,18.579331535226945
E01000429,1,4,271.30512,5.606923202293983,-0.1648729666436077,0.2398052421568749,0.1751126923074654,0.498540402603061,0.7928291982322931,low,113.28712,158.01799999999997,41.711,2,0.433,0.249,1711,1,2,22.054192170564853
E01000430,1,7,458.63513,6.130432979084848,-0.1496838020236261,0.2233240179399253,0.1836523512710419,0.3986850555033659,0.742162342028472,medium,194.99244,263.64269000000013,18.794,5,0.25,0.136,2045,1,5,23.245652061792136
E01000431,2,3,93.68356,4.550540384276888,-0.1327861579982656,0.0603476212902242,0.0568430576293215,0.083542253739658,0.798831678199229,low,40.62183999999999,53.061720000000015,40.591,2,0.463,0.271,1267,1,2,21.806972115403056
E01000433,1,5,1213.23731,7.1018714302756285,-0.1115890921620271,0.1258862868303976,0.1061782051526259,0.1985083107727654,0.720214692848056,high,538.92663,674.3106799999999,42.512,2,0.443,0.234,1964,1,2,22.018133849435245
E01000434,1,7,574.49113,6.3552238153585385,-0.3559836859448117,0.137065841208027,0.1014731593854199,0.2163034259554683,0.7834921328425261,medium,184.99083000000005,389.5002999999998,36.879,2,0.397,0.211,1606,1,2,23.187033464219702
E01000435,1,5,175.29532,5.172160543390677,-0.6342175022128372,0.1131895021498577,0.085369706390336,0.1756634437722826,0.7401876815582776,low,32.05998,143.23534,28.002,3,0.288,0.179,1467,1,3,21.883171226902967
E01000436,1,6,193.76675,5.2718026887545895,-0.2391175472572048,0.0894656590978586,0.0738100835153606,0.1304444993079894,0.8197437023869121,low,73.71686,120.04988999999998,3.472,10,0.078,0.051,1708,1,10,18.938856765488467
E01000437,2,5,29.36103,3.413159878170657,-0.254071127613711,0.0561172411185847,0.0481583922634866,0.0642786586707488,0.5150653788418843,low,10.95062,18.410409999999995,10.517,8,0.13,0.073,1343,1,8,19.731691596523866
E01000439,1,5,1020.28219,6.9288141658733,-0.1760411303464975,0.1384740627492478,0.1166537759519256,0.2187411894748175,0.7353362135827654,medium,420.33528,599.94691,27.638,3,0.296,0.164,1461,1,3,20.501139226223582
E01000440,2,5,44.98039,3.828215001247737,-0.2861133485058711,0.0920881299606339,0.0895870400412268,0.1261881086772146,0.5867810587639508,low,16.05545,28.92494,4.898,10,0.08,0.049,1345,1,10,19.46170569180146
E01000442,1,5,679.27506,6.5224972163820825,-0.2386235408083435,0.1310516538028056,0.1035476850865097,0.2116703941165696,0.751747332425364,medium,258.59201999999993,420.68304000000006,9.33,8,0.127,0.08,1699,1,8,19.298442782428687
E01000443,1,6,231.78226,5.450103510204565,-0.3530426357910221,0.0489042172597678,0.02729350382553,0.0685260520547786,0.7812353203582206,low,74.97662,156.80563999999998,15.268,6,0.18,0.12,1314,1,6,18.967072710579703
E01000444,2,7,270.26366,5.603091263033679,-0.6528203606803816,0.1862328438828956,0.1657537680056578,0.3015494048062325,0.6608990475653753,low,46.91502,223.34864,3.315,10,0.043,0.048,1626,1,10,21.4674045812115
E01000445,2,7,261.50063,5.570253482028798,-0.2278167742846355,0.0571390592825722,0.0336039725793394,0.0860815532253375,0.853157885150238,low,100.9632,160.53743,4.906,10,0.061,0.056,1686,1,10,19.671026757724487
E01000447,1,6,1188.07438,7.080930451504584,0.194228310857103,0.074699506608332,0.0398917111570068,0.1228482692427853,0.8682124357242409,medium,709.41603,478.6583499999999,11.218,7,0.149,0.081,1918,1,7,20.562737941549024
E01000448,1,6,368.20117,5.911341671637761,0.0671639636560633,0.0999128003857239,0.0677759932158825,0.1558766493512337,0.7915891435016225,medium,196.46551,171.73566,2.174,10,0.019,0.023,1330,1,10,19.760265461138374
E01000449,1,5,187.81414,5.2407631449747765,-0.3325629263057616,0.096525746144566,0.0519600920356688,0.1474132926720089,0.8541771995647347,low,62.67705999999999,125.13708,3.006,10,0.038,0.038,1635,1,10,20.03956736547928
E01000450,2,6,76.54092,4.350805797016348,0.0162109365813737,0.0078704306141081,0.0014144068297062,0.0097636519082484,0.8953596736057053,low,38.89086,37.65006,16.288,6,0.224,0.131,1784,1,6,17.450034886106053
E01000451,1,5,913.10397,6.817944317720028,-0.3732847531042932,0.1820370138134434,0.1164981245235414,0.3279012863941519,0.7084147464654718,medium,286.12809,626.9758800000001,6.307,9,0.103,0.056,1743,1,9,17.366722167271806
E01000452,0,6,145.55882,4.987426849583365,0.256214223226047,0.2109757416280236,0.1924617828036803,0.3706574807093689,0.9893216328483416,low,91.42652999999996,54.13228999999999,4.928,10,0.082,0.049,1411,1,10,17.849748962926782
E01000454,1,6,419.62779,6.041748333363621,-0.4042798738377169,0.0826194328073457,0.0471615571504451,0.130808227498357,0.6826209688146931,medium,124.99035999999997,294.63743000000005,17.298,6,0.207,0.126,1661,1,6,17.142630981907494
E01000455,2,6,126.41624,4.847459207541603,-0.4129741558521279,0.1080433969559607,0.0669959808961253,0.1685906422000456,0.6588022457342488,low,37.1048,89.31144,5.963,9,0.118,0.06,1784,1,9,17.350015903329982
E01000456,2,5,51.06501,3.952493130049449,-0.0592670010247721,0.0225046465280237,0.0,0.028450819223663,1.0662566458159652,low,24.019269999999995,27.04574,4.167,10,0.077,0.05,1371,1,10,17.802697932452663
E01000457,1,3,2900.7834,7.973080792478,-0.0346165590991729,0.090605413696176,0.0607411846055103,0.1413737300139999,0.7965110699964892,high,1400.18413,1500.59927,13.676,7,0.181,0.073,2263,1,7,18.273057840147413
E01000459,1,6,603.76589,6.404841424465327,0.0033352828196372,0.0803702242933929,0.0489501485418462,0.1266777595333206,0.8245989329684799,medium,302.88981000000007,300.87607999999994,14.337,6,0.185,0.119,1846,1,6,18.704971695315404
E01000460,0,6,107.78794,4.689400482689781,-0.4097981648039661,0.0724954016191421,0.0525204396707089,0.1038788686723879,0.8829629665744846,low,31.808319999999988,75.97962000000001,2.838,10,0.036,0.04,1231,1,10,17.58565228558387
E01000461,2,7,260.77291,5.567477372185967,-0.0994740212854164,0.054270706263162,0.0252641273205871,0.0827033863009523,0.8733507414494506,low,117.41639,143.35652000000002,3.959,10,0.046,0.036,1679,1,10,18.408155968376786
E01000462,1,6,4063.14778,8.30995935178617,0.105258170058486,0.0753378234251671,0.0513245152013643,0.1165516356458141,0.6695863042469977,high,2245.41364,1817.7341400000005,11.991,7,0.149,0.072,2071,1,7,17.76919027487382
E01000463,2,5,93.12998,4.544676593086993,-0.0799772532969512,0.0311506563192647,0.0197858949395243,0.0429228415369107,0.6960666057566866,low,42.84085,50.28913,4.818,10,0.061,0.061,1293,1,10,17.054541240711607
E01000464,2,5,72.7097,4.300134405188845,-0.4551887849901733,0.0496387689675517,0.044666117450629,0.0779788020342822,0.7482994832351881,low,19.80653,52.90316999999999,27.698,3,0.373,0.179,1516,1,3,18.031862384949783
E01000465,1,5,604.1622199999999,6.405496554321224,-0.2315435082981521,0.1429382989224318,0.1145197063133143,0.2377104507969629,0.6161626242376662,medium,232.13619000000003,372.02603,31.243,3,0.402,0.22,1672,1,3,18.664047090755925
E01000466,1,7,1185.89148,7.07909296667289,-0.3791953712324503,0.1083569720898914,0.0671140667947121,0.1716817438877907,0.6967823912455168,medium,368.10346000000015,817.78802,27.799,3,0.368,0.184,1745,1,3,18.47629729366154
E01000467,1,6,2945.55052,7.988390449897144,-0.2997969900716557,0.1495934960232832,0.1148409160539538,0.2521336175787843,0.7604136473563026,high,1031.24167,1914.30885,24.126,4,0.325,0.172,1690,1,4,17.29751564654719
E01000469,1,6,993.04926,6.901786762772714,-0.3559689073228855,0.1509696004405662,0.0992169713715913,0.2526772587340701,0.741551504828308,medium,319.7773,673.2719599999998,21.268,5,0.306,0.144,1756,1,5,17.491894381970784
E01000470,1,5,795.88974,6.6807163254306206,-0.1842074003868927,0.1533210240905982,0.1185555426308171,0.2621080543499486,0.7773794134436935,medium,324.64048,471.24926,39.935,2,0.492,0.232,1513,1,2,17.498125882679656
E01000472,1,4,3983.16678,8.29008348027808,-0.1276211386759959,0.1241857716035681,0.0898748357205369,0.2039203031023218,0.7219574516585128,high,1737.4152500000002,2245.75153,25.505,4,0.401,0.093,2420,1,4,12.507943669979664
E01000473,1,2,6587.241190000001,8.79304170113133,-0.048315429907615,0.1221231782466431,0.0783753372783363,0.199904655656178,0.7726372647360069,high,3134.4879,3452.75329,32.35,3,0.364,0.109,2727,1,3,12.439454792022172
E01000474,1,5,968.27872,6.876552207270157,-0.3092238152254342,0.099877120092033,0.0637900934144251,0.1545131120283727,0.9208833084466628,medium,334.43194,633.8467800000001,26.243,4,0.27,0.087,2268,1,4,12.201625212628802
E01000475,1,4,1518.33727,7.326029512182869,-0.146313651379973,0.0907920082868017,0.0490691900094107,0.1418525751382791,0.7458373986365525,high,648.0919,870.2453699999999,27.009,3,0.325,0.1,2114,1,3,13.058746720127
E01000476,2,5,335.7048,5.819206582079668,-0.1139508282276571,0.1396071488998668,0.1054943509893215,0.2356565843625641,0.7797328739728547,low,148.72547999999995,186.97932000000003,24.942,4,0.299,0.099,2241,1,4,11.971595276452682
E01000477,2,6,581.43079,6.367210362930097,-0.275668837558465,0.1052444436250099,0.0905315661043681,0.1879925589891078,0.824750608512268,medium,210.57422000000005,370.85657,39.4,2,0.513,0.152,2225,1,2,11.574782276786456
E01000478,2,4,444.41811,6.099013414077495,-0.3177552552932643,0.1203749325156888,0.0839164272581061,0.1951270042748136,0.7831353456872329,medium,151.60096,292.81715,28.201,3,0.329,0.107,2567,1,3,12.190202784327486
E01000479,1,5,1247.22111,7.12947470471072,-0.2934338803806808,0.1299249016078632,0.0665062829156251,0.2061202804384311,0.7497846683116408,high,440.62208999999984,806.5990200000002,17.262,6,0.184,0.104,1738,1,6,12.06959236089461
E01000480,1,5,523.23333,6.261936871470079,-0.1439461243801116,0.0724413523121701,0.0632779643452759,0.1016919772496384,0.6968421711401818,medium,223.95796,299.27537,15.421,6,0.236,0.089,1653,1,6,12.659974540068626
E01000481,1,4,3305.74021,8.103718152290902,0.0109425870461853,0.0745803433839708,0.0414544039442228,0.1136911567053459,0.6922749608474967,high,1670.9567799999998,1634.78343,31.999,3,0.462,0.169,1619,1,3,12.328541056441294
E01000483,1,5,1301.74036,7.172225294030608,0.0494661316331928,0.1016237600561144,0.0612625700565971,0.1638133630686453,0.8332436816123118,high,683.0662100000002,618.6741499999999,44.065,2,0.577,0.196,1790,1,2,11.43797433356514
E01000485,1,6,817.52778,6.707507336369629,-0.2918727238846856,0.0666551661400423,0.0424736637084063,0.1002516794574871,0.7770818937685802,medium,289.4568600000001,528.0709200000001,25.882,4,0.366,0.141,1578,1,4,13.759161588845524
E01000486,2,5,15.46933,2.801499863337808,-0.4823137136514638,0.0,0.0,0.0,1.2533674727745892,low,4.00413,11.4652,17.005,6,0.277,0.086,1697,1,6,13.156857504975866
E01000487,2,5,1319.2056,7.1855427610272224,0.0444789803803138,0.0602218410837552,0.0413016439590614,0.0938734389499161,0.826598387900187,high,688.9412599999999,630.26434,25.092,4,0.347,0.132,1897,1,4,13.486599199797004
E01000488,1,3,711.93998,6.569397237347859,0.5300431645937345,0.1588003106666379,0.1277584944730874,0.2656129120397948,0.9169971513965784,medium,544.6494500000002,167.29053000000002,22.556,4,0.299,0.121,1611,1,4,8.25747144501611
E01000489,1,6,894.82427,6.797744266507327,-0.1494850491706041,0.0594296911504199,0.0409484423125894,0.0891172052360415,0.84506731437387,medium,380.53071,514.29356,20.472,5,0.268,0.111,1692,1,5,7.87451817299047
E01000490,1,1,2156.82322,7.676855224019579,0.3862811065248082,0.0762355247640555,0.032234862530829,0.1250470828153792,0.9205635076602248,high,1494.9816400000009,661.8415799999999,25.921,4,0.263,0.129,1732,1,4,6.904424476594295
E01000491,2,4,236.27249,5.469209227517869,-0.1925908090273226,0.0528859707704438,0.0366763815795905,0.0765318793817647,0.5856142080117274,low,95.38429000000004,140.88819999999998,19.919,5,0.217,0.119,2057,1,5,7.2557409022567
E01000493,1,5,1086.60031,6.9917289977895365,-0.2109005932457354,0.1204871550239112,0.0740718360369324,0.1910138836245445,0.7809096700542194,medium,428.71783000000016,657.8824799999999,14.096,7,0.144,0.081,1555,1,7,7.741225820696061
E01000494,1,4,903.31938,6.807182594457855,-0.222163328323588,0.2001541248899143,0.09335603980953,0.3573736876155675,0.9317064522374716,medium,351.31747,552.0019099999998,22.497,4,0.302,0.13,1778,1,4,7.633318874625652
E01000495,1,4,3650.37002,8.202857724096324,0.3922384503913935,0.0868270745879071,0.026381846079264,0.1522820359207814,0.790513105847302,high,2541.09275,1109.2772700000005,30.884,3,0.383,0.169,1561,1,3,7.160227560295449
E01000497,1,3,2684.97198,7.895797945159821,-0.3350770684765209,0.074948312868427,0.0273583190242454,0.1265514283425713,0.7367800217249934,high,892.6497199999999,1792.32226,33.039,3,0.402,0.163,2085,1,3,9.398651574132227
E01000498,2,4,236.38664,5.469690204265121,-0.0662539981108915,0.179201963359689,0.1638037581142487,0.3184635874825267,0.7211305125483932,low,110.36253999999998,126.0241,52.586,1,0.675,0.251,1686,1,1,10.468436709262365
E01000499,1,4,3727.86127,8.223858176483287,-0.1468564386785777,0.1130597196284614,0.0771390749742143,0.1895274585262854,0.7803654165624356,high,1590.20042,2137.66085,47.585,1,0.645,0.232,1878,1,1,10.135562382780304
E01000501,2,4,225.88441,5.424440680743008,-0.6183758764051047,0.0339914560725992,0.0093329592777119,0.0573890920707405,0.6110554151433483,low,43.10147,182.78294,38.432,2,0.521,0.192,2023,1,2,9.692119140297615
E01000502,2,5,119.02163,4.787671976538967,-0.3262251575616969,0.0428840539320457,0.0309180776636986,0.0581804747925606,0.6072418130161925,low,40.09689,78.92474,37.092,2,0.509,0.18,1860,1,2,9.910708203075151
E01000503,2,5,91.57804,4.528051964499778,-0.3802217212772843,0.0202756031904591,0.007091219685418,0.0269743477845893,0.704981503835418,low,28.37904,63.19899999999999,36.878,2,0.46,0.2,2063,1,2,9.372292557239026
E01000506,1,4,646.58886,6.473256019678995,0.0348769077153602,0.1404869394130916,0.0956075704737628,0.2333228338350497,0.7697403448191895,medium,334.5699399999999,312.01892,44.857,2,0.585,0.231,1650,1,2,9.759062643147086
E01000507,1,4,307.97159,5.733249330923271,-0.0234772629514299,0.1132815205454502,0.0960783428107767,0.172992804389821,0.7738589947911734,low,150.37063,157.60096000000004,25.074,4,0.302,0.152,1614,1,4,9.203050623532148
E01000508,1,4,2225.32997,7.70810975535119,-0.2015692396395488,0.1092362585670834,0.0656693937393922,0.1811306241318425,0.8652595612864697,high,888.3859500000002,1336.94402,46.122,1,0.533,0.231,2590,1,1,9.624385468129494
E01000510,1,3,4518.43888,8.416143123527151,-0.061388436884201,0.0898807333208853,0.0559770524106325,0.1442326482675037,0.8468396324063209,high,2120.52949,2397.9093900000007,55.903,1,0.64,0.232,1621,1,1,10.229127059218394
E01000511,0,4,650.55538,6.479362396789577,-0.2306148632572986,0.2130554665461378,0.0948091459946115,0.4209532102210648,0.9224495780724308,medium,250.26382,400.29156000000006,40.654,2,0.522,0.214,1795,1,2,9.966999219287173
E01000512,1,4,417.58257,6.036874170348994,-0.2051389501242832,0.1231209674292679,0.0842767216074176,0.1915239647791971,0.7517665003110662,medium,165.96006,251.62251,25.393,4,0.313,0.138,1689,1,4,9.552022193388437
E01000513,1,3,810.02091,6.698293836767008,-0.6332763557918525,0.1689609839824999,0.0917940871427627,0.3055153743544108,0.8822839963972806,medium,148.52690999999993,661.494,22.625,4,0.277,0.123,1611,1,4,12.268024141990326
E01000515,1,4,3734.52378,8.225643323343927,-0.1078616401259065,0.0864529559910848,0.0541054259935653,0.1375588622640234,0.8470389304288274,high,1665.85596,2068.66782,32.041,3,0.372,0.181,1849,1,3,13.081389259465626
E01000516,1,2,2541.51641,7.840909582179172,-0.3604278006609447,0.1170693365698158,0.0488253782315731,0.1911811703918844,0.7782384178742475,high,812.74162,1728.77479,21.85,4,0.319,0.118,2205,1,4,12.733628500546368
E01000518,1,5,2473.37744,7.813744103967512,-0.1894312014101656,0.1706624040364822,0.1103471453996928,0.2909239871080324,0.8198089127219599,high,1002.42129,1470.9561499999995,22.178,4,0.277,0.117,1915,1,4,12.363006746053943
E01000519,1,7,2677.60249,7.893050478542674,-0.2928293773733382,0.1695041783442619,0.1077360366512058,0.2982649373941394,0.7733059884120324,high,946.76091,1730.8415799999998,28.75,3,0.371,0.156,1938,1,3,12.584022966233471
E01000520,1,4,1186.20679,7.079358591736384,-0.1961287120941197,0.0593244032939652,0.0339120297903538,0.0894164341845214,0.7064037992043801,medium,476.77879,709.428,27.639,3,0.383,0.135,1631,1,3,13.028018700196638
E01000521,1,2,3433.26049,8.141556894724927,-0.3156475464522648,0.1807632312804788,0.109852564668054,0.3295059535470319,0.8918476486049902,high,1174.78012,2258.480369999999,63.042,1,0.694,0.292,2291,1,1,9.594837431938538
E01000523,1,4,1890.58775,7.545171834749597,0.0043925863795531,0.1515222395786707,0.0782789267517469,0.2680904419057761,0.9003599583933518,high,949.4461599999998,941.1415900000002,46.915,1,0.532,0.217,2293,1,1,9.211508059207537
E01000524,1,1,4182.05397,8.33879687358225,0.2118341935218975,0.1414828560904487,0.0738794363287473,0.2456179508442335,0.7995047738845196,high,2533.978,1648.0759699999996,62.133,1,0.655,0.297,2375,1,1,9.209003619524427
E01000525,1,4,4325.8798,8.372601960777335,-0.2408075508709234,0.1237411312260687,0.0814004795047703,0.2083039374896021,0.8043071795693146,high,1642.0876399999995,2683.79216,44.321,2,0.5,0.23,1859,1,2,9.285575011128955
E01000526,1,3,1649.8745,7.409060426494232,-0.1304481643906855,0.1114514164562213,0.0706525678165218,0.1777231069010178,0.8267581755549096,high,717.3257000000001,932.5488,52.215,1,0.609,0.288,2168,1,1,9.734940691506173
E01000528,1,3,607.06211,6.410277031354004,-0.0700976214773147,0.1309785089370839,0.0950831703200847,0.2155935639678248,0.8973599136938861,medium,282.25425,324.80785999999995,45.225,1,0.569,0.263,1692,1,1,9.72064252288421
E01000530,2,2,177.9166,5.1869197754777625,-0.3022154200338811,0.0729832966682142,0.0423350041536315,0.100357043957052,0.7239085529123555,low,62.073730000000005,115.84286999999998,15.362,6,0.167,0.083,1765,1,6,7.8915205778004855
E01000531,1,2,602.84498,6.403317509363983,-0.0868036091135734,0.1439146262775548,0.0804711519701134,0.2530423236017847,0.9701974819552088,medium,275.25793,327.58705000000003,33.127,3,0.386,0.191,1753,1,3,7.712396559216845
E01000532,0,2,262.69422,5.574790174271844,0.1500304803052004,0.1450159048036915,0.1028773301521442,0.2356624223538701,0.9180665546151716,low,151.05318,111.64104,24.695,4,0.226,0.132,1484,1,4,7.464754879489541
E01000533,1,2,3006.77819,8.008956942324206,-0.101996200125424,0.2042425384228292,0.1584471583519102,0.3641196235210723,0.9015706496484636,high,1350.04912,1656.72907,54.744,1,0.658,0.278,2262,1,1,8.748260552491791
E01000535,1,4,1438.82908,7.272279691080858,-0.3428664091220619,0.2040256511913145,0.0988661419047771,0.3945949592671002,0.8470624446131472,high,472.75146000000007,966.07762,33.209,3,0.411,0.179,2036,1,3,8.318481012829922
E01000536,2,5,12.41288,2.5962154393355354,0.5650163378684077,0.0263331313925535,0.0,0.0287991189427312,0.9734577983742309,low,9.71318,2.6997,12.605,7,0.147,0.077,1555,1,7,15.271835831290419
E01000541,1,5,3251.85332,8.087287834771216,-0.3878734911696448,0.0894834887571128,0.0543866628031057,0.1373461121821197,0.7964762737010699,high,995.2728100000002,2256.58051,21.055,5,0.264,0.093,1436,1,5,15.022160958476594
E01000543,1,6,7553.07293,8.929842157713487,0.1279289209775974,0.1061907156773607,0.0590043620828641,0.1715181455097073,0.7895745232252724,high,4259.664699999999,3293.4082299999995,20.547,5,0.23,0.102,1662,1,5,13.850037118017147
E01000544,1,2,368.81095,5.912991929114964,0.1298191119325497,0.0868703328900619,0.043401477098226,0.1409957466797463,0.8653687533827783,medium,208.34483,160.46612000000002,29.701,3,0.443,0.182,1611,1,3,5.540341508627205
E01000545,1,2,2030.19014,7.616377176105351,0.0991831632085455,0.1445718232086379,0.0552434857160719,0.2637520643183164,0.98614467515188,high,1115.7754099999995,914.41473,35.665,2,0.443,0.188,1908,1,2,6.575569351157161
E01000546,0,1,148.53043,5.007499917268739,0.0873188746575364,0.2029910638513602,0.1449754100893668,0.3812138238286598,0.9871343675527104,low,80.74997,67.78046000000002,32.412,3,0.4,0.202,1593,1,3,6.617081761876345
E01000547,1,2,313.47270000000003,5.75089726792126,-0.3333353749784271,0.1221635568264796,0.0413110615374161,0.2183259790135356,0.8924793701873655,low,104.49058,208.98212000000004,21.119,5,0.249,0.125,1648,1,5,6.320067863759113
E01000548,1,2,7495.6341,8.922209412122859,0.1137886893385044,0.1137779230712448,0.0321769174938782,0.1959815825528725,0.8431298281096584,high,4174.276239999999,3321.3578599999987,35.64,2,0.419,0.184,1856,1,2,5.987526570296017
E01000549,2,4,30.93856,3.463814057237028,0.0780993039107185,0.0216784491585904,0.0,0.0263270902500661,0.7768794815644525,low,16.67742,14.261139999999996,16.936,6,0.207,0.105,1703,1,6,6.0818533478423085
E01000550,1,3,6511.56444,8.781488580830327,-0.1482511382472013,0.1212739591654874,0.0557411837576777,0.2051572816021087,0.9204712242471704,high,2773.1088,3738.45564,34.271,2,0.421,0.195,2151,1,2,5.618776715591981
E01000551,1,2,577.05177,6.359663432135499,-0.0211594360069287,0.0828714033751252,0.0544818881675035,0.1210028167052549,0.9180276380983404,medium,282.42083999999994,294.6309300000001,31.45,3,0.455,0.191,2780,1,3,5.843127950259959
