lsoa21cd,cluster,lnc_grp,total_activity,log_total_activity,direction_balance,post_midnight_share,deep_night_share,post_midnight_persistence,weekend_ratio,volume_band,tot_boardings,tot_alightings,imd_score,imd_decile,income_score,employment_score,population_2022,n_source_lsoa11,imd_decile_int,distance_to_centre_km
E01000159,2,5,68.4619,4.24077840081455,0.0105720115860062,0.0050416362969768,0.0047573906070383,0.0062080934357991,0.7416896522204698,low,34.59284000000001,33.86906,14.601,6,0.186,0.097,1749,1,6,12.57124338305216
E01000160,1,4,748.78141,6.6197817107162455,-0.0667730920296218,0.0523079893236131,0.0386690689877036,0.075379848152733,0.8460468348202774,medium,349.39148000000006,399.38993,17.019,6,0.229,0.105,1893,1,6,11.778296666233125
E01000161,1,3,1457.63552,7.285256702372094,-0.2028642112124161,0.0900803926622205,0.05271456337727,0.1410611540187949,0.8014383007029917,high,580.9667200000001,876.6688,23.583,4,0.297,0.145,2043,1,4,11.94396876030388
E01000162,1,4,2412.17123,7.788697024566152,-0.2150774802168584,0.0913641814723078,0.0593989382752069,0.1363200332909149,0.7719389437136629,high,946.6837600000002,1465.487470000001,19.605,5,0.22,0.132,1675,1,5,11.851312029877114
E01000164,1,5,3036.6691,8.018845756881136,-0.2648217219320999,0.0858329114621016,0.0477661230853239,0.1303668684902975,0.7376007280183845,high,1116.2465799999998,1920.42252,34.691,2,0.429,0.202,1675,1,2,11.137268413836757
E01000166,2,5,29.29921,3.4111216395681665,0.7850993252036489,0.0589783820109825,0.0589189947442269,0.0701881654699343,0.7520141733535142,low,26.151,3.1482099999999984,18.166,5,0.236,0.139,1618,1,5,16.466068272828583
E01000167,2,5,99.6601,4.6117494947909945,-0.3230056963619341,0.0168189676711141,0.0064956788122829,0.0242659576054388,0.8544116320005044,low,33.734660000000005,65.92544,28.935,3,0.341,0.187,1350,1,3,16.781258521347688
E01000168,2,5,7.77203,2.171568250522434,-0.9858132302628784,0.0174008592349746,0.017104926254788,0.0184135784483251,1.3563529445484774,low,0.05513,7.716899999999999,5.752,9,0.092,0.06,1488,1,9,15.867051598034049
E01000169,2,6,28.14256,3.3721996486584915,-0.9216965336486802,0.0029208430220989,0.001252906629674,0.0039447296348533,0.7936990543157074,low,1.10183,27.04073,14.013,7,0.172,0.11,1554,1,7,16.090062948445294
E01000170,1,5,320.32971,5.7724677299452525,-0.5840676158324497,0.0610755711669704,0.0218949406847088,0.0896135992046488,0.6565077801962422,low,66.61774999999999,253.71195999999992,21.318,5,0.256,0.144,1907,1,5,15.605682818638028
E01000171,1,3,1963.27381,7.582877893657404,-0.0593943592615845,0.0563018767107171,0.0243060645728269,0.082737655918763,0.6535878624086069,high,923.33321,1039.9406,33.766,2,0.437,0.199,2297,1,2,15.994174649349311
E01000172,2,7,171.40654,5.14985529254488,-0.2373672556484717,0.0687025127512637,0.0417318965775751,0.0946703120768105,0.6062528913791466,low,65.36012000000001,106.04641999999996,8.821,8,0.111,0.074,1677,1,8,15.04310070069871
E01000173,2,7,95.34957,4.567982931954724,0.2393704554724263,0.0956494088017387,0.0530989285006738,0.1483553450269947,0.669898349055562,low,59.08672000000001,36.26284999999999,11.98,7,0.163,0.079,1615,1,7,15.087822290175378
E01000174,1,6,967.83578,6.8760951238442685,-0.1223392671016977,0.0617608392200585,0.0335364228836425,0.0910589664366634,0.7525081331076778,medium,424.71573,543.1200500000001,24.64,4,0.303,0.14,1694,1,4,15.230800697658738
E01000175,2,5,108.3399,4.694461378888056,-0.3791220039892966,0.066205433086056,0.0240038988405933,0.0980400304370521,0.5988127051020901,low,33.632929999999995,74.70697,7.4,9,0.11,0.049,1980,1,9,14.689955715963283
E01000176,1,5,297.07122,5.697332451239649,-0.3514487872638757,0.0623113204974887,0.0460131075639033,0.096935098901199,0.7920740907305689,low,96.33294999999998,200.73827,30.19,3,0.357,0.17,1679,1,3,10.518691450106205
E01000178,1,5,460.39984,6.134264998968895,0.0228932312400456,0.076840556677865,0.0404443016313819,0.115636852082093,0.839158383457258,medium,235.46993999999995,224.9299000000001,12.961,7,0.167,0.079,1634,1,7,10.177041957508273
E01000180,0,5,81.14881,4.408532358681462,-0.0731809868807688,0.0982291668848871,0.0630430686537485,0.1341725873970499,0.8195705178093411,low,37.60513,43.54368,21.066,5,0.343,0.149,1697,1,5,9.66481955597065
E01000181,1,3,422.30198,6.048085825049602,0.0059259963687595,0.0669283624954825,0.0323411460206745,0.1013924358190341,0.7983860365523933,medium,212.40227,209.89971000000003,10.629,8,0.084,0.054,1702,1,8,9.634361618910278
E01000182,1,6,2495.28448,7.822558697353709,0.0833153580949616,0.0878776395066585,0.0417598317286853,0.1367955645289605,0.7754965072146228,high,1351.5899999999997,1143.69448,10.274,8,0.082,0.059,1618,1,8,9.315087904104525
E01000183,1,6,339.1942,5.829516631021603,0.0385132175019501,0.1142294591122135,0.0916560483640345,0.1636782734729552,0.7834051439545855,low,176.12883,163.06536999999997,10.223,8,0.127,0.07,1539,1,8,9.778961142068553
E01000184,1,7,939.01952,6.845900641005887,-0.4798426341552516,0.0853782358006785,0.0355426157701173,0.131807770621506,0.7153874115040978,medium,244.21896000000004,694.80056,32.657,3,0.38,0.169,1810,1,3,10.830935766876864
E01000185,0,6,142.08213,4.963418801056639,0.331683160999909,0.1333914405703236,0.105981237753122,0.2243214475470038,0.8279664342074837,low,94.60419,47.47794,30.958,3,0.447,0.197,1463,1,3,10.372349529703687
E01000186,1,5,399.12785,5.991784121038793,-0.2806792610437984,0.0947662259098181,0.0540149979511577,0.1426289779763168,0.6508671788951397,medium,143.55047,255.57738000000003,8.324,9,0.131,0.044,1803,1,9,16.366250777485433
E01000187,2,7,291.48123,5.678400493672697,-0.527592702967529,0.0310986748614996,0.021427108702677,0.0437295919356794,0.5758771842728296,low,68.84893000000001,222.6323,21.414,5,0.318,0.099,1771,1,5,16.653387301934472
E01000188,2,7,774.62766,6.653672585445336,-0.7682761805846178,0.0505358019361198,0.0221933205948261,0.0771073165030102,0.5958675892902843,medium,89.74984,684.87782,14.579,6,0.232,0.08,1593,1,6,17.601342137852996
E01000189,2,6,211.06234,5.3568802880496165,0.4066849633146301,0.0921294627928411,0.0720474339477142,0.1340167142345849,0.7095364236285301,low,148.44911000000002,62.61323,25.492,4,0.373,0.141,2463,1,4,16.897153047459465
E01000190,2,5,85.63829,4.461741865655856,0.4642167656547089,0.0880176379047269,0.0795900992418228,0.1486991135673086,2.041243809971465,low,62.69650999999999,22.94178,12.655,7,0.162,0.086,1743,1,7,16.563254700770518
E01000191,2,7,466.57572,6.147561303527794,-0.1132582295538225,0.0931166113830355,0.073570952213287,0.1390606682070284,0.6618880682478663,medium,206.86609,259.70963000000006,14.84,6,0.205,0.078,1554,1,6,16.42434950408216
E01000192,2,5,308.11357,5.733708749824372,-0.0380807310758821,0.0398691949854723,0.0177543624579728,0.0563077961259397,0.7019810787408444,low,148.19019,159.92338,25.219,4,0.272,0.122,2026,1,4,15.823488478182833
E01000193,1,3,12468.21649,9.431018205104264,-0.0740208538037664,0.0861321818450394,0.0563444427327231,0.1341683938731871,0.7858218285903776,high,5772.654230000001,6695.562260000001,27.234,3,0.312,0.147,1995,1,3,16.023825809461023
E01000194,1,2,5443.11521,8.602290526295409,0.3525803029989512,0.0816395323001072,0.0530616345340961,0.1238054258225518,0.7990459934646698,high,3681.12521,1761.989999999999,34.324,2,0.445,0.177,1891,1,2,15.419918142530209
E01000195,0,6,120.58844,4.800641899223554,1.0,0.1577295468786228,0.1536764220517323,0.2295696254477096,0.7901326417730649,low,120.58844,0.0,36.298,2,0.424,0.185,2009,1,2,16.846062137558935
E01000196,1,3,3199.2694,8.070990272744249,-0.0655047430516479,0.0909136285928281,0.0426254006617885,0.1380047606930631,0.7018281606632385,high,1494.851039999999,1704.4183599999992,21.54,4,0.256,0.126,2150,1,4,11.181697878847888
E01000197,1,5,375.16219,5.930020406765454,-0.138954647855105,0.1082688263441473,0.0485978877562261,0.1648952905362949,0.8051665521399791,medium,161.51583000000002,213.64636,17.502,5,0.184,0.088,1827,1,5,10.891507007231441
E01000198,2,5,343.29256,5.841491761049134,-0.2335877014054717,0.029752844046489,0.0037743899838668,0.0413943951993844,0.9121381353597262,low,131.55182000000002,211.74074,17.001,6,0.224,0.098,2156,1,6,11.563521986716673
E01000199,2,4,75.95717,4.343249033332059,-0.1458731282379267,0.0105372540867438,0.0,0.0124688504629043,0.6780926471933952,low,32.43852999999999,43.518640000000005,10.292,8,0.141,0.075,1627,1,8,11.669401910699568
E01000200,2,5,374.78258,5.929010731461111,-0.2368028417969692,0.0390731874464389,0.016038365497137,0.0513499734605571,0.7922666521021308,medium,143.01649999999998,231.76608,13.711,7,0.167,0.105,2026,1,7,11.249227683983548
E01000201,1,5,420.5613,6.0439651998450215,-0.4172719173162153,0.0576898064562764,0.0176083486521465,0.0851414200808836,0.5707223468401543,medium,122.53643999999996,298.02486,5.308,10,0.054,0.045,1523,1,10,10.84905667107971
E01000202,1,6,394.36934,5.979820366000108,-0.1320750238849703,0.1152407537563645,0.0765275262017072,0.1850164256689222,0.7065694984521116,medium,171.14149999999998,223.22784,11.139,7,0.131,0.08,1661,1,7,10.83133189427272
E01000203,1,6,1699.72201,7.4388081516445,-0.0906869529800346,0.0983345211844376,0.0550109955921556,0.1536993928444839,0.6791293505421324,high,772.7896999999999,926.93231,25.902,4,0.384,0.16,1880,1,4,10.53402370267031
E01000204,2,4,97.86272,4.593732221155994,0.4111111973997862,0.0474685355158736,0.0332008961124317,0.0609282168705607,0.9472717334656834,low,69.04759000000001,28.81513,12.658,7,0.128,0.09,1726,1,7,11.772439200282463
E01000205,1,7,290.77562,5.675985082221188,-0.4262014814034271,0.0846360159080737,0.0537463904298441,0.1226464953705228,0.5303393771749496,low,83.42331,207.35231000000005,9.471,8,0.112,0.053,1534,1,8,9.902095881554079
E01000206,2,7,359.55705,5.8876501966315935,0.1144209799251607,0.0216530589512846,0.014953704843223,0.0277461063643687,0.8530882094607969,medium,200.34896,159.20809,7.996,9,0.02,0.023,1497,1,9,8.358956602958838
E01000207,2,6,68.37376,4.239508698032985,-0.1478102125727763,0.0105367907220547,0.0,0.0140591873756912,0.6165119061926833,low,29.13371,39.24005,11.331,7,0.107,0.06,1591,1,7,9.223802866103041
E01000208,1,5,4183.18079,8.339066214658276,0.300111898821375,0.0604101526293344,0.0250515206635379,0.0936428647213312,0.7037240172738987,high,2719.3015599999994,1463.879229999999,9.982,8,0.081,0.041,1642,1,8,9.174248615522663
E01000209,2,6,64.89417999999999,4.188050121978664,-0.292196310978889,0.0130373786986752,0.0,0.0167089005580956,0.4497200343042128,low,22.96617,41.92801,8.977,8,0.103,0.052,1519,1,8,9.707508277351472
E01000210,1,5,1245.78212,7.128321207078129,-0.1659083371657317,0.0670700186321505,0.0342064710320292,0.1002740167204347,0.6909808739187067,high,519.5482399999999,726.2338799999999,12.425,7,0.084,0.044,1526,1,7,9.91913207219854
E01000211,1,5,4568.35907,8.427128226787913,-0.1820108002149664,0.0923913167797469,0.0532753525435994,0.1446930357610281,0.7040977238063423,high,1868.43419,2699.92488,26.085,4,0.335,0.147,2127,1,4,10.073139277455738
E01000212,1,6,233.49864,5.457449788295956,0.1510388240376903,0.0757032674794165,0.0579420077136209,0.0975882629596036,0.7620444330868792,low,134.38300000000004,99.11564,14.806,6,0.134,0.077,1362,1,6,9.155151371690833
E01000213,2,7,107.95552,4.6909397255500425,-0.0685667578647205,0.0208635927092936,0.0,0.0254346098330354,0.6119278679474213,low,50.27667999999999,57.67884,8.472,8,0.042,0.043,1370,1,8,8.93855037095215
E01000214,1,5,7924.65875,8.977860718319345,-0.2998294797236537,0.1141837217911749,0.0631449600274585,0.1848800297378175,0.8261660990325359,high,2774.306220000001,5150.352529999999,10.932,8,0.113,0.067,1668,1,8,8.620310679905755
E01000215,1,5,741.51281,6.610040123053284,-0.1443394214592192,0.0763406771084642,0.0375010513978848,0.1191818325215317,0.7349216999889916,medium,317.2416400000001,424.2711700000001,26.849,3,0.481,0.135,2161,1,3,9.958040545598498
E01000218,1,4,1442.586,7.274885574744329,-0.0330555682642144,0.1072645027748779,0.0493668037815423,0.1697210843984545,0.7622349429642065,high,697.45025,745.1357500000001,26.607,3,0.41,0.143,1830,1,3,9.535387714466188
E01000219,1,5,664.23193,6.500135746768104,-0.1514737028676113,0.0755642084234041,0.0564452841043037,0.1079560461645699,0.7317614696014141,medium,281.80913,382.42280000000005,31.669,3,0.434,0.164,2207,1,3,9.716655462993836
E01000221,1,5,1934.64814,7.568197505450972,-0.0157698856806075,0.0792633538003453,0.0426489077233444,0.1176198368670181,0.7096488207868145,high,952.0694799999998,982.57866,41.818,2,0.49,0.229,1477,1,2,9.750886544638494
E01000222,1,4,1609.52139,7.384313250272623,-0.3236604454197406,0.0871542129676201,0.0443591246712167,0.1351698203930938,0.765279045704086,high,544.2914900000001,1065.2298999999998,27.589,3,0.389,0.18,2032,1,3,9.131005034888352
E01000223,1,4,3107.37413,8.041855080690752,-0.1830714250041078,0.1464793458906733,0.0919592614359571,0.2474816756956715,0.8689762955511997,high,1269.25136,1838.12277,36.995,2,0.493,0.192,2081,1,2,9.489389493502712
E01000224,1,5,469.32593,6.153425922451323,0.3034735157292502,0.0803667932858514,0.0573498464063129,0.1145663152030265,0.9676436386620209,medium,305.87696,163.44897,28.876,3,0.458,0.171,1686,1,3,8.85168917666215
E01000225,2,5,36.0027,3.6109908829548,0.2445066620003499,0.0770308893499654,0.0603093656864624,0.106288624826817,0.4974633085703932,low,22.402800000000003,13.599900000000002,18.482,5,0.27,0.116,1859,1,5,10.330481903138445
E01000226,2,5,343.66165,5.8425632111686125,-0.6739472676104534,0.0688013922996645,0.0329163582843765,0.1159081431250167,0.7393222296614697,low,56.02591000000001,287.63574000000006,34.528,2,0.468,0.195,1712,1,2,15.014619728991885
E01000227,2,5,172.8964,5.158459719593341,0.1628817025687059,0.0623742888805087,0.0459812350054714,0.0857101824360207,0.8715189940694252,low,100.52903,72.36737000000001,11.235,7,0.165,0.063,1894,1,7,15.4017619956623
E01000228,2,7,207.96003,5.342142989656203,-0.1406512107158284,0.0762134916022083,0.0609817184581094,0.1115928141182931,0.7082241849310135,low,89.35510000000001,118.60493,16.53,6,0.182,0.085,1416,1,6,16.512291344839493
E01000229,1,5,519.14689,6.254111252454523,-0.3379596668680804,0.1655916305306192,0.1204237975883858,0.2858819673777547,0.7387911931261626,medium,171.84809,347.2988,29.326,3,0.358,0.153,1657,1,3,16.204755146870905
E01000230,1,5,306.61622,5.728852967060514,0.0097177507439104,0.0896602925963929,0.0779879159686985,0.1337205419526293,0.7586588562245106,low,154.79791999999998,151.8183,17.975,5,0.253,0.1,1975,1,5,16.15470038485158
E01000231,1,5,467.43095,6.149388705544055,-0.3220888347252144,0.1346902467626501,0.1084550135159,0.2331335712151476,0.711024134211348,medium,158.43833000000006,308.99262,23.261,4,0.283,0.119,1746,1,4,15.945381809351431
E01000232,1,5,447.60437,6.106141363456405,-0.1748776268649924,0.078472826348858,0.0519315305165586,0.1187752422218551,0.7431677682962319,medium,184.66419,262.94017999999994,18.122,5,0.238,0.112,1828,1,5,15.564597293702771
E01000233,1,4,980.4679,6.889049308138393,-0.1945325900011616,0.0487909293103833,0.0339358585834375,0.0693126349320035,0.797065334942867,medium,394.86747,585.60043,11.455,7,0.165,0.068,1922,1,7,15.138642148494585
E01000234,2,5,260.66019,5.567046677215616,-0.3061165189820509,0.0532346730814552,0.0309230956978892,0.0820979973490628,0.8397514332698289,low,90.4339,170.22629,14.545,6,0.209,0.093,1741,1,6,14.965747202967087
E01000235,1,6,1040.9791,6.948877164530583,-0.3058641234968118,0.0978453361839829,0.0735242907374413,0.1509198842242184,0.7828613504170024,medium,361.29047,679.68863,23.981,4,0.332,0.146,1803,1,4,14.434599774740688
E01000236,1,5,752.52303,6.6247595816339855,-0.072279528774023,0.1129724229170767,0.0771684821393439,0.1796050661121342,0.7719803822511142,medium,349.06551000000013,403.45752,24.742,4,0.366,0.135,1896,1,4,10.513166171753165
E01000237,1,5,1852.9694,7.525084241135225,-0.1591937136144828,0.1399644484145285,0.0905503836166965,0.2352455633212691,0.7771698243333832,high,778.9941600000003,1073.97524,21.816,4,0.253,0.111,2175,1,4,11.061168533212342
E01000238,2,5,91.90459,4.531573052564814,-0.2475997118315853,0.0682563297437048,0.0576628436077022,0.0938273706328243,0.6621376752034209,low,34.57451999999999,57.330070000000006,21.394,5,0.297,0.12,2104,1,5,10.812351801384384
E01000239,1,4,1885.7161,7.542593083599296,-0.396125503727735,0.1280019935132335,0.0718713490328687,0.2078986715481032,0.7173083017238481,high,569.3679299999999,1316.34817,25.959,4,0.35,0.135,2102,1,4,11.915967038328311
E01000240,1,5,731.79626,6.596867709635106,-0.3463369708940573,0.1579238461809028,0.0946725253829529,0.2632294468926053,0.7503880101290491,medium,239.17408,492.62218,26.033,4,0.294,0.139,1777,1,4,12.382814290323363
E01000242,1,5,378.26629,5.938238570503279,-0.1861138353089829,0.041603548653516,0.0139897213679812,0.0604928322934723,0.6786396445083024,medium,153.93285,224.33344,15.157,6,0.22,0.097,1624,1,6,11.380043441863348
E01000243,1,2,2231.744,7.710986601291322,-0.1416611224226434,0.0599433761219924,0.0287291732385076,0.0865845425370349,0.6846498815787512,high,957.7963200000002,1273.9476799999998,24.985,4,0.324,0.135,2161,1,4,11.330364614185497
E01000244,1,4,2189.22387,7.691759041330347,-0.0180472315058395,0.0533945804272634,0.0211306804360761,0.0831667753440041,0.6395744725816697,high,1074.85722,1114.3666500000004,24.948,4,0.26,0.123,1653,1,4,11.710805684309793
E01000245,1,3,1040.13065,6.948062565062727,-0.1341371201781237,0.0481945417145432,0.0123176449035512,0.0722745400841698,0.7082903514800394,medium,450.30526,589.8253899999999,32.199,3,0.414,0.175,2068,1,3,11.076508765657776
E01000246,1,5,667.89406,6.505625691833774,0.220847719472157,0.0625840421458457,0.0183771959283482,0.0950866059186555,0.8587475844837661,medium,407.6984699999999,260.19559000000004,8.447,8,0.118,0.072,1571,1,8,17.160929039974672
E01000247,2,4,86.41253,4.4706386362302695,-0.3552835451062479,0.086741702852584,0.0601630342266335,0.1240457929994507,0.7629470571608215,low,27.85579,58.556740000000005,13.31,7,0.158,0.107,1653,1,7,16.778177598899525
E01000248,2,4,1964.35125,7.583426261509577,0.1514638942500736,0.0571073376006455,0.0377884250589094,0.0771904589099515,0.6693487965671201,high,1130.9397700000002,833.41148,11.576,7,0.145,0.07,1705,1,7,17.295835323106086
E01000249,2,4,46.72251,3.8654031943376617,0.1303215516460909,0.0657374785729619,0.0517399429097452,0.0824942905158505,1.0902676897565309,low,26.40573,20.31678,4.799,10,0.064,0.055,1606,1,10,17.776337292298734
