NLC,cluster,max_posterior,entropy,tot_entry,tot_exit,total_activity,Station,Fare Zone,easting,northing,lon,lat,catchment_area_m2,station_in_lnwc_extent,lnwc_1_share,lnwc_2_share,lnwc_3_share,lnwc_4_share,lnwc_5_share,lnwc_6_share,lnwc_7_share,covered_area_m2,lnwc_coverage_ratio,analysis_eligible,dominant_lnwc,lnwc_entropy_normalized,exclusion_reason
540,1,1.0,2.4202412345527493e-111,11684.83340538332,11665.841083698991,23350.67448908231,Chalk Farm,2,528202.4569,184390.607000001,-0.1526421476691667,51.54385835909765,1447241.8119543237,True,0.14197295083380201,0.5024790853994708,0.01967226023613217,0.11943315802759577,0.12760760837286592,0.08883493713013332,0.0,1447241.811954355,1.0000000000000218,True,2,0.7358091895059213,
541,3,1.0,2.7369938907680665e-160,17998.838891407606,5917.571720214,23916.410611621606,Chancery Lane,1,531123.9465,181615.465500001,-0.1115693026029435,51.51824890350831,546686.6347354882,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,546686.6347355053,1.0000000000000313,True,1,-0.0,
542,1,1.0,2.298093907870957e-48,56223.77277068601,26849.939994103675,83073.71276478969,Embankment,1,530419.3254,180395.871400001,-0.1221695343079573,51.50745185655674,341453.8019552259,True,1.0,0.0,0.0,0.0,0.0,0.0,0.0,211408.6888607576,0.6191428756985379,True,1,-0.0,
543,4,1.0,1.4778399500793418e-91,559.4056421786731,3065.533097699998,3624.938739878671,Chesham,9,496079.3711,201633.0847,-0.6109804023947352,51.70522161796168,4516629.826386169,False,,,,,,,,,,False,,,station point outside Greater London/LNWC extent
544,4,1.0,1.4657129711141414e-140,161.310656816424,782.7547328317072,944.0653896481311,Chigwell,4,543795.2009,193021.039000001,0.0755949749891976,51.61765286220907,3584282.1665344583,False,,,,,,,,,,False,,,station point outside Greater London/LNWC extent
545,0,1.0,1.0685979141123642e-14,2650.5889391086,4817.557987651997,7468.146926760597,Chiswick Park,3,520293.2801,178723.680199999,-0.2685715255005448,51.49466748590177,1245454.229153061,True,0.0,0.5693937088875655,0.13376980737000893,0.13109456686686183,0.11796559876983585,0.04777631810572785,0.0,1245454.2291530564,0.9999999999999962,True,2,0.6442051849410408,
546,4,1.0,4.0264494911600335e-64,1016.0078630141388,2926.4929859207277,3942.500848934866,Chorleywood,7,502580.7743,196094.9067,-0.5185530310182181,51.65429398451199,4516629.826386169,False,,,,,,,,,,False,,,station point outside Greater London/LNWC extent
547,2,1.0,6.8654281447106105e-78,15919.988308653175,27540.148534056007,43460.13684270918,Clapham Common,2,529504.8104,175338.249199999,-0.1371925356673191,51.46221051259463,2081858.8366931633,True,0.1217536572219918,0.4886568060789409,0.07541048414918002,0.27056300008198186,0.04361605246790541,0.0,0.0,2081858.8366931367,0.9999999999999872,True,2,0.6637219046713926,
548,2,1.0,1.1640977145741404e-29,10013.019612375085,18284.038310293618,28297.057922668704,Clapham North,2,530038.9661,175743.4515,-0.1293589507032176,51.46572960060881,1032414.5189164211,True,0.1999519631024647,0.7327016857735653,0.0,0.06734635112397011,0.0,0.0,0.0,1032414.5189164302,1.0000000000000089,True,2,0.3758831711815506,
549,0,1.0,1.6412473907881108e-45,8109.961520161199,20658.201825511995,28768.163345673194,Clapham South,2/3,528834.0334,174322.7074,-0.1472124126324337,51.45323695245536,2701981.229388783,True,0.0,0.3756452087444499,0.24401295336272708,0.06426522258390055,0.31607661530892256,0.0,0.0,2701981.22938879,1.0000000000000027,True,2,0.6436193797966907,
