lsoa,rep_stop,n_stops
E01002482,CHURCH ROAD,7
E01002483,NORTHWOOD SCHOOL,2
E01002484,STANLEY ROAD,3
E01002485,NORTHWOOD HILLS STATION,9
E01002486,PROLOGIS PARK,10
E01002487,WALTHAM AVENUE,3
E01002488,ROSS CLOSE,4
E01002489,FAIREY CORNER,13
E01002490,CROYDE AVENUE,9
E01002491,,3
E01002492,ROSEVILLE ROAD,9
E01002495,TORCROSS ROAD,4
E01002496,EASTCOTE LANE,10
E01002497,SOUTH RUISLIP STATION,8
E01002499,STATION APPROACH / SOUTH RUISLIP STN,7
E01002501,PRECINCT ROAD,2
E01002503,FAIRDALE GARDENS,5
E01002505,HESA ROAD,9
E01002506,HAYES TOWN CENTRE,4
E01002508,UXBRIDGE COUNTY COURT,12
E01002509,CLIFTON GARDENS,2
E01002511,ST JOHN'S CHURCH,5
E01002512,THE HERMITAGE,11
E01002513,HILLINGDON STATION,9
E01002514,UXBRIDGE STATION,7
E01002516,GROSVENOR CRESCENT,3
E01002518,CLEVELAND ROAD,2
E01002519,BENBOW WAYE,4
E01002520,,4
E01002521,VINE STREET,9
E01002523,WHITEHALL SCHOOL,2
E01002525,SWAN ROAD,6
E01002526,PORTERS WAY,8
E01002527,MAGNOLIA STREET,5
E01002529,FERRERS AVENUE,4
E01002530,HARMONDSWORTH ROAD,8
E01002533,LEAHOLME WAY,2
E01002534,CHURCH AVENUE,10
E01002535,RUISLIP STATION,13
E01002536,SHARPS LANE,2
E01002537,WEST RUISLIP STATION,5
E01002538,RUISLIP LIDO,9
E01002539,RUISLIP YOUNG PEOPLE'S CENTRE,9
E01002540,KINGSASH DRIVE,4
E01002541,YEADING RETAIL PARK,4
E01002542,YEADING LANE / WILLOW TREE LANE,4
E01002543,HOMEFIELD CLOSE,2
E01002544,YEADING TESCO,1
E01002546,HAYES BY-PASS,1
E01002547,BROOKSIDE ROAD,1
E01002548,WHITETHORN AVENUE,9
E01002549,GOULDS GREEN,7
E01002551,VIOLET AVENUE,2
E01002552,OTTERFIELD ROAD,2
E01002553,APPLE TREE AVENUE,2
E01002555,CAINS LANE,6
E01002556,CASSIOBURY AVENUE,1
E01002557,BEDFONT GREEN,11
E01002558,BETHANY WAYE,6
E01002559,SPINNEY DRIVE,18
E01002560,TACHBROOK ROAD,2
E01002562,LIONEL ROAD NORTH,3
E01002563,BOSTON MANOR STATION,7
E01002564,CLAYPONDS AVENUE,3
E01002565,GREAT WEST ROAD,14
E01002569,HOGARTH ROUNDABOUT,5
E01002570,CHISWICK LANE,5
E01002571,EDENSOR ROAD / NEW CHISWICK POOL,1
E01002572,STAVELEY ROAD,5
E01002573,TURNHAM GREEN STATION,6
E01002574,GOLDHAWK ROAD / YOUNG'S CORNER,3
E01002575,STAMFORD BROOK BUS GARAGE,3
E01002576,LAWFORD ROAD,3
E01002577,CHESTERFIELD ROAD,1
E01002578,CHISWICK STATION,9
E01002579,HARTINGTON ROAD,2
E01002581,KEW BRIDGE,1
E01002583,THE AVENUE,7
E01002584,WAYE AVENUE,2
E01002585,THE PARKWAY,2
E01002587,HENLYS ROUNDABOUT,6
E01002588,THE PARKWAY,1
E01002589,GREEN LANE,8
E01002590,GLEBELANDS ROAD,5
E01002591,CENTRAL PARADE,5
E01002592,GREAT SOUTH WEST ROAD,12
E01002593,LANSBURY AVENUE,12
E01002594,CARLTON AVENUE,6
E01002595,ENGLEHEART DRIVE,5
E01002596,CHERTSEY ROAD,7
E01002598,VERNON ROAD,5
E01002599,,4
E01002601,CHERTSEY ROAD,5
E01002602,HAMILTON ROAD,1
E01002603,SHORE CLOSE,3
E01002604,WATER MILL WAY,7
E01002605,APEX CORNER / HAMPTON ROAD WEST,10
E01002606,HOUNSLOW ROAD / HANWORTH,3
E01002607,HOUNSLOW ROAD / HANWORTH,6
E01002608,GREEN LANE,12
E01002609,HAMPTON LANE,5
E01002610,MCCARTHY ROAD,6
E01002611,BROWELLS LANE,3
E01002612,FELTHAM STATION  / VICTORIA ROAD,7
E01002613,LITTLE PARK DRIVE,3
E01002614,FELTHAM TESCO,8
E01002615,HANWORTH AIR PARK LEISURE CTR & LIBRARY,10
E01002616,LUDLOW ROAD,4
E01002617,SUNBURY WAY,3
E01002618,EDISON PRIMARY SCHOOL,5
E01002619,HESTON HEALTH CENTRE,10
E01002620,CRANFORD LANE,4
E01002621,SUTTON LANE,5
E01002622,GREAT WEST ROAD / RENFREW ROAD,1
E01002623,GREAT WEST ROAD,6
E01002624,HOUNSLOW WEST STATION,7
E01002626,FERN LANE,2
E01002628,ST LEONARD'S CHURCH,9
E01002629,GREAT WEST ROAD,9
E01002630,GRESHAM ROAD,4
E01002631,RINGWAY,3
E01002632,NEW HESTON ROAD,1
E01002633,HESTON CENTRE,9
E01002634,NORTHFIELD ROAD,3
E01002635,HENLYS ROUNDABOUT,10
E01002636,SOMERSET WAYE,4
E01002637,WENTWORTH ROAD,10
E01002638,HOLLY FARM ROAD,5
E01002639,WORTON WAY,1
E01002640,KINGS AVENUE,3
E01002643,BRIDGE ROAD,6
E01002646,HIBERNIA ROAD,4
E01002647,WELLINGTON ROAD SOUTH,1
E01002649,HIBERNIA ROAD,4
E01002650,GREEN LANE,5
E01002651,CROMWELL ROAD,2
E01002652,NELSON ROAD,4
E01002653,ROSEBERY ROAD,3
E01002654,REAPERS WAY,6
E01002655,LYNCROFT GARDENS,2
E01002657,WHITTON DENE,4
E01002659,HEATH ROAD,5
E01002660,ST PAUL'S CHURCH,1
E01002661,HOUNSLOW WEST STATION,2
E01002662,BELL CORNER / HOUNSLOW CIVIC CENTRE,4
E01002663,WELLINGTON ROAD NORTH,4
E01002665,MARTINDALE ROAD,4
E01002666,BARRACK ROAD,10
E01002667,SOUTH STREET,4
E01002668,ISLEWORTH WAR MEMORIAL,10
E01002669,RUSKIN ROAD,2
E01002670,WOODSTOCK AVENUE,6
E01002671,MOGDEN LANE,1
E01002672,CRANE AVENUE,9
E01002674,OSTERLEY STATION,5
E01002675,BOROUGH ROAD,5
E01002676,OSTERLEY STATION,3
E01002677,ISLEWORTH STATION,10
E01002678,GILLETTE CORNER,14
E01002679,GILLETTE CORNER,9
E01002680,OSTERLEY LIBRARY,8
E01002681,TWICKENHAM RD / WEST MIDDLESEX HOSPITAL,13
E01002682,BUSCH CORNER,9
E01002686,BRENT LEA,4
E01002687,MARLBOROUGH ROAD,2
E01002690,BARROWGATE ROAD,1
E01002691,CHISWICK BUSINESS PARK,2
E01002692,GUNNERSBURY STATION,15
E01002693,DUKE ROAD,8
E01002694,COPENHAGEN STREET,2
E01002695,PENTON STREET,4
E01002696,CHAPEL MARKET,4
E01002697,PENTON RISE,2
E01002698,THE HEMINGFORD ARMS,3
E01002700,COPENHAGEN STREET,2
E01002701,OLD STREET ROUNDABOUT,2
E01002702,WINDSOR TERRACE,1
E01002703,PERCIVAL STREET,2
E01002704,OLD STREET STATION,17
E01002706,ST LUKE'S MUSIC EDUCATION CENTRE,2
E01002707,ANGEL ISLINGTON,7
E01002708,BREWERY ROAD,2
E01002709,RANDELL'S ROAD,1
E01002710,CALEDONIAN ROAD / COPENHAGEN STREET,9
E01002711,KING'S CROSS STN   / PENTONVILLE RD,3
E01002712,CALEDONIAN ROAD & BARNSBURY STATION,3
E01002713,H M PRISON PENTONVILLE,5
E01002714,STORY STREET,4
E01002716,ESSEX ROAD / MARQUESS ROAD,7
E01002717,CLEPHANE ROAD,1
E01002718,NORTHCHURCH ROAD,2
E01002719,ST PAUL'S ROAD / HIGHBURY GROVE,2
E01002720,NORTHCHURCH ROAD,2
E01002721,DOWNHAM ROAD,1
E01002723,SPENCER STREET / CITY UNIVERSITY,2
E01002724,FARRINGDON STATION,10
E01002726,TYSOE STREET,11
E01002727,ST JOHN STREET / GOSWELL ROAD,7
E01002728,PENTON STREET / CHAPEL MARKET,4
E01002730,HORNSEY ROAD,2
E01002732,DURHAM ROAD,3
E01002734,FINSBURY PARK STATION,12
E01002735,FINSBURY PARK STATION,3
E01002737,TOLLINGTON PARK,1
E01002738,HIGHBURY BARN,8
E01002741,GREEN LANES / STOKE NEWINGTON CHURCH ST,2
E01002742,GILLESPIE ROAD,1
E01002743,BALFOUR ROAD / CROWFIELD HOUSE,4
E01002744,HIGHBURY GRANGE,1
E01002745,HIGHBURY BARN,1
E01002747,MONSELL ROAD,1
E01002748,ROCK STREET,1
E01002749,RIVERSDALE ROAD,2
E01002751,SOBELL CENTRE,1
E01002752,ST JOAN OF ARC SCHOOL,1
E01002754,FITZWARREN GARDENS,2
E01002756,DICKENSON ROAD,2
E01002758,HORNSEY RISE,8
E01002759,CRESSIDA ROAD,2
E01002762,CALEDONIAN ROAD / CAMDEN ROAD,4
E01002763,HOLLOWAY / NAGS HEAD,5
E01002764,BRECKNOCK ROAD,3
E01002765,CALEDONIAN ROAD STATION,6
E01002766,CLIFF ROAD,5
E01002767,CAMDEN ROAD,1
E01002768,TUFNELL PARK STATION,5
E01002770,ARCHWAY STATION,20
E01002771,PEMBERTON GARDENS,3
E01002772,ARCHWAY ROAD / ST JOHN'S WAY,2
E01002773,MAGDALA AVENUE / DARTMOUTH PARK HILL,2
E01002774,UPPER HOLLOWAY STATION,4
E01002775,CANONBURY STATION,3
E01002776,MILDMAY PARK / SOUTHGATE ROAD,6
E01002778,CULFORD ROAD,2
E01002779,NEWINGTON GREEN,4
E01002780,BERESFORD ROAD,3
E01002781,BERESFORD TERRACE / HIGHBURY ESTATE,4
E01002782,NEWINGTON GREEN,4
E01002783,BRECKNOCK ROAD,2
E01002784,HILLDROP ROAD,1
E01002785,MANOR GARDENS,1
E01002786,TUFNELL PARK ROAD,5
E01002787,CHAMBERS ROAD,2
E01002788,CARLETON ROAD,5
E01002789,TUFNELL PARK STATION,1
E01002790,ISLINGTON TOWN HALL,3
E01002791,ST PAUL'S ROAD / HIGHBURY CORNER,6
E01002792,ST MARY'S CHURCH,1
E01002793,CROSS STREET,3
E01002794,ANGEL STATION,7
E01002795,HIGHBURY & ISLINGTON STATION,6
E01002796,ELLINGTON STREET / ARUNDEL SQUARE,1
E01002797,ESSEX ROAD STATION,4
E01002798,BARING STREET,5
E01002799,CROSS STREET,1
E01002801,ISLINGTON GREEN,4
E01002804,ALMINGTON STREET,3
E01002805,TOLLINGTON PARK,5
E01002807,HORNSEY ROAD / HANLEY ROAD,3
E01002808,TOLLINGTON PARK,1
E01002810,ALEXANDER ROAD,1
E01002811,CROUCH HILL STATION,2
E01002814,WEST CROMWELL ROAD,7
E01002815,EARLS COURT ROAD,2
E01002816,,1
E01002817,PHILLIMORE GARDENS,6
E01002818,SLOANE STREET / KNIGHTSBRIDGE STATION,3
E01002819,HARRODS,6
E01002821,SOUTH KENSINGTON STATION,11
E01002823,PELHAM STREET,1
E01002825,HIGH STREET KENSINGTON STATION,2
E01002826,KENSINGTON PALACE,6
E01002827,PALACE GARDENS TERR / NOTTING HILL GTE,11
E01002828,NOTTING HILL GATE STN  / HILLGATE ST,1
E01002829,POWIS GARDENS,1
E01002830,POWIS GARDENS,2
E01002831,LADBROKE GROVE STATION,2
E01002832,WESTBOURNE GROVE / COLVILLE ROAD,2
E01002833,PORTOBELLO AND GOLBORNE MARKET,5
E01002835,GLOUCESTER ROAD STATION,6
E01002836,CRESSWELL GARDENS,1
E01002837,GLOUCESTER ROAD,2
E01002839,COLLINGHAM ROAD / SAINSBURY'S,2
E01002840,CHEYNE WALK,5
E01002843,LOTS ROAD,2
E01002844,CARLYLE SQUARE,2
E01002845,BEAUFORT STREET / KING'S ROAD,3
E01002846,EARLS COURT SQUARE,4
E01002847,EARLS COURT STATION,2
E01002849,EARLS COURT STATION,1
E01002850,CROMWELL ROAD / EARLS COURT ROAD,1
E01002851,NEVERN PLACE,1
E01002852,KENSAL HOUSE,14
E01002854,GREAT WESTERN ROAD,6
E01002856,CHESTERTON ROAD,2
E01002858,MARLBOROUGH PRIMARY SCHOOL,2
E01002859,SLOANE STREET / SLOANE SQUARE STATION,6
E01002860,FULHAM ROAD,1
E01002861,DUKE OF YORK SQUARE,3
E01002862,FULHAM ROAD,1
E01002863,PONT STREET,1
E01002864,WARWICK GARDENS,2
E01002865,PHILLIMORE GARDENS,3
E01002866,RUSSELL GARDENS,4
E01002867,HOLLAND ROAD,3
E01002868,HOLLAND PARK STATION,2
E01002869,ROYAL CRESCENT,4
E01002870,WILSHAM STREET,4
E01002871,HOLLAND PARK STATION,2
E01002873,ROYAL CRESCENT,4
E01002874,BLENHEIM CRESCENT,1
E01002875,LADBROKE SQUARE GARDENS,1
E01002877,CROWTHORNE ROAD,3
E01002878,LADBROKE GROVE STATION,7
E01002880,LATIMER ROAD STATION,1
E01002882,STANLEY GARDENS,2
E01002883,NOTTING HILL GATE STN  / HILLGATE ST,2
E01002884,NOTTING HILL GATE STN  / PEMBRIDGE RD,3
E01002885,PALACE GARDEN,2
E01002886,PEMBRIDGE VILLAS,5
E01002887,QUEEN'S GATE TERRACE,4
E01002888,GLOUCESTER ROAD STATION,1
E01002889,HIGH STREET KENSINGTON STATION,1
E01002891,PALACE GATE,2
E01002892,IMPERIAL COLLEGE / ELVASTON PLACE,2
E01002893,REDCLIFFE STREET,1
E01002894,WEST BROMPTON STATION,5
E01002896,FULHAM ROAD / CHELSEA & WESTMINSTER HOSP,2
E01002897,FULHAM ROAD,3
E01002898,BOLTON GARDENS / BROMPTON LIBRARY,3
E01002899,CHELSEA OLD TOWN HALL,1
E01002900,CHELSEA PHYSIC GARDEN,3
E01002901,LISTER HOSPITAL,7
E01002902,SLOANE SQUARE STN  / LOWER SLOANE ST,11
E01002903,MARKHAM STREET,1
E01002905,ST CHARLES SQUARE,3
E01002906,DALGARNO GARDENS,8
E01002908,HIGHLEVER ROAD,3
E01002909,CHESTERTON ROAD,1
E01002910,CARLYLE SQUARE,3
E01002911,FULHAM ROAD / BEAUFORT STREET,7
E01002912,CHELSEA AND WESTMINSTER HOSPITAL,2
E01002913,WORLDS END HEALTH CENTRE,6
E01002914,MARKHAM STREET,6
E01002915,SOUTHWOOD DRIVE / ELMBRIDGE AVENUE,5
E01002916,PRINCES AVENUE,6
E01002918,HAIL & RIDE WARREN DRIVE SOUTH,2
E01002919,TOLWORTH BROADWAY,12
E01002920,EDITH GARDENS,4
E01002921,SOUTH TERRACE,4
E01002922,BERRYLANDS ROAD,7
E01002923,SURBITON HEALTH CENTRE,1
E01002925,BROWNS ROAD,1
E01002926,THE BERRYLANDS / BERRYLANDS STATION,6
E01002927,HAIL & RIDE SOUTH LANE,1
E01002928,ST JOSEPH'S CHURCH,5
E01002929,DUKES AVENUE,3
E01002930,NEW MALDEN STATION,6
E01002931,WALTON AVENUE,2
E01002932,SPRINGFIELD PLACE,2
E01002933,HAIL & RIDE ELM ROAD,2
E01002935,PARK ROAD,5
E01002938,ALEXANDRA ROAD,4
E01002939,COX LANE,2
E01002940,MANSFIELD ROAD,4
E01002941,HOOK PARADE,6
E01002942,ELM ROAD,3
E01002943,RIPON GARDENS,2
E01002944,OAKCROFT ROAD,2
E01002945,CHURCH RISE,3
E01002946,MOOR LANE,4
E01002947,CHESSINGTON NORTH STATION,2
E01002948,CHESSINGTON WORLD OF ADVENTURES,20
E01002949,PARBURY RISE,5
E01002950,REYNOLDS AVENUE,4
E01002951,GEORGE ROAD,2
E01002952,WARREN ROAD,6
E01002953,NEW VICTORIA HOSPITAL,9
E01002954,QUEENS ROAD / KINGSTON HOSPITAL,12
E01002955,ROBIN HOOD LANE,8
E01002956,KINGSTON UNIVERSITY,8
E01002957,RAVENSWOOD COURT,2
E01002959,ALBION ROAD,2
E01002960,THE TRIANGLE,4
E01002961,OAK ROAD,6
E01002963,SYCAMORE GROVE,1
E01002964,FAIRFIELD BUS STATION,4
E01002965,KINGSTON UNIVERSITY / COUNTY HALL,14
E01002966,LOWER MARSH LANE,4
E01002967,MAPLE ROAD,5
E01002968,EDEN STREET,38
E01002969,CAMBRIDGE GROVE,1
E01002970,WATERS ROAD,4
E01002971,TIFFIN SCHOOL / LONDON ROAD,4
E01002972,GORDON ROAD,5
E01002973,CALIFORNIA ROAD,4
E01002974,GORDON ROAD,5
E01002975,MALDEN MANOR STATION,5
E01002977,LYNDHURST DRIVE,2
E01002978,WORCESTER PARK STATION,9
E01002979,HAIL & RIDE MANOR DRIVE NORTH,2
E01002981,MALDEN WAY / MALDEN ROAD,5
E01002982,BLAKES LANE,4
E01002983,LYNDHURST DRIVE,3
E01002984,NEW MALDEN / THE FOUNTAIN,8
E01002985,WALTON AVENUE,2
E01002986,HAIL & RIDE NELSON ROAD,2
E01002987,SURBITON STATION,9
E01002988,ELECTRIC PARADE,8
E01002990,THE CRESCENT,8
E01002991,GENEVA ROAD,5
E01002993,LOVELACE GARDENS,5
E01002994,THE MAYPOLE,4
E01002995,LANGLEY AVENUE,7
E01002996,KING CHARLES ROAD,5
E01002997,HOLLYFIELD ROAD,2
E01002998,RED LION ROAD,2
E01002999,SURBITON HEALTH CENTRE,2
E01003000,THORNHILL ROAD,10
E01003001,TOLWORTH STATION,2
E01003002,SOUTHBOROUGH HIGH SCHOOL,4
E01003005,OAKCROFT ROAD,2
E01003006,RICHMOND ROAD,8
E01003007,BARNFIELD AVENUE,3
E01003008,HOLLYBUSH ROAD,5
E01003009,WINGFIELD ROAD,5
E01003010,DURLSTON ROAD,5
E01003011,LATCHMERE ROAD,2
E01003013,ST THOMAS' HOSPITAL / COUNTY HALL,19
E01003014,LAMBETH NORTH STATION,10
E01003015,FITZALAN STREET,2
E01003016,WATERLOO ROAD,4
E01003018,BLENHEIM GARDENS,2
E01003019,LYHAM ROAD,3
E01003020,LAMBETH TOWN HALL,6
E01003023,HOLMEWOOD ROAD,2
E01003024,NEW PARK ROAD,4
E01003025,HOLMEWOOD ROAD,3
E01003026,ELMS ROAD / WINDMILL ON THE COMMON,5
E01003029,BEDFORD ROAD,1
E01003030,CAVENDISH ROAD / CLAPHAM SOUTH STN,4
E01003031,RUDLOE ROAD,2
E01003032,CLAPHAM COMMON STATION,9
E01003034,WANDSWORTH ROAD STATION,3
E01003035,CLAPHAM NORTH & HIGH STREET STNS,2
E01003037,QUEENSTOWN ROAD / WANDSWORTH ROAD,6
E01003039,CLAPHAM COMMON STATION,7
E01003040,ROOKERY ROAD,4
E01003041,NELSON'S ROW,2
E01003042,SACRED HEART HOUSE,5
E01003043,EFFRA PARADE,2
E01003044,LOUGHBOROUGH PARK / ELVEDEN HOUSE,2
E01003045,LOUGHBOROUGH ROAD,2
E01003046,LILFORD ROAD,3
E01003047,BRIXTON STATION,13
E01003048,LOUGHBOROUGH JUNCTION STATION,3
E01003050,MORVAL ROAD,2
E01003051,SHAKESPEARE ROAD,9
E01003052,KELLETT ROAD,6
E01003053,STANSFIELD ROAD,1
E01003055,BRIXTON STATION,5
E01003057,BEDFORD ROAD,6
E01003058,SOLON ROAD,1
E01003059,LOUGHBOROUGH ROAD,1
E01003060,STOCKWELL GREEN,2
E01003061,BRIXTON ACADEMY,6
E01003062,GIPSY HILL STATION,4
E01003064,PARK HALL ROAD,5
E01003066,GIPSY ROAD,3
E01003067,CHURCH APPROACH,6
E01003068,SALTER'S HILL,4
E01003069,HERMITAGE ROAD,5
E01003071,HERNE HILL STATION,3
E01003072,HERNE HILL ROAD,6
E01003074,BROCKWELL PARK,15
E01003076,KING'S COLLEGE HOSPITAL,9
E01003077,LOUGHBOROUGH JUNCTION STATION,4
E01003078,BLANCHEDOWNE,4
E01003079,NORWOOD ROAD / ROBSON ROAD,5
E01003080,HAIL & RIDE PYRMONT GROVE,3
E01003081,WEST NORWOOD STATION,9
E01003082,GIPSY ROAD,4
E01003083,ST PETERS CHURCH,6
E01003085,JULIAN'S PRIMARY SCHOOL,3
E01003086,NORWOOD PARK,2
E01003087,CROWN POINT,7
E01003089,LARKHALL PARK,6
E01003090,CLAPHAM NORTH & HIGH STREET STNS,9
E01003091,WANDSWORTH ROAD STATION,2
E01003093,STOCKWELL STATION  / CLAPHAM ROAD,3
E01003096,STOCKWELL GREEN,4
E01003097,TATE LIBRARY,1
E01003099,OVAL STATION,12
E01003100,ST MARK'S CHURCH,5
E01003101,KENNINGTON PARK POST OFFICE,5
E01003102,ST ANNE'S CHURCH,9
E01003104,TATE LIBRARY,1
E01003105,MARY LEE WAY,2
E01003106,KENNINGTON LANE,6
E01003107,LOUGHBOROUGH STREET,2
E01003108,PENTON PLACE,2
E01003110,KENNINGTON ROAD / IMPERIAL WAR MUSEUM,3
E01003112,TYERS STREET,5
E01003114,STREATHAM STATION,5
E01003115,GREYHOUND LANE / STREATHAM HIGH ROAD,3
E01003117,KINGSCOURT ROAD,6
E01003118,BECMEAD AVENUE,5
E01003119,AMBLESIDE AVENUE,8
E01003120,ST LEONARD'S CHURCH,12
E01003121,LANSDOWNE GREEN,1
E01003122,LANSDOWNE GREEN,1
E01003124,THORNE ROAD,4
E01003125,DORSET ROAD,2
E01003126,SOUTH LAMBETH ROAD / STOCKWELL STN,6
E01003127,STOCKWELL GARDENS,2
E01003128,CLAPHAM ROAD / STOCKWELL STATION,4
E01003130,DOWNTON AVENUE / STREATHAM HILL,2
E01003131,STREATHAM HILL STN  / STREATHAM HILL,10
E01003132,LANERCOST ROAD,1
E01003133,CHRISTCHURCH ROAD / HILLSIDE ROAD,2
E01003134,PALACE ROAD,6
E01003137,TELFORD AVENUE,8
E01003138,NEW PARK ROAD,1
E01003139,BRAESIDE ROAD,3
E01003141,ARRAGON GARDENS,4
E01003144,STREATHAM COMMON / GREYHOUND LANE,6
E01003145,STREATHAM COMMON STATION,3
E01003146,ABERFOYLE ROAD,2
E01003147,ARRAGON GARDENS,1
E01003148,HAIL & RIDE VALLEY FIELD ROAD,4
E01003149,JULIAN'S PRIMARY SCHOOL,3
E01003150,STREATHAM STATION,7
E01003151,DUNRAVEN SCHOOL,3
E01003152,VALLEY ROAD,3
E01003153,BECMEAD AVENUE,4
E01003154,HAIL & RIDE VALLEY ROAD SURGERY,10
E01003156,BELTHORN CRESCENT,4
E01003158,EMMANUEL ROAD,2
E01003159,THORNCLIFFE ROAD,4
E01003160,POYNDERS ROAD / CLARENCE AVENUE,3
E01003161,RUDLOE ROAD,1
E01003162,ATKINS ROAD / NEW PARK ROAD,7
E01003163,LEXTON GARDENS,4
E01003164,TULSE HILL STATION,10
E01003165,LINGS COPPICE,3
E01003166,LANCASTER AVENUE,10
E01003167,ROBSON ROAD,1
E01003169,BROCKWELL PARK GARDENS,7
E01003170,PYMERS MEAD,2
E01003172,CRAIGNAIR ROAD,3
E01003174,HIGH TREES,2
E01003175,ATWATER CLOSE,3
E01003176,ST MATTHEW'S CHURCH,8
E01003177,BRIXTON WATER LANE,1
E01003178,BLENHEIM GARDENS,1
E01003179,JUBILEE PRIMARY SCHOOL,2
E01003180,VASSALL ROAD,4
E01003181,VASSALL ROAD,1
E01003182,BURTON ROAD,2
E01003183,ST MARK'S CHURCH,6
E01003184,VASSALL ROAD,3
E01003185,HILLYARD STREET,1
E01003186,GROVEWAY,3
E01003187,MOSTYN ROAD,2
E01003189,OVERDOWN ROAD,2
E01003190,BELL GREEN / SOUTHEND LANE,9
E01003191,KING ALFRED AVENUE,3
E01003192,BECKENHAM HILL STATION,7
E01003193,BELL GREEN / SAINSBURY'S,11
E01003194,BEECHFIELD ROAD,6
E01003195,CASTLANDS ROAD,1
E01003196,RANDLESDOWN ROAD,6
E01003198,BLACKHEATH HOSPITAL,2
E01003199,LOCKMEAD ROAD,6
E01003200,ROYAL PARADE,15
E01003201,BLACKHEATH RISE,3
E01003202,BLACKHEATH STATION,8
E01003203,DACRE PARK,3
E01003204,,5
E01003205,MORDEN HILL,1
E01003207,DEPTFORD BRIDGE STATION,4
E01003209,SHARDELOES ROAD / LEWISHAM WAY,4
E01003210,LUCAS STREET,4
E01003211,LEWISHAM COLLEGE,3
E01003212,VESTA ROAD,4
E01003213,WICKHAM ROAD,3
E01003214,BROCKLEY STATION,3
E01003215,MARQUIS OF GRANBY / GOLDSMITHS,3
E01003217,SANDHURST ROAD / ST FILLANS ROAD,1
E01003218,ARDOCH ROAD,2
E01003219,ARDOCH ROAD,1
E01003220,SANDHURST ROAD / VERDANT LANE,8
E01003221,NEWQUAY ROAD,3
E01003222,TORRIDON ROAD / ST ANDREWS CHURCH,2
E01003223,BELLINGHAM ROAD,4
E01003224,SANDHURST ROAD / ST ANDREWS CHURCH,5
E01003225,EWHURST ROAD,3
E01003226,HONOR OAK PARK STATION,6
E01003227,DUNCOMBE HILL,3
E01003228,DUNCOMBE HILL,1
E01003229,BROCKLEY PARK,6
E01003230,BLYTHE VALE,2
E01003231,CROFTON PARK STATION,5
E01003232,BROCKLEY JACK,3
E01003233,BROCKLEY GROVE / HORSMONDEN ROAD,5
E01003235,BROMLEY HILL CEMETERY,2
E01003236,GROVE PARK STATION,4
E01003237,NORTHOVER,5
E01003238,NORTHOVER / SHROFFOLD ROAD,3
E01003239,ST BARNABAS HALL,6
E01003240,OLD BROMLEY ROAD,8
E01003241,SOUTHEND LANE / BROMLEY ROAD,6
E01003243,BROMLEY ROAD / DOWNHAM WAY,9
E01003244,RIVERSIDE YOUTH CLUB,2
E01003245,JOHN SILKIN LANE,2
E01003246,SURREY CANAL ROAD,1
E01003247,BESTWOOD STREET,5
E01003248,DEPTFORD FIRE STATION,6
E01003249,WINDLASS PLACE,3
E01003251,ABINGER GROVE,2
E01003253,DEPTFORD HIGH STREET,4
E01003254,HORNIMAN MUSEUM,5
E01003255,FOREST HILL STATION  / LONDON ROAD,8
E01003256,FOREST HILL POOLS,6
E01003257,HORNIMAN MUSEUM,8
E01003258,COOMBE ROAD,6
E01003259,SYDENHAM / THE WOODMAN,8
E01003260,FAIRLAWN SCHOOL,1
E01003261,FAIRLAWN SCHOOL,2
E01003263,BARING ROAD / COOPERS LANE,10
E01003264,CHINBROOK ROAD / BARING ROAD,11
E01003265,GROVE PARK STATION,4
E01003266,HENRY COOPER WAY,5
E01003267,GROVE PARK CEMETERY,1
E01003268,BARING ROAD,9
E01003269,WOODYATES ROAD,7
E01003270,FARMCOTE ROAD,3
E01003271,SENLAC ROAD,7
E01003272,BRAXFIELD ROAD,5
E01003273,SHELL ROAD / BROOKBANK ROAD,4
E01003274,LADYWELL STATION,6
E01003275,GORDONBROCK ROAD,1
E01003276,PRENDERGAST SCHOOL,11
E01003277,BREAKSPEARS ROAD,5
E01003278,LOAMPIT VALE / JERRARD STREET,5
E01003279,ALGERNON ROAD,3
E01003280,WESTHORNE AVENUE,4
E01003281,PARKCROFT ROAD,2
E01003282,BRANDRAM ROAD,6
E01003283,LAMPMEAD ROAD,1
E01003284,HITHER GREEN STATION,4
E01003285,LEE STATION,3
E01003286,BURNT ASH ROAD / LEE ROAD,4
E01003287,MANOR LANE,2
E01003288,BELMONT HILL,5
E01003290,THORNFORD ROAD,2
E01003291,LEWISHAM HOSPITAL,4
E01003292,THEODORE ROAD,3
E01003293,MOUNT PLEASANT ROAD,1
E01003295,WELLMEADOW ROAD,2
E01003298,COLD BLOW LANE,5
E01003299,NEW CROSS GATE STATION,2
E01003300,EDWARD STREET,2
E01003301,NEW CROSS SAINSBURY'S,2
E01003303,MARQUIS OF GRANBY,10
E01003304,DEPTFORD HIGH STREET,1
E01003305,BRIANT STREET,1
E01003307,SIDDONS ROAD,2
E01003308,HURSTBOURNE ROAD,3
E01003309,INGLEMERE ROAD,2
E01003310,WALDRAM PARK ROAD,7
E01003311,CASTLANDS ROAD,3
E01003312,GARLIES ROAD,2
E01003313,DACRES ROAD,3
E01003314,LUTWYCHE ROAD,1
E01003315,WALDRAM PARK ROAD,1
E01003316,FOREST HILL FIRE STATION,2
E01003318,CATFORD ROAD / LEWISHAM TOWN HALL,22
