stopcode,lsoa
BP179,E01033582
1680,E01001617
16800,E01001457
1681,E01003398
16814,E01002559
16830,E01002593
16832,E01002614
1684,E01035705
11211,E01001966
11221,E01035718
11223,E01035718
11232,E01001952
11235,E01001884
11251,E01001884
11253,E01001911
11266,E01001922
R0516,E01000792
R0545,E01002214
R0568,E01003202
R0575,E01004474
R0590,E01000111
R0602,E01000666
R0612,E01000760
R0698,E01002968
R0724,E01033727
R0728,E01004613
R0733,E01004094
R0737,E01004352
R0742,E01001351
R0760,E01002356
R0790,E01000193
R0796,E01000214
R0797,E01000214
R0871,E01002672
12016,E01000847
1234,E01002077
12420,E01001103
12422,E01001108
12434,E01001023
12445,E01000788
1260,E01002886
1264,E01002885
12663,E01003413
12683,E01003392
15141,E01004276
15158,E01004221
15171,E01002064
15182,E01000462
152,E01004736
1521,E01000703
15210,E01003893
15214,E01003894
15217,E01003866
6875,E01002565
2768,E01000214
27680,E01002380
40146,E01000656
40152,E01032570
40154,E01000748
40165,E01032570
7838,E01004669
7873,E01001278
7927,E01004419
7945,E01004342
7983,E01004429
33241,E01000367
33248,E01000434
33272,E01004514
33283,E01033594
33308,E01034149
3333,E01002583
33351,E01003739
33356,E01000310
BP3687,E01001836
BP3806,E01001742
BP3844,E01001815
BP3849,E01033709
BP3857,E01001781
BP3445,E01001485
BP3516,E01032574
20269,E01001523
BP3617,E01001433
BP3611,E01001437
BP3618,E01001433
BP3608,E01001437
BP3368,E01001358
BP2658,E01001322
BP3305,E01001031
20696,E01000985
20141,E01001036
20159,E01000832
20179,E01004731
2018,E01032740
16689,E01000349
16694,E01000447
16879,E01003826
18354,E01002338
18386,E01002368
18393,E01000050
18400,E01002244
18405,E01002329
18407,E01002386
18448,E01002345
18451,E01002348
20363,E01000899
20384,E01001209
20386,E01001212
20389,E01001938
20396,E01001124
20402,E01000819
20421,E01002360
20480,E01003446
20487,E01002514
6876,E01002565
6883,E01001248
6887,E01001253
6891,E01033082
3118,E01002426
3131,E01002409
3153,E01034603
3165,E01001648
3178,E01032740
3185,E01004646
34802,E01004723
34838,E01001787
34861,E01001214
3491,E01001513
34917,E01033598
3492,E01001513
37419,E01004067
37428,E01003280
37601,E01000844
35335,E01004643
35336,E01004140
35350,E01003700
2171,E01004545
2179,E01004612
26495,E01000515
2650,E01003106
26500,E01002790
26503,E01001875
26504,E01001240
26506,E01002282
26524,E01000591
26532,E01002203
26533,E01002203
26536,E01003723
26538,E01003722
26543,E01003723
20189,E01004127
2019,E01032740
2561,E01002610
25613,E01003838
25645,E01003100
25650,E01003099
25652,E01003014
25666,E01003137
25687,E01003169
25689,E01003169
25691,E01003164
27970,E01003726
27974,E01002559
27998,E01002336
28147,E01000649
283,E01003288
2866,E01001642
28769,E01000685
28774,E01000684
20493,E01001167
20498,E01000191
20505,E01001683
25967,E01000259
25984,E01002588
24705,E01003340
2490,E01000563
2491,E01032742
2502,E01003640
25046,E01000278
25077,E01004111
25102,E01000313
27345,E01003836
27360,E01002999
27364,E01003814
27367,E01003891
27387,E01002984
27391,E01003471
27392,E01003447
BP3120,E01000161
BP3488,E01000633
BP4064,E01000617
BP4274,E01004397
BP4273,E01004397
BP4272,E01004397
BP4271,E01004397
BP4394,E01000785
BP4396,E01034187
BP4397,E01034187
BP4412,E01004506
BP4422,E01000807
BP4438,E01001559
26581,E01000363
17380,E01001010
17385,E01003310
17411,E01000801
1742,E01004699
17421,E01000777
17434,E01000835
17439,E01001135
17441,E01001135
18967,E01000693
BP1453,E01004140
35557,E01004148
BP1785,E01003061
724,E01004712
725,E01004712
7361,E01002344
3257,E01004679
3265,E01002852
3266,E01000531
3298,E01001617
33028,E01002496
33032,E01002961
33034,E01002960
33058,E01002954
3307,E01003672
3496,E01001551
34960,E01000907
34962,E01000928
34967,E01004508
34971,E01004537
34975,E01002130
27463,E01002278
27476,E01000182
27477,E01000208
27496,E01002865
27523,E01001202
17765,E01001415
17766,E01001415
17768,E01000172
11527,E01002832
11535,E01002874
11541,E01002909
11548,E01002852
11607,E01000551
11639,E01000495
11642,E01000494
11659,E01000535
14695,E01004733
14702,E01000231
14708,E01003779
14715,E01003900
BP4424,E01000795
14736,E01000942
14733,E01000827
14732,E01000827
14729,E01003817
14728,E01003817
14725,E01002396
14722,E01000273
1472,E01000914
14713,E01003870
14710,E01001615
14707,E01003789
14706,E01003779
14703,E01004691
14701,E01000232
14700,E01004415
BP3801,E01001733
27972,E01001635
27717,E01003949
27722,E01003259
27727,E01003945
27745,E01001491
27754,E01001053
27758,E01001082
2776,E01000141
17962,E01001747
17965,E01035640
17982,E01001846
17992,E01004376
18005,E01004437
18007,E01004439
34992,E01004675
34998,E01003640
35038,E01003512
17640,E01002413
17641,E01002413
19216,E01000290
1922,E01001739
19220,E01034152
19221,E01002112
19226,E01002225
19227,E01002225
19292,E01003716
19311,E01000097
19312,E01000097
23608,E01000330
23663,E01000434
23782,E01004703
23927,E01003370
2394,E01003045
1473,E01000914
14739,E01000714
14756,E01004736
14766,E01000594
14773,E01000240
14780,E01003672
14781,E01003673
14827,E01000472
14830,E01000472
14834,E01001276
14838,E01000620
16697,E01000362
16700,E01004091
16707,E01004106
16737,E01002952
16757,E01001803
16758,E01001803
16763,E01001802
18265,E01002361
18273,E01001228
14699,E01004415
11661,E01000533
11660,E01000533
11658,E01000535
11657,E01000530
11656,E01000530
11653,E01000530
11651,E01000530
BP3376,E01001247
BP3377,E01001195
BP3378,E01001195
BP2640,E01001263
CW34,E01001263
BP1563,E01001321
BP3892,E01001321
BP3467,E01001348
BP3372,E01001195
BP3375,E01001195
BP2638,E01001322
BP3373,E01001195
18008,E01004370
18022,E01032765
18026,E01000032
18037,E01002386
19765,E01000703
19768,E01000702
19776,E01000830
19781,E01000770
19791,E01001064
35353,E01003700
35363,E01002486
35383,E01004107
35384,E01004107
35388,E01000448
35400,E01002306
35407,E01004236
3541,E01002337
35418,E01002277
35420,E01004684
35437,E01003720
35438,E01003720
2396,E01003176
2404,E01003117
2428,E01001714
2429,E01001714
2439,E01001738
26933,E01000557
26942,E01000507
26945,E01000512
11385,E01000861
BP3512,E01000875
BP4011,E01000673
BP3997,E01000704
BP4006,E01000673
BP4014,E01000713
BP4143,E01000754
BP4021,E01000712
BP3994,E01000705
BP4032,E01000827
BP3242,E01000721
BP4023,E01000670
18290,E01033786
1830,E01000060
18304,E01000035
1831,E01000060
18316,E01002375
18343,E01000017
18344,E01000017
18347,E01002251
20196,E01004123
20221,E01002436
20222,E01002481
20236,E01001583
20268,E01001523
2028,E01001261
20283,E01002565
25990,E01003032
260,E01004525
26005,E01034190
26022,E01003318
BP3374,E01001195
BP3381,E01001195
BP3361,E01001358
BP3370,E01001358
BP3609,E01001433
BP3612,E01033926
BP3615,E01001437
BP3527,E01032574
BP4249,E01034205
BP4307,E01003706
BP4298,E01033939
BP4293,E01003089
BP4303,E01001522
BP4294,E01000161
BP4330,E01002193
11969,E01004726
BP3504,E01004736
35457,E01003708
40233,E01000763
40243,E01000764
40251,E01000752
410,E01004090
419,E01004496
429,E01004551
4295,E01000030
18989,E01000738
18995,E01000719
18997,E01000722
1900,E01003622
1904,E01033587
19041,E01000029
19051,E01003400
19058,E01034578
19061,E01034578
BP4136,E01000652
BP3496,E01000666
BP4177,E01000396
BP3603,E01000335
BP4125,E01000182
BP4056,E01000049
15972,E01002637
15975,E01002489
16001,E01004453
1601,E01002952
16012,E01001559
1602,E01002952
16025,E01001991
16034,E01002826
16049,E01002161
1605,E01001393
26052,E01004051
26064,E01033876
16924,E01001417
16990,E01000174
16996,E01000270
16997,E01000497
16999,E01000501
17000,E01000497
17003,E01000499
18464,E01001388
18469,E01002337
18490,E01002272
18499,E01002380
1853,E01004735
18543,E01004159
18553,E01003437
17783,E01001527
17786,E01001566
BP3841,E01004202
BP3460,E01003689
BP3388,E01003164
BP4119,E01002919
1306,E01000156
1311,E01000266
13156,E01003257
13171,E01003149
13175,E01003144
13188,E01003069
19584,E01003823
19589,E01002990
19592,E01002988
19599,E01002485
1960,E01003911
19608,E01000164
19629,E01000359
19651,E01001658
25131,E01002496
19065,E01004597
19066,E01004595
19081,E01003460
22268,E01002441
2250,E01001811
2255,E01001826
2271,E01001734
2272,E01001760
2282,E01004209
2298,E01000211
26613,E01001676
26625,E01001673
26644,E01001699
26667,E01001621
26707,E01001641
16059,E01002144
16063,E01002225
16067,E01000224
16081,E01002017
16103,E01000481
16109,E01000133
16114,E01002198
16118,E01002169
16122,E01002174
16130,E01002129
16131,E01002129
16133,E01002132
16157,E01002503
16158,E01002503
3511,E01001446
7926,E01004419
7935,E01004344
7938,E01004342
7952,E01004409
7960,E01004443
17789,E01000762
17793,E01000763
17794,E01000763
17798,E01000759
17811,E01000749
17815,E01000760
17821,E01001581
17825,E01003200
17826,E01003200
17831,E01003331
17833,E01003332
17837,E01003202
1784,E01001930
1956,E01003919
19562,E01004572
19578,E01003823
BP4823,E01002443
25162,E01002468
2518,E01003451
25187,E01001808
25229,E01002037
25237,E01002257
25245,E01001101
27532,E01002987
27533,E01002990
3962,E01000433
3963,E01000417
399,E01001887
40008,E01003190
40021,E01001618
40024,E01000327
40050,E01000377
40052,E01033791
40064,E01000380
40065,E01000380
40070,E01004031
40078,E01004037
BP3792,E01004629
BP3787,E01004668
BP3759,E01004448
BP3988,E01004422
BP3723,E01035672
BP3725,E01004271
19800,E01000992
19809,E01001036
1981,E01003278
19819,E01001123
19878,E01002304
1995,E01003318
19970,E01004357
7986,E01004430
7988,E01004375
7992,E01004430
33257,E01002821
33273,E01004514
33321,E01002751
33348,E01003739
33349,E01003739
33357,E01001415
35352,E01003700
3539,E01002356
35392,E01000445
35401,E01002306
40223,E01000749
26948,E01000643
26952,E01000643
2698,E01000903
26986,E01000138
26995,E01004354
14850,E01003010
14851,E01000601
11671,E01004654
11689,E01004701
11691,E01004710
11701,E01032513
11705,E01000583
11739,E01002919
11774,E01001920
1184,E01000269
11957,E01004646
12022,E01000906
12037,E01004649
14859,E01002456
14879,E01002737
14881,E01004137
14910,E01003449
14914,E01004131
7500,E01002193
7503,E01002193
7564,E01000519
7591,E01004196
7604,E01003401
764,E01000139
7709,E01001176
7717,E01001167
7724,E01035670
7732,E01000581
7735,E01002712
7738,E01001125
20976,E01004669
20977,E01003696
20985,E01003775
20996,E01033457
2632,E01002720
26340,E01003124
26361,E01001726
26399,E01002187
25457,E01001104
25469,E01002446
25480,E01000459
25483,E01003635
2550,E01003936
25524,E01004534
25533,E01004563
25538,E01033132
27834,E01000406
27857,E01001041
27862,E01002535
27891,E01002632
27905,E01002634
27911,E01002530
27922,E01002279
27945,E01004731
4296,E01000099
80003,E01000250
802,E01002054
8026,E01003636
27058,E01003340
2718,E01001243
2724,E01001761
27307,E01002447
27329,E01002549
27331,E01002400
27332,E01002549
27338,E01002404
17653,E01002446
17654,E01002446
17656,E01002446
17671,E01001605
17686,E01001152
17689,E01001147
17698,E01001083
17700,E01001083
17707,E01000834
17711,E01000767
14916,E01003417
20326,E01001625
20339,E01000031
20346,E01003726
25729,E01001183
25733,E01000997
25738,E01001000
25739,E01001155
25747,E01001607
25757,E01001076
25760,E01001081
25763,E01001614
25775,E01000409
25776,E01000409
25782,E01000400
25795,E01002643
25798,E01002659
25802,E01002653
25820,E01003427
34673,E01004631
26418,E01003921
26439,E01002042
26454,E01002066
17253,E01000475
17262,E01002008
17268,E01000118
17272,E01000274
17273,E01000274
1728,E01003715
17295,E01002776
17296,E01001731
17315,E01003334
17316,E01003334
17320,E01000745
BP3474,E01033706
BP919,E01001635
BP3525,E01032574
BP3360,E01001358
8034,E01003630
8042,E01003600
8053,E01004329
8081,E01003572
8083,E01003574
8086,E01003574
8088,E01003596
8098,E01003600
33416,E01003706
33432,E01032582
33499,E01000226
33514,E01000045
3352,E01035718
33534,E01002132
35482,E01034187
35529,E01000352
35541,E01000465
35552,E01004038
35563,E01034187
35585,E01000403
BP3506,E01004734
BP3406,E01035718
11220,E01035718
11231,E01001948
11246,E01001902
11248,E01001903
11252,E01001912
11268,E01001922
11269,E01001925
11283,E01002901
11286,E01002901
11287,E01002901
11288,E01002844
11290,E01002840
11296,E01002911
11298,E01002840
11312,E01002914
34718,E01000127
34723,E01000126
18565,E01004144
18596,E01004094
20523,E01003815
20536,E01002496
20595,E01001440
2060,E01000516
20617,E01001068
20619,E01004648
2062,E01004235
20624,E01003836
20638,E01001220
20639,E01001220
20662,E01002932
26076,E01003272
26077,E01003272
26080,E01003214
BP3466,E01001348
BP4070,E01002370
BP4171,E01000963
BP4000,E01000769
BP3694,E01000800
27556,E01000699
27557,E01000743
27567,E01003869
27578,E01002508
27606,E01000809
27610,E01004165
2763,E01000196
27636,E01003528
26718,E01003984
26733,E01004004
26741,E01003979
26743,E01003960
17451,E01001049
17461,E01001171
17462,E01001171
17464,E01001167
17482,E01003224
17485,E01003268
17509,E01001606
17532,E01000781
17539,E01003471
19091,E01003446
19110,E01003427
19131,E01004099
19150,E01000228
19176,E01000282
23116,E01000379
23185,E01003099
14380,E01000364
16166,E01002489
16169,E01002490
1617,E01004209
16180,E01003900
16181,E01003900
16184,E01003845
16194,E01002652
16222,E01002607
16223,E01002613
16227,E01002608
16249,E01002579
16254,E01002578
16265,E01001267
16275,E01002626
16286,E01002629
16329,E01002443
16331,E01002584
16345,E01003788
16346,E01003690
26094,E01004020
26095,E01004002
26097,E01003337
26113,E01003241
26125,E01000735
26130,E01000736
26141,E01000730
BP4684,E01003941
BP4682,E01003939
BP4680,E01003938
BP4677,E01004028
17877,E01001087
17881,E01001087
17900,E01033713
17901,E01004467
17905,E01004464
17910,E01004464
17925,E01004343
17928,E01004343
17944,E01004514
17952,E01002738
19654,E01001659
19664,E01000423
19674,E01000383
19686,E01001682
7801,E01035707
33097,E01000861
3312,E01002258
33177,E01001070
33195,E01003828
33201,E01003829
23251,E01000362
23254,E01000327
23265,E01000440
23295,E01002949
BP3964,E01033885
BP3307,E01004029
BP3875,E01003948
BP3860,E01004069
BP3810,E01003846
BP3826,E01003830
BP3823,E01003830
BP2298,E01003907
BP3739,E01003497
BP3960,E01003420
BP4046,E01000804
BP4045,E01003326
BP4049,E01003259
BP3882,E01003249
BP3775,E01003112
BP3896,E01002956
BP3783,E01002861
16351,E01003876
16380,E01002412
16409,E01002142
1641,E01003026
16416,E01002212
16418,E01002216
34927,E01001393
37606,E01000947
37616,E01002852
37630,E01004736
37639,E01004736
37644,E01032740
37658,E01004695
37920,E01002148
3795,E01003010
3805,E01001400
3816,E01032580
BP4646,E01003623
BP4643,E01003623
14960,E01000457
14978,E01000774
15002,E01001074
15020,E01034592
15023,E01002183
15025,E01002184
12045,E01000969
12064,E01000845
12069,E01000356
12074,E01000359
12079,E01000390
1208,E01003941
12080,E01000352
33210,E01002608
33224,E01000813
33226,E01000813
35185,E01003253
35222,E01004086
35223,E01004087
35224,E01004087
35232,E01004681
35290,E01001266
35321,E01002360
35325,E01002292
40089,E01003318
40091,E01003318
40105,E01000676
40107,E01000676
40121,E01000666
40131,E01000747
40137,E01000747
40142,E01000658
17323,E01000745
BP3167,E01002589
BP4081,E01002539
BP4103,E01002473
BP3443,E01002141
BP3764,E01002037
18105,E01000253
18110,E01000253
18119,E01000174
18123,E01000172
18192,E01000674
18200,E01000665
18202,E01000667
18213,E01004230
18216,E01002804
18222,E01000524
18237,E01003751
19975,E01004350
2000,E01003348
20056,E01002276
38453,E01000612
6906,E01001305
6914,E01001118
70226,E01002194
70345,E01033926
70359,E01001536
716,E01003150
72,E01002798
17721,E01000448
17729,E01001597
17735,E01003265
17741,E01003346
17744,E01003218
17745,E01003222
17748,E01003217
19334,E01003694
19335,E01003695
19337,E01003693
19338,E01003693
19342,E01000766
12088,E01000248
1212,E01004037
122,E01001808
12265,E01001439
15035,E01034589
15036,E01002118
15045,E01003847
15047,E01003847
15048,E01003847
15060,E01002747
15064,E01002745
15065,E01002738
3475,E01002955
34750,E01004571
34778,E01002314
34786,E01000627
34790,E01001846
34796,E01000552
37280,E01000601
17334,E01001186
18872,E01001403
18878,E01001542
18887,E01001964
18888,E01001964
18893,E01002015
18902,E01002062
18918,E01000448
18922,E01000386
18928,E01000350
18934,E01000411
1894,E01003525
18944,E01000756
18946,E01000753
1895,E01003525
18952,E01000790
1896,E01003622
18963,E01000732
2114,E01032739
21237,E01002996
20064,E01002313
20067,E01002315
20070,E01002316
20074,E01002310
20077,E01002383
2009,E01001969
201,E01001963
20107,E01002478
20108,E01001408
35586,E01000430
35615,E01002053
4325,E01003755
4348,E01002379
436,E01003074
44016,E01000345
4412,E01001034
688,E01001234
31250,E01000749
3147,E01034605
1937,E01003558
1948,E01004747
1952,E01003102
19541,E01000164
19542,E01002972
2449,E01035643
14439,E01004341
14467,E01001840
1452,E01035669
11350,E01002995
11351,E01002995
11352,E01002538
11373,E01000958
11395,E01000928
37323,E01002444
37338,E01000627
37364,E01001772
37384,E01002852
37396,E01002819
6580,E01000744
6597,E01034384
6601,E01000743
6665,E01004391
6683,E01004469
6685,E01004469
6726,E01002921
6816,E01002508
26148,E01004503
26163,E01000250
26174,E01000287
17029,E01001302
17058,E01000575
1706,E01035660
1708,E01001915
2143,E01003108
21529,E01000724
21600,E01000374
6648,E01035639
19694,E01001580
19720,E01001600
19721,E01001614
3148,E01002414
3176,E01001516
3179,E01001337
3183,E01004651
3184,E01004650
319,E01033699
320,E01033700
3211,E01004440
3223,E01033455
3228,E01034605
3487,E01001450
34918,E01001693
23509,E01002920
2351,E01004588
23510,E01002920
26755,E01003934
26793,E01002310
26801,E01002281
26806,E01002281
11401,E01000912
11409,E01000921
11436,E01000891
1144,E01002020
1148,E01002022
14528,E01003591
14535,E01003576
14593,E01002797
14601,E01002793
14602,E01002719
14615,E01002009
1462,E01001921
14625,E01003318
14632,E01000208
14635,E01004727
1467,E01000592
16425,E01002193
16449,E01034601
16458,E01000231
17082,E01002151
17085,E01002150
17086,E01002150
17128,E01002592
1864,E01004326
18643,E01001608
18644,E01000578
1866,E01004305
1867,E01035690
18680,E01003428
18690,E01003470
18695,E01002975
18723,E01002955
18730,E01000210
18732,E01035491
18743,E01001683
BP4616,E01000828
BP4601,E01003411
19733,E01000697
19734,E01000697
19739,E01000649
19751,E01000825
19756,E01000677
25249,E01001102
25251,E01001102
25283,E01003266
25288,E01000781
2532,E01003816
25349,E01003006
25370,E01001390
25379,E01000038
2538,E01001883
25381,E01000034
25384,E01000034
25393,E01000035
25394,E01000035
25399,E01000017
27657,E01001686
26808,E01002281
26813,E01002283
26840,E01001135
26920,E01000773
17548,E01003421
17549,E01003422
17553,E01003363
17556,E01003363
17567,E01003437
17570,E01003441
17583,E01001574
17597,E01000403
17602,E01004500
17606,E01004573
17607,E01004636
17617,E01003358
17625,E01004116
17633,E01002521
BP3763,E01002075
BP3383,E01002051
BP3836,E01001776
16470,E01000205
16472,E01000205
16506,E01000197
16508,E01000183
16518,E01001528
16525,E01000184
16526,E01000316
16536,E01000225
16549,E01033934
16555,E01000628
16571,E01000255
16610,E01001094
1662,E01002003
16622,E01004177
1665,E01002085
16653,E01000457
16662,E01000344
16663,E01000344
16679,E01000343
16688,E01000349
BP4543,E01003096
BP4533,E01003202
BP4529,E01032739
BP4502,E01003386
BP4522,E01035710
BP4476,E01000403
BP4443,E01000794
BP4441,E01000795
15098,E01000233
15104,E01001091
15128,E01004277
15139,E01004274
12289,E01001479
BP6396,E01001021
BP6400,E01001021
BP6339,E01001023
BP6397,E01001023
BP6341,E01001023
BP5948,E01000524
BP5884,E01033944
BP5889,E01033944
BP5887,E01033944
BP5888,E01033944
BP5885,E01033944
BP5939,E01004735
BP5890,E01033944
BP5897,E01004152
BP5896,E01004152
BP5949,E01004152
HC527,E01000748
BP6194,E01001172
HC703,E01001024
HC711,E01004109
HC710,E01004109
HC709,E01001025
HC707,E01001026
HC706,E01001025
HC705,E01001025
HC704,E01001024
HC712,E01004109
HC708,E01001025
HC714,E01001024
HC713,E01004109
BP5893,E01034223
BP5894,E01034221
BP5901,E01000387
BP5900,E01000387
OC759,E01000728
OC757,E01000728
OC565,E01000728
OC762,E01000719
OC761,E01000719
OC760,E01000719
OC758,E01000728
OC816,E01000751
OC822,E01000751
OC820,E01000751
OC819,E01000751
OC818,E01000751
OC789,E01000752
BP5221,E01001849
BP5220,E01004590
BP5223,E01001509
BP6011,E01003013
BP6023,E01000680
HC377,E01003910
HC378,E01003904
HC379,E01003901
HC383,E01004575
HC382,E01004575
HC381,E01003901
HC380,E01003901
BP6032,E01003233
BP6024,E01034391
BP6025,E01034391
BP6026,E01034391
BP6031,E01003225
BP6030,E01003233
BP6033,E01003233
HC715,E01000207
HC716,E01000207
HC717,E01000207
HC725,E01001025
HC724,E01001025
HC720,E01004109
BP6367,E01001980
BP6366,E01001980
BP6369,E01002086
BP6371,E01002086
BP6374,E01002087
BP6365,E01001980
BP6364,E01001976
BP6362,E01001976
BP6363,E01001976
BP6375,E01002087
BP5985,E01000481
BP5984,E01000481
HC522,E01000748
HC526,E01000748
HC528,E01000748
HC529,E01000748
HC530,E01000748
HC531,E01000748
HC537,E01000748
HC532,E01000748
HC533,E01000748
HC535,E01000748
HC539,E01000748
HC534,E01000749
HC536,E01000749
HC538,E01000749
HC540,E01000749
BP5230,E01001808
BP5219,E01003162
BP5242,E01033098
BP5244,E01032767
OC901,E01002444
BP5449,E01003497
BP5456,E01003603
BP5458,E01004750
OC807,E01032623
BP5450,E01003889
BP5454,E01003889
BP5452,E01003834
BP5451,E01003834
HC613,E01000749
BP6163,E01035702
BP6068,E01004581
BP6360,E01001978
BP6434,E01002593
HC785,E01003120
HC787,E01003148
HC793,E01003148
HC792,E01003079
HC284,E01002339
HC286,E01002353
HC288,E01002353
HC289,E01002248
HC294,E01000062
HC292,E01002250
HC293,E01000111
BP5994,E01003480
BP5997,E01003102
HC541,E01000748
HC543,E01000749
HC545,E01000749
HC547,E01000749
HC544,E01000749
HC542,E01000749
HC546,E01000749
HC548,E01000749
HC549,E01000749
HC550,E01000749
BP6087,E01000357
HC718,E01001024
HC721,E01004109
HC719,E01004109
HC728,E01001025
HC726,E01001026
HC722,E01004109
HC723,E01004109
HC727,E01001025
BP6196,E01033792
BP6201,E01003182
BP6270,E01004733
HC831,E01000403
HC820,E01000442
BP6508,E01004661
BP6507,E01000572
BP6506,E01000572
BP6505,E01003797
HC832,E01001893
BP6514,E01004735
BP6515,E01004735
BP6516,E01004735
BP6517,E01004735
BP6008,E01001101
BP6009,E01001101
BP6338,E01033930
BP6337,E01000244
BP6348,E01004632
BP6286,E01000095
BP6285,E01000095
BP6284,E01000095
BP6283,E01000095
BP6323,E01000390
BP6349,E01003590
RR71,E01002692
HC440,E01003080
HC741,E01003154
HC739,E01003083
HC740,E01003154
HC742,E01003154
HC743,E01003148
BP6330,E01000005
BP5950,E01032780
HC446,E01000732
HC445,E01000732
HC444,E01000732
HC443,E01000732
HC455,E01000722
HC456,E01000722
HC420,E01000726
HC421,E01000726
HC422,E01000723
HC423,E01000723
HC425,E01000682
HC424,E01000682
HC426,E01000682
HC427,E01000682
HC428,E01000682
HC653,E01000206
HC654,E01000206
HC655,E01000206
HC656,E01000206
BP6187,E01000655
BP6188,E01000655
BP6184,E01000655
BP6191,E01000659
BP6192,E01000659
BP6198,E01003180
BP6200,E01003187
BP6202,E01003187
BP6183,E01000656
BP6193,E01000656
BP6199,E01003180
BP6190,E01000655
HC791,E01003083
HC789,E01003154
HC784,E01003120
HC786,E01003120
HC790,E01003152
HC788,E01003154
HC794,E01003120
BP6003,E01001722
BP6006,E01001107
BP6007,E01001107
BP6004,E01001096
BP6005,E01001096
BP6010,E01001108
BP6002,E01001978
BP5998,E01000005
HC374,E01001417
HC368,E01001422
HC360,E01000254
HC359,E01000254
HC376,E01001422
HC369,E01001422
HC375,E01001422
HC350,E01000288
HC351,E01000288
HC356,E01000288
HC371,E01001422
HC373,E01001422
HC361,E01000254
BP6354,E01033922
BP6355,E01034218
BP6029,E01003225
BP6027,E01034391
BP6028,E01003225
BP6021,E01002369
BP6051,E01002385
BP6048,E01001079
BP6034,E01003276
BP6035,E01003276
BP6036,E01003274
BP6037,E01003275
HC657,E01000206
HC645,E01000212
HC644,E01000212
HC646,E01000212
HC647,E01000212
HC648,E01000214
HC649,E01000206
HC661,E01000206
HC662,E01000206
HC663,E01000206
BP6145,E01003256
BP6136,E01000094
BP6144,E01003256
BP6180,E01002392
BP6179,E01002393
BP6345,E01001023
BP6342,E01001027
BP6463,E01032574
BP6499,E01003869
BP6447,E01001568
BP6448,E01001567
BP6453,E01001570
BP6462,E01001499
BP6461,E01001499
BP6460,E01001499
BP6459,E01001499
HC107,E01001423
HC108,E01001466
HC109,E01001563
HC110,E01001491
HC111,E01001427
HC112,E01001429
HC113,E01001514
BP5376,E01000621
HC114,E01001450
HC115,E01001416
HC116,E01001473
HC117,E01001401
HC362,E01000254
BP6017,E01002770
HC588,E01002229
HC589,E01002229
HC596,E01002109
HC593,E01002109
HC594,E01002109
HC590,E01002229
HC597,E01002109
HC595,E01002109
HC592,E01002109
HC591,E01002109
HC606,E01000147
HC605,E01000147
HC609,E01033925
HC603,E01033923
HC602,E01002201
HC601,E01002110
HC608,E01033925
HC607,E01033925
HC599,E01002110
BP6052,E01035687
BP6050,E01002444
BP6047,E01003720
BP6046,E01003720
BP6045,E01003640
BP6043,E01003640
BP6042,E01003699
BP6041,E01003700
BP6040,E01003699
BP6039,E01003700
BP6044,E01003699
BP6344,E01001027
BP6340,E01001023
BP6346,E01001023
BP6413,E01001023
HC760,E01002310
HC754,E01002316
HC759,E01002316
HC755,E01002314
HC757,E01002284
HC758,E01033784
HC761,E01033784
HC756,E01002314
HC753,E01033785
HC768,E01002310
HC771,E01002314
HC118,E01001508
BP5379,E01035716
BP5378,E01002975
BP5377,E01002977
BP5380,E01004750
HC119,E01001966
HC120,E01001964
HC121,E01002321
HC122,E01002292
HC123,E01002285
HC124,E01002317
HC125,E01001277
BP5582,E01034477
BP5588,E01035486
BP5587,E01001501
HC256,E01002059
HC253,E01001989
HC252,E01001987
HC254,E01001989
HC600,E01002110
HC598,E01002110
HC604,E01033923
HC437,E01000205
BP6271,E01034220
BP6275,E01034220
BP6273,E01033884
BP6272,E01033884
BP6274,E01003981
BP6279,E01001334
BP6277,E01004147
BP6278,E01004147
BP6243,E01002724
BP6253,E01002724
BP6293,E01000574
BP6280,E01004650
BP6297,E01000363
BP6299,E01000390
BP6357,E01000589
BP6356,E01000589
BP6358,E01001468
BP6359,E01001468
HC744,E01000353
HC748,E01000419
HC769,E01002314
HC764,E01033785
BP5951,E01033918
BP5952,E01000239
BP5953,E01033918
BP5954,E01033918
BP5959,E01000257
BP5958,E01000257
BP5960,E01000257
BP5961,E01000257
BP5962,E01003876
BP5963,E01003876
BP5968,E01000568
OC948,E01000813
OC947,E01000811
OC949,E01000809
OC969,E01000664
OC971,E01000809
HC255,E01002060
HC257,E01002002
BP5812,E01003882
BP5814,E01003896
BP5811,E01003882
BP5813,E01003896
BP5852,E01001846
BP5851,E01001846
BP5855,E01003406
BP5854,E01003406
BP5853,E01003406
OC553,E01000748
OC536,E01000749
OC535,E01000749
OC534,E01000752
OC539,E01000749
OC537,E01000749
OC548,E01000748
BP6305,E01000361
BP6307,E01000342
HC833,E01000301
HC836,E01000303
HC841,E01000301
HC834,E01000301
HC838,E01000296
HC839,E01000296
HC837,E01000296
HC840,E01000296
HC835,E01000301
HC844,E01000301
HC845,E01000276
HC849,E01000283
HC843,E01000301
HC852,E01000282
HC853,E01000280
HC850,E01000283
HC851,E01000282
HC848,E01000283
HC846,E01000275
HC847,E01000275
HC752,E01000353
HC750,E01000353
HC746,E01000353
HC751,E01000353
HC745,E01000353
HC749,E01000419
HC747,E01001574
