stopcode,lsoa
BP2697,E01004283
BP2695,E01004283
BP1469,E01001015
BP1468,E01001015
BP1467,E01001015
BP1466,E01001015
BP1465,E01001015
BP1462,E01002409
BP1460,E01000724
BP1459,E01000724
BP1458,E01000721
BP1457,E01000786
BP1450,E01001147
BP1449,E01001147
BP1448,E01001147
BP1447,E01001115
BP1444,E01001115
BP1443,E01001162
BP1440,E01001156
BP1436,E01001162
BP3659,E01002680
BP3653,E01002675
BP3652,E01034034
BP3649,E01002633
BP3647,E01002635
BP3646,E01002635
BP3645,E01002635
BP3644,E01002636
BP3643,E01002636
BP3642,E01002619
BP3641,E01002619
37240,E01000141
37238,E01000875
37237,E01000872
37236,E01000872
372,E01004609
37196,E01000105
37189,E01000085
37188,E01000085
37187,E01000106
37181,E01000469
37180,E01000879
3022,E01001941
3017,E01002674
3013,E01003576
30099,E01001018
3009,E01003450
3007,E01003448
3005,E01003448
30012,E01000752
37114,E01033341
37108,E01001354
37107,E01001354
37105,E01001327
37104,E01001196
37103,E01002288
37102,E01002361
37101,E01002288
37100,E01002265
37099,E01002263
37093,E01002265
37090,E01001214
29753,E01000073
29752,E01000073
29751,E01000073
29749,E01000072
29748,E01002794
29743,E01002098
29734,E01004414
29733,E01004259
29730,E01035642
2973,E01000223
29724,E01002075
29723,E01002040
29722,E01002074
29714,E01000175
29712,E01000117
29702,E01001534
2970,E01000553
297,E01002727
29691,E01002062
9473,E01004015
BP143,E01004078
BP978,E01002444
BP973,E01034220
BP972,E01000574
BP971,E01000574
BP966,E01001849
29434,E01002428
29433,E01002425
2943,E01034027
29426,E01002096
29425,E01000091
29424,E01000091
29423,E01000091
29420,E01000027
29418,E01000027
29417,E01000027
29416,E01000027
29415,E01000027
29414,E01000027
29409,E01002373
7915,E01004417
789,E01001814
7868,E01033490
7864,E01004731
7863,E01004731
7861,E01004748
7852,E01004734
7851,E01004734
7840,E01004743
7839,E01004743
7835,E01004733
6109,E01000301
6100,E01000202
6097,E01000203
6096,E01000203
6085,E01000146
6082,E01000140
6080,E01000137
6079,E01000139
37088,E01002350
37075,E01032739
37070,E01000335
37065,E01001167
37063,E01003342
37061,E01003336
37057,E01003344
37051,E01033488
37040,E01002696
37038,E01002698
37037,E01033488
BP2844,E01001601
BP2843,E01001601
BP2841,E01000690
BP2840,E01000689
BP2839,E01000689
BP2835,E01000298
BP2834,E01000196
BP2832,E01000201
9472,E01004015
9471,E01000765
945,E01004322
9446,E01002009
9444,E01002022
9442,E01034589
9441,E01034589
944,E01004208
9421,E01000129
9419,E01002901
9400,E01001049
9392,E01004733
9383,E01003821
9377,E01003769
9373,E01000625
6241,E01000408
6240,E01000335
6239,E01000335
6238,E01000335
29408,E01002372
29402,E01003903
29399,E01000863
29384,E01002556
29369,E01002187
29368,E01001577
29367,E01001577
29364,E01001579
29358,E01004099
29355,E01004170
29340,E01002374
BP2990,E01003180
BP2987,E01003182
BP2986,E01003046
BP2985,E01003046
BP2984,E01003048
BP2982,E01003051
BP2981,E01003044
BP2980,E01003052
BP298,E01001645
BP2979,E01003090
6077,E01000139
6071,E01000194
6070,E01002119
6061,E01000131
606,E01002002
6056,E01000308
6051,E01000313
605,E01003998
6048,E01000305
6047,E01000305
6046,E01000223
6044,E01000497
6038,E01000557
6030,E01000638
603,E01003099
6025,E01000528
4783,E01000799
4775,E01004755
BP2824,E01001646
BP282,E01003880
BP2818,E01000013
BP281,E01003770
BP1884,E01000601
BP1878,E01001065
BP1874,E01004291
BP1873,E01004291
BP1872,E01004297
BP1871,E01004297
BP3573,E01001134
BP3566,E01034609
BP3565,E01033463
BP3564,E01033463
BP356,E01001674
BP3558,E01002928
BP3557,E01034207
BP2767,E01003999
BP2766,E01003993
BP2765,E01003993
BP2761,E01001246
BP2760,E01000743
BP276,E01002037
BP2756,E01004597
BP2754,E01004438
BP2751,E01002110
BP275,E01002392
BP2749,E01002095
BP2746,E01002094
BP2745,E01002096
BP1812,E01033743
BP1796,E01002479
BP1795,E01002029
BP1794,E01002029
BP1791,E01004440
BP1789,E01002291
BP1780,E01000855
BP2976,E01003090
BP2974,E01003057
BP2973,E01003052
BP2972,E01003052
BP2971,E01003044
BP2970,E01003051
BP297,E01001699
BP2963,E01003046
BP2959,E01001165
BP2958,E01004454
BP2957,E01004003
BP2693,E01035680
BP2688,E01032764
BP2682,E01002672
BP2679,E01001425
BP1742,E01003638
BP174,E01003481
BP1738,E01000210
BP1736,E01002974
BP1735,E01002954
4774,E01033593
4773,E01004702
4761,E01004335
4759,E01004420
4752,E01003291
4748,E01003243
4747,E01003243
4745,E01003013
4744,E01003013
4742,E01003013
4741,E01003013
36562,E01003828
36561,E01003828
36556,E01004387
36554,E01001583
36550,E01034174
36547,E01002269
36546,E01002271
36544,E01002273
36543,E01002271
BP3549,E01004160
BP3548,E01004131
BP3542,E01001388
BP2595,E01002490
BP2593,E01004205
BP2592,E01004455
BP2591,E01004198
BP2588,E01001633
BP2587,E01001633
BP2584,E01033744
30011,E01000752
29995,E01001918
29994,E01034616
29987,E01003896
2998,E01003789
29979,E01004120
29976,E01004737
2997,E01000526
29966,E01001898
29964,E01004356
BP1778,E01002489
BP1777,E01002492
C75,E01034615
C7,E01000491
C69,E01002430
C68,E01002433
C67,E01002433
C63,E01002437
C58,E01002470
C57,E01002470
C50,E01002511
C40,E01000491
C35,E01000491
C30,E01001337
C3,E01000583
C25,E01001337
C17,E01002941
C13,E01000615
C12,E01000601
BP998,E01004414
BP994,E01002505
BP1733,E01002906
BP1731,E01001004
BP173,E01000266
BP1726,E01001004
BP1717,E01004076
BP1714,E01003062
BP1712,E01003067
BP1711,E01003068
BP1709,E01003067
BP1708,E01003067
BP965,E01001849
BP963,E01004039
BP956,E01033737
BP953,E01033737
BP946,E01002594
BP945,E01002604
BP944,E01003559
BP941,E01033084
BP939,E01002608
BP938,E01033084
BP931,E01034040
33625,E01003937
33624,E01003932
33616,E01003933
33611,E01003989
33607,E01004042
33606,E01004042
33604,E01033489
33599,E01033884
33591,E01002950
33584,E01004303
33565,E01003376
33564,E01003378
33563,E01003378
33562,E01003376
33559,E01003410
8353,E01004118
8348,E01035711
8340,E01000863
7833,E01004731
29962,E01004356
29961,E01004350
29960,E01004349
29955,E01002034
29953,E01002177
29952,E01002199
29951,E01002111
29950,E01002111
2995,E01000642
29948,E01002106
29940,E01002846
29927,E01000898
37027,E01002538
37024,E01000604
37022,E01000601
37021,E01000604
37018,E01000596
37015,E01000595
37014,E01000595
37012,E01033456
BP2526,E01001137
BP2525,E01001140
29688,E01002064
29687,E01034198
29686,E01004525
29684,E01004763
2966,E01000556
29659,E01001641
29658,E01004549
29648,E01032767
29620,E01004609
29619,E01035490
29614,E01035663
29611,E01002226
2961,E01000642
29609,E01001697
29608,E01001700
29606,E01001700
29600,E01000194
BP929,E01033084
BP922,E01002669
BP921,E01003675
BP920,E01001544
BP917,E01001018
BP914,E01001021
2934,E01004377
29333,E01002266
2933,E01004377
29326,E01002201
29321,E01033601
2932,E01004377
29318,E01004727
29312,E01004570
29310,E01004571
29309,E01003255
29307,E01000414
7832,E01004731
783,E01001749
7825,E01035722
7824,E01004734
7820,E01004750
7819,E01004750
40193,E01000687
40189,E01000685
40188,E01000685
40178,E01000792
40175,E01000787
40171,E01000786
40170,E01000791
40168,E01000659
40162,E01000748
40159,E01000748
40158,E01000748
40156,E01000748
40155,E01000748
37005,E01001348
37002,E01001178
36998,E01001195
36996,E01001197
34511,E01000909
34509,E01000909
34508,E01000912
34507,E01000912
34504,E01000888
34501,E01000965
34500,E01000965
34497,E01000964
34496,E01000973
34494,E01000970
34481,E01003226
34479,E01000960
34469,E01001788
BP1870,E01004296
BP187,E01004209
BP1869,E01004296
29584,E01035493
6235,E01000336
6231,E01000336
6221,E01001930
6220,E01001930
622,E01004031
6218,E01001930
6212,E01001940
6210,E01034038
621,E01004658
6206,E01034037
6202,E01002677
6201,E01002677
6200,E01002677
6196,E01034034
6194,E01002681
6190,E01002682
6188,E01002682
6187,E01002682
6183,E01002682
29295,E01000188
29292,E01003288
29290,E01001327
29270,E01002508
29269,E01000583
29260,E01000021
29254,E01003760
29249,E01003020
29246,E01001613
29238,E01000103
29236,E01000103
29234,E01000104
29227,E01003762
BP2955,E01004003
BP2954,E01003984
BP2952,E01004024
BP2951,E01004024
BP2027,E01034225
BP2025,E01032582
BP2024,E01001078
BP2022,E01001019
40153,E01000748
6020,E01001246
602,E01003099
6019,E01001246
6012,E01001239
6009,E01034026
6008,E01034026
6001,E01000447
5987,E01001417
5986,E01001417
5983,E01001412
5980,E01001412
5978,E01001468
5977,E01001471
36869,E01032771
BP1868,E01004291
BP1864,E01004293
BP1863,E01004293
BP1860,E01001058
BP186,E01034205
BP1859,E01001058
BP1858,E01001060
BP1857,E01001060
BP1855,E01001060
BP1854,E01001058
BP1853,E01001060
BP1851,E01001060
BP1850,E01001058
BP1846,E01000428
BP1845,E01000428
BP1838,E01000992
BP1835,E01002559
BP2583,E01033744
BP2582,E01033744
6180,E01002686
618,E01002726
6179,E01034033
6176,E01033082
6175,E01033082
6174,E01033082
BP1776,E01000365
BP1775,E01002190
BP1774,E01002186
BP1772,E01002190
BP1770,E01002186
BP1767,E01002479
BP1766,E01002479
BP1765,E01002485
BP1763,E01002482
BP1762,E01002482
BP1758,E01002482
BP1757,E01002482
BP1755,E01002484
BP1752,E01002479
BP1750,E01000105
BP2021,E01001019
BP202,E01003891
BP2019,E01001019
BP2017,E01001019
BP2016,E01035710
BP2013,E01001080
BP2011,E01001078
BP2010,E01001080
BP2009,E01001081
BP2008,E01001081
BP2004,E01004249
BP2003,E01004440
BP1998,E01002711
BP1997,E01001536
BP1706,E01003062
BP1702,E01002672
BP1701,E01002672
BP1695,E01032582
BP1691,E01002666
BP1684,E01002490
BP1680,E01000871
36860,E01033082
36541,E01033735
36539,E01034174
36536,E01003342
36534,E01001583
36531,E01001690
36529,E01001688
36522,E01000467
36521,E01004137
36514,E01035710
36513,E01035710
36503,E01002273
36501,E01002362
3620,E01002981
3614,E01001871
361,E01002727
3608,E01001102
36004,E01004171
BP2581,E01033742
BP2580,E01033740
BP2578,E01033740
BP2574,E01033741
BP2572,E01033740
BP2571,E01033740
BP2565,E01004341
BP2564,E01032788
BP2562,E01001938
BP2561,E01001938
BP2554,E01000797
BP2553,E01000797
BP2544,E01000741
BP2543,E01000741
BP2538,E01003264
BP2537,E01001142
BP2533,E01001140
BP2532,E01001140
BP2531,E01001138
29926,E01002370
29919,E01000164
BP1749,E01000184
BP1748,E01033083
BP1747,E01033083
BP2520,E01001079
BP2519,E01001079
BP2512,E01001320
BP2511,E01001263
BP2505,E01003760
BP2504,E01003659
BP2502,E01003126
BP250,E01001422
BP249,E01002535
BP2488,E01034609
BP2486,E01002548
BP2485,E01002548
BP2484,E01002548
BP2483,E01034613
BP2480,E01002489
BP2479,E01002489
BP168,E01003083
BP1678,E01004392
BP1677,E01004392
BP1676,E01004392
BP1672,E01004398
BP1671,E01004392
BP1670,E01004458
FW52,E01002610
FW51,E01002610
FW49,E01003832
BP905,E01001022
6576,E01001136
6571,E01001112
6570,E01001113
35996,E01004177
35988,E01002854
35987,E01002854
35985,E01002439
8332,E01035712
8326,E01000948
8325,E01000948
8324,E01000946
8323,E01000946
8321,E01000946
8320,E01000946
832,E01001943
8318,E01001839
8316,E01003929
8315,E01003933
8303,E01003016
8302,E01003016
8301,E01003014
8285,E01000161
8279,E01004716
8204,E01000687
29903,E01000938
29902,E01000938
29886,E01003454
29884,E01003454
29883,E01003454
29880,E01003456
29879,E01003456
29874,E01002574
29867,E01004736
29851,E01034198
29835,E01033924
29834,E01000194
29833,E01000194
29830,E01003545
2983,E01000516
34468,E01001788
34466,E01001791
34465,E01001791
34460,E01003920
34454,E01000309
BP2478,E01002770
BP2477,E01001770
29581,E01000237
29573,E01032579
29563,E01003636
29560,E01003656
2956,E01000508
29559,E01003656
29557,E01003658
29556,E01003654
2955,E01004234
29548,E01004344
29542,E01000071
2953,E01000526
29529,E01002308
29526,E01002331
29525,E01002326
2952,E01035670
29518,E01000042
29517,E01000042
657,E01003969
6568,E01001116
6564,E01034143
6556,E01001112
6553,E01001136
6548,E01001109
6546,E01001116
6545,E01001116
6543,E01001110
6535,E01001168
6534,E01001167
6529,E01004086
6528,E01004086
6524,E01004182
6512,E01001166
6510,E01001167
651,E01032640
6509,E01001167
6506,E01004086
6505,E01004086
82,E01002889
8180,E01003515
8178,E01003515
40151,E01032570
40150,E01000657
40144,E01000656
40143,E01000656
40141,E01000747
40140,E01000658
40132,E01000666
40130,E01000666
40126,E01000666
40090,E01003318
40086,E01033790
40085,E01001604
40082,E01001604
35326,E01000219
35311,E01035721
35309,E01000417
34451,E01004594
34448,E01004248
34437,E01000186
34436,E01000187
34435,E01000230
34432,E01000188
34429,E01002770
34424,E01001361
34413,E01004249
34412,E01035665
3441,E01000258
34408,E01004249
34407,E01035667
34406,E01004248
3440,E01000256
34394,E01001786
34392,E01000391
34387,E01001064
BP1834,E01002559
BP1831,E01000848
36962,E01003912
36958,E01000873
36954,E01003226
36953,E01000676
36947,E01035716
36945,E01003175
36944,E01003025
36943,E01003174
36941,E01003175
36939,E01003025
36937,E01003118
36935,E01004486
36934,E01004485
36933,E01004484
36932,E01004486
36927,E01003618
36923,E01000873
36919,E01000874
36917,E01004125
36903,E01002978
36902,E01004129
29226,E01003760
29225,E01003760
29224,E01003762
29219,E01003655
29218,E01003655
29202,E01002325
29201,E01002329
2919,E01003792
29184,E01002300
29182,E01000899
29181,E01000899
29172,E01002444
29171,E01000188
29170,E01002258
2917,E01003590
29169,E01002258
29168,E01002254
29164,E01004390
29161,E01001666
35306,E01001572
35304,E01003164
35298,E01003995
35294,E01002835
35293,E01001272
35291,E01001266
FC25,E01003518
FC23,E01003513
FC21,E01003481
FC20,E01003481
FC18,E01003481
FC12,E01004332
FC08,E01035706
FC04,E01033589
CW9,E01002412
CW7,E01002412
CW61,E01000472
CW60,E01000472
CW6,E01002410
CW59,E01000472
BP1826,E01004005
BP1818,E01001729
BP1817,E01004392
BP1815,E01004392
BP1814,E01004392
BP377,E01000418
BP3755,E01003605
BP3754,E01002743
BP3753,E01002743
BP1577,E01001513
BP1576,E01032739
BP1575,E01032739
BP1571,E01003971
36900,E01003452
36897,E01004125
36896,E01004165
36894,E01002935
BP374,E01000418
BP373,E01001575
BP3719,E01003932
BP3718,E01003932
BP3713,E01001828
BP3710,E01001727
BP371,E01000416
BP2476,E01002441
BP2471,E01003776
BP2467,E01002436
BP2466,E01002988
BP2465,E01002988
BP2463,E01033732
BP2461,E01033732
29147,E01035489
29141,E01000093
29140,E01034475
2914,E01003590
BP1993,E01002662
BP1992,E01002662
BP1991,E01000012
BP1990,E01004594
BP1986,E01002612
BP1983,E01002132
BP1980,E01001094
BP1975,E01004070
BP1974,E01004070
BP1971,E01003078
BP197,E01004659
BP1967,E01003072
BP1964,E01004070
BP1961,E01000175
CW58,E01001215
CW57,E01032744
CW56,E01001263
CW54,E01032744
CW53,E01001261
CW5,E01002410
CW49,E01002548
31173,E01000790
3114,E01002397
3112,E01002396
3111,E01002505
3110,E01002546
3108,E01002547
3105,E01002505
3104,E01002505
3097,E01001359
3094,E01001361
3093,E01001216
3089,E01001338
30877,E01001474
BP1562,E01001742
BP1557,E01002681
BP1545,E01004440
BP1543,E01004438
BP1542,E01004438
BP1540,E01000248
BP1534,E01034613
BP1533,E01002405
BP1530,E01002405
BP153,E01001044
29825,E01003549
29824,E01003549
29820,E01003445
2982,E01033925
29819,E01002953
29818,E01002953
29815,E01003444
29814,E01003445
29813,E01003445
29808,E01032584
BP246,E01004733
BP1496,E01000926
BP1490,E01001022
BP1489,E01001022
BP1488,E01001022
BP1486,E01001022
BP1485,E01001022
BP1481,E01001018
BP1479,E01001018
BP1478,E01001018
BP1477,E01001018
BP1475,E01001018
BP1473,E01001020
BP1470,E01001015
BP147,E01000078
29516,E01000042
29514,E01000069
29508,E01003636
29507,E01003636
29505,E01003503
29497,E01002226
FW46,E01003865
FW45,E01003855
FW44,E01003855
FW29,E01003867
FW28,E01003867
FW25,E01003908
FW18,E01003889
FW17,E01003889
FW15,E01003889
FW13,E01003807
FW1,E01033569
FL009,E01004341
FL005,E01001735
FL004,E01002778
FL003,E01001747
FL001,E01001740
FC99,E01032771
FC98,E01032771
3083,E01001337
3081,E01001337
3077,E01001250
30743,E01002029
3073,E01001249
3071,E01001389
307,E01001731
3067,E01001249
3066,E01001388
3064,E01034029
6339,E01001669
6334,E01033791
6330,E01000331
633,E01034203
6328,E01000329
6320,E01032566
6317,E01032566
6313,E01000454
6303,E01000392
29796,E01004657
29792,E01002792
29791,E01003128
29789,E01004569
29788,E01004569
29782,E01001844
29775,E01002003
29772,E01002795
29769,E01004135
29767,E01004130
29765,E01003492
29763,E01003494
34386,E01001035
34385,E01000550
3438,E01000260
3437,E01000260
9550,E01003734
9548,E01000011
29469,E01000390
29468,E01000390
29463,E01003764
29461,E01000362
29456,E01001846
29455,E01001786
29454,E01001786
29453,E01001847
29449,E01002569
29445,E01003662
29443,E01000958
29442,E01003265
6173,E01033081
6169,E01034046
6167,E01034044
FC88,E01004468
FC86,E01003776
FC85,E01004452
6501,E01004182
6497,E01004180
6486,E01004101
6484,E01004138
6483,E01004138
6479,E01034155
6468,E01004103
6465,E01004138
6461,E01002681
646,E01004070
6451,E01003823
6441,E01003823
6440,E01003815
644,E01003939
6428,E01003885
6422,E01003882
6413,E01002672
6294,E01000360
6290,E01000360
6279,E01000330
6277,E01000327
6276,E01000327
6274,E01000327
6273,E01000370
6268,E01000370
6266,E01000439
6264,E01000407
6255,E01000403
6252,E01000404
6249,E01000404
6247,E01000405
37118,E01003292
BP387,E01002971
BP2875,E01000773
9540,E01034473
9535,E01003611
9532,E01033581
9527,E01034224
9526,E01034224
9525,E01034224
9518,E01034225
9511,E01034227
951,E01001751
9501,E01034211
9498,E01034211
9497,E01034211
9482,E01002878
9481,E01002831
9475,E01004010
9474,E01003983
BP3752,E01002743
BP375,E01000464
BP3748,E01002781
BP3747,E01002781
6164,E01034044
6159,E01002692
6157,E01002692
6153,E01002570
6149,E01001932
6137,E01001246
6129,E01000525
6120,E01001246
36995,E01001350
36991,E01002543
36978,E01003961
36977,E01004012
36975,E01003969
36973,E01004011
36972,E01033875
36969,E01004013
36967,E01003972
36966,E01033879
36964,E01003916
6411,E01002670
641,E01003590
37253,E01000601
37250,E01001344
37242,E01002187
29139,E01034475
29115,E01002692
29112,E01002300
29111,E01002298
29109,E01002298
29103,E01002458
2910,E01003587
29084,E01002209
29083,E01002209
29078,E01002136
29077,E01002136
29075,E01002240
29074,E01002240
29073,E01002240
29072,E01001574
BP2870,E01000717
BP286,E01001915
BP2858,E01001618
BP2855,E01001619
BP2854,E01001596
BP2853,E01001596
BP2850,E01001619
BP2846,E01032739
CW47,E01002548
CW45,E01000615
CW44,E01000615
CW43,E01000615
CW3,E01001218
CW26,E01001225
CW25,E01001225
CW19,E01002512
CW17,E01002408
BP360,E01001686
BP3588,E01004277
BP3587,E01004614
BP3586,E01003461
BP280,E01004381
BP2790,E01004004
BP279,E01004381
BP2786,E01004017
BP2782,E01034188
BP2775,E01003991
BP2773,E01003997
BP2770,E01003994
