lsoa,tier,total_activity
E01003991,2_below_reliable_threshold,41.66562
E01003992,0_no_recorded_activity,
E01003993,2_below_reliable_threshold,441.06591
E01003994,3_reliable_core,5226.01915
E01003995,2_below_reliable_threshold,412.84067
E01003997,2_below_reliable_threshold,60.92834
E01003998,3_reliable_core,840.96858
E01003999,2_below_reliable_threshold,109.01468
E01004000,3_reliable_core,499.85567
E01004001,3_reliable_core,551.72733
E01004002,3_reliable_core,646.62094
E01004003,2_below_reliable_threshold,129.72767
E01004004,3_reliable_core,3011.12973
E01004005,3_reliable_core,1961.93318
E01004006,0_no_recorded_activity,
E01004007,0_no_recorded_activity,
E01004008,3_reliable_core,3005.70828
E01004010,3_reliable_core,6464.05175
E01004011,3_reliable_core,559.55367
E01004012,3_reliable_core,769.05484
E01004013,2_below_reliable_threshold,353.39856
E01004014,3_reliable_core,1732.54969
E01004015,3_reliable_core,2567.16893
E01004016,3_reliable_core,684.08534
E01004017,3_reliable_core,1269.92725
E01004018,3_reliable_core,848.04201
E01004019,2_below_reliable_threshold,232.21523
E01004020,3_reliable_core,1317.94937
E01004021,3_reliable_core,580.83089
E01004023,3_reliable_core,2409.95635
E01004024,2_below_reliable_threshold,199.1896
E01004028,3_reliable_core,1655.19631
E01004029,2_below_reliable_threshold,206.01154
E01004030,0_no_recorded_activity,
E01004031,3_reliable_core,13365.1322
E01004032,0_no_recorded_activity,
E01004033,3_reliable_core,1129.89707
E01004034,3_reliable_core,890.26908
E01004035,3_reliable_core,936.23898
E01004036,3_reliable_core,722.85955
E01004037,3_reliable_core,1408.4087
E01004038,2_below_reliable_threshold,299.40878
E01004039,2_below_reliable_threshold,140.80878
E01004040,3_reliable_core,6148.58162
E01004041,3_reliable_core,2247.92631
E01004042,3_reliable_core,2615.17642
E01004043,0_no_recorded_activity,
E01004044,2_below_reliable_threshold,123.87736
E01004045,2_below_reliable_threshold,27.34204
E01004046,2_below_reliable_threshold,9.48468
E01004047,3_reliable_core,1132.47325
E01004048,2_below_reliable_threshold,275.8264
E01004049,3_reliable_core,549.18959
E01004050,2_below_reliable_threshold,245.97877
E01004051,3_reliable_core,4080.54052
E01004052,3_reliable_core,4224.96716
E01004053,3_reliable_core,604.42845
E01004054,2_below_reliable_threshold,119.93681
E01004055,2_below_reliable_threshold,206.23784
E01004056,3_reliable_core,925.55839
E01004057,3_reliable_core,543.0883
E01004058,2_below_reliable_threshold,198.83919
E01004059,2_below_reliable_threshold,409.79015
E01004060,3_reliable_core,2633.72598
E01004061,3_reliable_core,3087.98192
E01004062,3_reliable_core,10902.76717
E01004063,2_below_reliable_threshold,179.99661
E01004064,3_reliable_core,3081.57274
E01004065,2_below_reliable_threshold,227.94522
E01004066,3_reliable_core,3120.7737
E01004067,3_reliable_core,22218.6708
E01004068,2_below_reliable_threshold,278.26852
E01004069,3_reliable_core,1014.09389
E01004070,3_reliable_core,1154.00969
E01004071,3_reliable_core,574.17826
E01004072,3_reliable_core,1695.31232
E01004073,2_below_reliable_threshold,443.66837
E01004074,3_reliable_core,1650.7662
E01004075,3_reliable_core,685.56275
E01004076,3_reliable_core,950.78155
E01004077,3_reliable_core,949.63706
E01004078,2_below_reliable_threshold,41.65886
E01004079,0_no_recorded_activity,
E01004080,2_below_reliable_threshold,197.63541
E01004081,2_below_reliable_threshold,10.28957
E01004082,0_no_recorded_activity,
E01004083,3_reliable_core,556.02728
E01004084,2_below_reliable_threshold,104.76203
E01004085,2_below_reliable_threshold,106.61198
E01004086,3_reliable_core,1439.74539
E01004087,2_below_reliable_threshold,107.04917
E01004088,3_reliable_core,610.17602
E01004089,0_no_recorded_activity,
E01004090,3_reliable_core,1123.95517
E01004091,2_below_reliable_threshold,213.39583
E01004092,1_matched_stop_no_activity,
E01004093,2_below_reliable_threshold,27.02902
E01004094,3_reliable_core,852.58823
E01004095,2_below_reliable_threshold,83.00914
E01004096,3_reliable_core,560.06966
E01004097,2_below_reliable_threshold,187.94069
E01004098,2_below_reliable_threshold,287.54582
E01004099,3_reliable_core,3276.70916
E01004100,2_below_reliable_threshold,229.30283
E01004101,2_below_reliable_threshold,230.50591
E01004102,2_below_reliable_threshold,81.1619
E01004103,2_below_reliable_threshold,417.13546
E01004104,0_no_recorded_activity,
E01004105,3_reliable_core,451.34385
E01004106,2_below_reliable_threshold,21.77352
E01004107,2_below_reliable_threshold,272.76364
E01004108,1_matched_stop_no_activity,
E01004109,2_below_reliable_threshold,185.17461
E01004110,3_reliable_core,2027.16361
E01004111,2_below_reliable_threshold,256.13278
E01004112,2_below_reliable_threshold,47.11898
E01004114,0_no_recorded_activity,
E01004115,2_below_reliable_threshold,5.49836
E01004116,2_below_reliable_threshold,28.88195
E01004117,0_no_recorded_activity,
E01004118,3_reliable_core,5588.21576
E01004119,3_reliable_core,741.13942
E01004120,2_below_reliable_threshold,356.32324
E01004121,3_reliable_core,942.24236
E01004122,0_no_recorded_activity,
E01004123,3_reliable_core,5053.77182
E01004124,2_below_reliable_threshold,28.27948
E01004125,3_reliable_core,610.3845
E01004126,2_below_reliable_threshold,246.96153
E01004127,2_below_reliable_threshold,369.13389
E01004128,2_below_reliable_threshold,198.35336
E01004129,3_reliable_core,1288.26127
E01004130,3_reliable_core,483.26836
E01004131,3_reliable_core,1208.08067
E01004132,2_below_reliable_threshold,12.41486
E01004133,2_below_reliable_threshold,8.94725
E01004134,3_reliable_core,1398.07148
E01004135,2_below_reliable_threshold,360.32101
E01004136,0_no_recorded_activity,
E01004137,3_reliable_core,3076.10235
E01004138,3_reliable_core,606.40384
E01004139,2_below_reliable_threshold,155.7418
E01004140,3_reliable_core,2004.312
E01004141,2_below_reliable_threshold,99.09996
E01004143,2_below_reliable_threshold,213.25702
E01004144,3_reliable_core,823.37212
E01004145,2_below_reliable_threshold,203.19723
E01004146,3_reliable_core,1811.40102
E01004147,2_below_reliable_threshold,86.10439
E01004148,3_reliable_core,704.33352
E01004149,1_matched_stop_no_activity,
E01004150,2_below_reliable_threshold,7.58896
E01004151,0_no_recorded_activity,
E01004152,3_reliable_core,3899.42102
E01004153,0_no_recorded_activity,
E01004154,0_no_recorded_activity,
E01004155,0_no_recorded_activity,
E01004156,2_below_reliable_threshold,164.13422
E01004157,2_below_reliable_threshold,185.66602
E01004158,2_below_reliable_threshold,170.35678
E01004159,2_below_reliable_threshold,280.70338
E01004160,2_below_reliable_threshold,210.87726
E01004161,0_no_recorded_activity,
E01004162,2_below_reliable_threshold,71.29115999999999
E01004163,3_reliable_core,453.09584
E01004164,2_below_reliable_threshold,426.76007
E01004165,3_reliable_core,838.7924
E01004166,2_below_reliable_threshold,175.3734
E01004167,3_reliable_core,502.17505
E01004168,1_matched_stop_no_activity,
E01004169,2_below_reliable_threshold,443.79949
E01004170,3_reliable_core,1434.51803
E01004171,3_reliable_core,1656.98627
E01004172,2_below_reliable_threshold,172.41675
E01004173,0_no_recorded_activity,
E01004174,0_no_recorded_activity,
E01004175,2_below_reliable_threshold,118.26955
E01004176,2_below_reliable_threshold,166.86153
E01004177,3_reliable_core,630.83865
E01004178,3_reliable_core,3565.77484
E01004179,0_no_recorded_activity,
E01004180,2_below_reliable_threshold,117.4994
E01004181,3_reliable_core,585.44858
E01004182,3_reliable_core,515.45409
E01004183,2_below_reliable_threshold,442.51801
E01004184,0_no_recorded_activity,
E01004185,2_below_reliable_threshold,233.41821
E01004186,2_below_reliable_threshold,328.48075
E01004187,0_no_recorded_activity,
E01004189,2_below_reliable_threshold,303.19208
E01004190,2_below_reliable_threshold,397.74166
E01004191,3_reliable_core,537.81767
E01004192,2_below_reliable_threshold,58.56592
E01004193,2_below_reliable_threshold,10.83451
E01004194,0_no_recorded_activity,
E01004195,0_no_recorded_activity,
E01004196,2_below_reliable_threshold,420.71043
E01004198,3_reliable_core,1034.07416
E01004199,0_no_recorded_activity,
E01004200,2_below_reliable_threshold,437.72339
E01004201,2_below_reliable_threshold,173.32179
E01004202,3_reliable_core,1197.56074
E01004203,3_reliable_core,3328.45301
E01004204,2_below_reliable_threshold,386.02209
E01004205,2_below_reliable_threshold,28.80905
E01004206,0_no_recorded_activity,
E01004207,3_reliable_core,1566.30855
E01004208,3_reliable_core,9307.72808
E01004209,3_reliable_core,2213.62698
E01004211,3_reliable_core,829.33256
E01004212,3_reliable_core,1813.62355
E01004214,0_no_recorded_activity,
E01004216,3_reliable_core,492.91352
E01004217,3_reliable_core,2065.95183
E01004218,2_below_reliable_threshold,379.51957
E01004219,3_reliable_core,6513.01382
E01004221,3_reliable_core,1303.57197
E01004222,3_reliable_core,539.47802
E01004223,3_reliable_core,811.19005
E01004226,2_below_reliable_threshold,129.76927
E01004228,3_reliable_core,2078.46367
E01004229,2_below_reliable_threshold,390.56814
E01004230,3_reliable_core,2519.28774
E01004231,3_reliable_core,1116.89185
E01004232,3_reliable_core,7065.675560000001
E01004233,3_reliable_core,576.58847
E01004234,3_reliable_core,1413.22952
E01004235,3_reliable_core,2569.62562
E01004236,2_below_reliable_threshold,208.07776
E01004237,2_below_reliable_threshold,7.037079999999999
E01004239,2_below_reliable_threshold,418.68565
E01004240,0_no_recorded_activity,
E01004241,2_below_reliable_threshold,261.40829
E01004243,2_below_reliable_threshold,316.55057
E01004244,3_reliable_core,1681.15263
E01004245,2_below_reliable_threshold,70.35504
E01004247,3_reliable_core,2197.64481
E01004248,2_below_reliable_threshold,114.26248
E01004249,3_reliable_core,1135.37163
E01004251,0_no_recorded_activity,
E01004255,3_reliable_core,1210.11766
E01004256,0_no_recorded_activity,
E01004257,3_reliable_core,922.90985
E01004258,0_no_recorded_activity,
E01004259,3_reliable_core,4148.79672
E01004260,3_reliable_core,504.78138
E01004263,2_below_reliable_threshold,50.46808
E01004264,0_no_recorded_activity,
E01004266,2_below_reliable_threshold,37.72905
E01004267,3_reliable_core,1507.18845
E01004268,0_no_recorded_activity,
E01004270,3_reliable_core,4695.29756
E01004271,2_below_reliable_threshold,17.278209999999998
E01004272,3_reliable_core,455.87231
E01004274,3_reliable_core,1033.29915
E01004275,0_no_recorded_activity,
E01004276,3_reliable_core,1219.7741
E01004277,3_reliable_core,7857.85163
E01004280,3_reliable_core,1011.96826
E01004281,2_below_reliable_threshold,305.26735
E01004283,2_below_reliable_threshold,74.20968
E01004286,3_reliable_core,1566.4725
E01004287,3_reliable_core,513.62633
E01004288,0_no_recorded_activity,
E01004289,3_reliable_core,1051.53849
E01004290,3_reliable_core,1422.54892
E01004291,2_below_reliable_threshold,424.44893
E01004292,0_no_recorded_activity,
E01004293,3_reliable_core,3246.34274
E01004295,0_no_recorded_activity,
E01004296,2_below_reliable_threshold,340.53409
E01004297,2_below_reliable_threshold,244.33814
E01004298,2_below_reliable_threshold,415.29522
E01004300,0_no_recorded_activity,
E01004301,3_reliable_core,545.26394
E01004302,0_no_recorded_activity,
E01004303,2_below_reliable_threshold,162.87908
E01004304,3_reliable_core,2084.51444
E01004305,3_reliable_core,1475.10885
E01004306,0_no_recorded_activity,
E01004307,3_reliable_core,782.20059
E01004308,2_below_reliable_threshold,100.22924
E01004309,3_reliable_core,7559.91789
E01004310,3_reliable_core,1025.88429
E01004311,3_reliable_core,460.19454
E01004312,0_no_recorded_activity,
E01004313,3_reliable_core,1404.05366
E01004315,0_no_recorded_activity,
E01004316,0_no_recorded_activity,
E01004319,2_below_reliable_threshold,111.06449
E01004321,3_reliable_core,2617.718
E01004322,3_reliable_core,1565.59951
E01004323,2_below_reliable_threshold,50.75319
E01004324,0_no_recorded_activity,
E01004326,3_reliable_core,1919.37436
E01004327,2_below_reliable_threshold,246.87978
E01004328,3_reliable_core,822.56754
E01004329,3_reliable_core,461.38083
E01004330,2_below_reliable_threshold,184.83606
E01004331,2_below_reliable_threshold,444.28919
E01004332,3_reliable_core,885.75936
E01004333,0_no_recorded_activity,
E01004334,2_below_reliable_threshold,430.05051
E01004335,3_reliable_core,2082.61517
E01004336,3_reliable_core,6555.7686
E01004337,2_below_reliable_threshold,394.58794
E01004338,0_no_recorded_activity,
E01004339,3_reliable_core,495.08941
E01004340,2_below_reliable_threshold,111.94156
E01004341,3_reliable_core,1736.81387
E01004342,3_reliable_core,4007.90227
E01004343,3_reliable_core,701.0207
E01004344,3_reliable_core,2628.17069
E01004345,3_reliable_core,487.00028
E01004346,2_below_reliable_threshold,142.24259
E01004347,0_no_recorded_activity,
E01004348,3_reliable_core,2674.77155
E01004349,2_below_reliable_threshold,195.37324
E01004350,3_reliable_core,613.80081
E01004351,1_matched_stop_no_activity,
E01004352,3_reliable_core,1724.76164
E01004353,2_below_reliable_threshold,133.30557
E01004354,3_reliable_core,2743.06442
E01004355,1_matched_stop_no_activity,
E01004356,3_reliable_core,550.6447499999999
E01004357,2_below_reliable_threshold,102.98551
E01004358,3_reliable_core,542.9240599999999
E01004359,2_below_reliable_threshold,348.13422
E01004360,2_below_reliable_threshold,76.91609
E01004361,2_below_reliable_threshold,370.3815
E01004362,3_reliable_core,637.75787
E01004363,3_reliable_core,2553.08377
E01004364,3_reliable_core,1965.85971
E01004365,3_reliable_core,5378.89018
E01004366,3_reliable_core,1170.30436
E01004367,0_no_recorded_activity,
E01004368,2_below_reliable_threshold,41.48211
E01004369,3_reliable_core,506.98314
E01004370,3_reliable_core,1360.44041
E01004371,2_below_reliable_threshold,317.13789
E01004372,0_no_recorded_activity,
E01004373,3_reliable_core,1308.74939
E01004374,2_below_reliable_threshold,444.26368
E01004375,3_reliable_core,1038.28791
E01004376,3_reliable_core,1137.19019
E01004377,2_below_reliable_threshold,447.21074
E01004378,2_below_reliable_threshold,436.20414
E01004379,2_below_reliable_threshold,357.19515
E01004380,0_no_recorded_activity,
E01004381,3_reliable_core,1825.97452
E01004382,0_no_recorded_activity,
E01004383,2_below_reliable_threshold,139.38252
E01004384,2_below_reliable_threshold,449.72032
E01004385,2_below_reliable_threshold,183.2434
E01004386,2_below_reliable_threshold,136.09739
E01004387,2_below_reliable_threshold,64.02762
E01004388,2_below_reliable_threshold,15.423419999999998
E01004389,2_below_reliable_threshold,416.89567
E01004390,2_below_reliable_threshold,240.57104
E01004391,3_reliable_core,4651.24717
E01004392,3_reliable_core,1963.20565
E01004393,3_reliable_core,2775.22956
E01004394,3_reliable_core,877.6222
E01004395,2_below_reliable_threshold,116.06973
E01004396,3_reliable_core,452.79133
E01004397,3_reliable_core,20898.67351
E01004398,3_reliable_core,1742.47085
E01004399,2_below_reliable_threshold,399.33348
E01004400,3_reliable_core,651.15249
E01004401,3_reliable_core,1197.45473
E01004402,0_no_recorded_activity,
E01004403,3_reliable_core,3559.22638
E01004404,3_reliable_core,593.478
E01004405,0_no_recorded_activity,
E01004406,3_reliable_core,1744.81367
E01004407,2_below_reliable_threshold,290.08079
E01004408,3_reliable_core,2591.43639
E01004409,3_reliable_core,5426.06007
E01004410,3_reliable_core,452.79148
E01004411,3_reliable_core,2565.90442
E01004412,0_no_recorded_activity,
E01004413,3_reliable_core,1026.03066
E01004414,3_reliable_core,806.94943
E01004415,2_below_reliable_threshold,420.06182
E01004416,2_below_reliable_threshold,59.86534
E01004417,3_reliable_core,1259.13386
E01004418,3_reliable_core,558.06374
E01004419,3_reliable_core,1153.38365
E01004420,3_reliable_core,6649.2745
E01004421,3_reliable_core,1369.07008
E01004422,3_reliable_core,670.21501
E01004423,3_reliable_core,1205.09496
E01004424,3_reliable_core,4702.60328
E01004425,3_reliable_core,3115.55968
E01004426,2_below_reliable_threshold,314.19362
E01004427,3_reliable_core,2045.93181
E01004428,3_reliable_core,737.2161
E01004429,3_reliable_core,1385.2843
E01004430,3_reliable_core,8608.33474
E01004432,2_below_reliable_threshold,323.98989
E01004434,3_reliable_core,776.72771
E01004435,3_reliable_core,1626.63552
E01004436,2_below_reliable_threshold,19.80064
E01004437,3_reliable_core,569.02423
E01004438,3_reliable_core,3651.50556
E01004439,2_below_reliable_threshold,26.75909
E01004440,3_reliable_core,6185.96225
E01004441,0_no_recorded_activity,
E01004442,0_no_recorded_activity,
E01004443,0_no_recorded_activity,607.29093
E01004444,3_reliable_core,3111.95514
E01004445,0_no_recorded_activity,
E01004446,0_no_recorded_activity,
E01004447,0_no_recorded_activity,
E01004448,3_reliable_core,774.03252
E01004449,2_below_reliable_threshold,367.41772
E01004450,2_below_reliable_threshold,62.03308
E01004451,2_below_reliable_threshold,198.3829
E01004452,3_reliable_core,3370.93912
E01004453,3_reliable_core,735.61175
E01004454,3_reliable_core,1105.53245
E01004455,3_reliable_core,2850.58827
E01004456,0_no_recorded_activity,
E01004457,2_below_reliable_threshold,218.9967
E01004458,3_reliable_core,1379.07512
E01004459,0_no_recorded_activity,
E01004460,3_reliable_core,1159.30078
E01004462,3_reliable_core,561.6990099999999
E01004463,0_no_recorded_activity,
E01004464,3_reliable_core,692.56463
E01004465,0_no_recorded_activity,
E01004466,2_below_reliable_threshold,158.94607
E01004467,3_reliable_core,1788.30995
E01004468,2_below_reliable_threshold,257.40771
E01004469,3_reliable_core,695.30714
E01004470,2_below_reliable_threshold,177.13763
E01004471,1_matched_stop_no_activity,
E01004472,0_no_recorded_activity,
E01004473,0_no_recorded_activity,
E01004474,3_reliable_core,1114.48215
E01004475,0_no_recorded_activity,
E01004476,3_reliable_core,2482.14763
E01004477,2_below_reliable_threshold,47.17251
E01004478,1_matched_stop_no_activity,
E01004479,2_below_reliable_threshold,140.77746
E01004480,0_no_recorded_activity,
E01004481,3_reliable_core,4110.54582
E01004482,3_reliable_core,589.65942
E01004483,3_reliable_core,893.67778
E01004484,2_below_reliable_threshold,28.12511
E01004485,3_reliable_core,580.38515
E01004486,2_below_reliable_threshold,109.3841
E01004487,0_no_recorded_activity,
E01004488,0_no_recorded_activity,
E01004489,0_no_recorded_activity,
E01004490,1_matched_stop_no_activity,
E01004491,2_below_reliable_threshold,255.9161
E01004492,3_reliable_core,2096.05407
E01004493,3_reliable_core,724.8803
E01004494,3_reliable_core,1159.49645
E01004495,2_below_reliable_threshold,417.90419
E01004496,3_reliable_core,3491.2207
E01004497,2_below_reliable_threshold,92.63066
E01004498,3_reliable_core,603.37505
E01004499,3_reliable_core,631.93809
E01004500,3_reliable_core,2122.56507
E01004501,1_matched_stop_no_activity,
E01004502,2_below_reliable_threshold,208.34862
E01004503,3_reliable_core,694.2321499999999
E01004504,0_no_recorded_activity,
E01004505,2_below_reliable_threshold,132.82816
E01004506,3_reliable_core,3773.24398
E01004507,3_reliable_core,2208.02703
E01004508,3_reliable_core,2077.75294
E01004510,3_reliable_core,2644.45917
E01004511,2_below_reliable_threshold,206.57852
E01004512,0_no_recorded_activity,
E01004513,3_reliable_core,805.82685
E01004514,3_reliable_core,4384.56103
E01004515,0_no_recorded_activity,
E01004516,0_no_recorded_activity,
E01004517,3_reliable_core,2361.47215
E01004518,0_no_recorded_activity,
E01004519,3_reliable_core,2504.50584
E01004520,0_no_recorded_activity,
E01004521,0_no_recorded_activity,
E01004522,3_reliable_core,3203.78997
E01004523,3_reliable_core,777.01495
E01004524,2_below_reliable_threshold,289.37966
E01004525,3_reliable_core,21362.71188
E01004526,3_reliable_core,575.70359
E01004527,0_no_recorded_activity,
E01004528,3_reliable_core,2411.43492
E01004529,3_reliable_core,1220.07973
E01004530,0_no_recorded_activity,
E01004531,0_no_recorded_activity,
E01004532,1_matched_stop_no_activity,
E01004533,1_matched_stop_no_activity,
E01004534,3_reliable_core,1587.6384
E01004535,1_matched_stop_no_activity,
E01004536,3_reliable_core,3490.46259
E01004537,3_reliable_core,2215.37941
E01004538,3_reliable_core,1328.91397
E01004539,0_no_recorded_activity,
E01004540,3_reliable_core,1790.83918
E01004541,3_reliable_core,678.11203
E01004542,0_no_recorded_activity,
E01004543,2_below_reliable_threshold,352.24522
E01004544,0_no_recorded_activity,
E01004545,3_reliable_core,4054.13069
E01004546,0_no_recorded_activity,
E01004547,2_below_reliable_threshold,435.10141
E01004548,3_reliable_core,2614.54255
E01004549,3_reliable_core,585.60268
E01004550,2_below_reliable_threshold,122.67466
E01004551,3_reliable_core,32883.7141
E01004552,3_reliable_core,5066.25548
E01004553,2_below_reliable_threshold,327.74754
E01004554,2_below_reliable_threshold,272.6167
E01004555,2_below_reliable_threshold,73.65974
E01004556,0_no_recorded_activity,
E01004557,3_reliable_core,488.847
E01004558,3_reliable_core,768.91854
E01004559,2_below_reliable_threshold,289.24078000000003
E01004560,3_reliable_core,594.74673
E01004563,2_below_reliable_threshold,394.24861
E01004564,3_reliable_core,1902.57259
E01004565,3_reliable_core,532.01834
E01004566,0_no_recorded_activity,
E01004567,2_below_reliable_threshold,64.24194
E01004568,3_reliable_core,1658.5707
E01004569,3_reliable_core,5871.71144
E01004570,3_reliable_core,541.19555
E01004571,3_reliable_core,2221.51597
E01004572,3_reliable_core,4847.11636
E01004573,3_reliable_core,2849.49735
E01004574,3_reliable_core,1483.95266
E01004575,3_reliable_core,1435.05838
E01004576,0_no_recorded_activity,
E01004577,2_below_reliable_threshold,75.72327999999999
E01004579,3_reliable_core,725.06257
E01004580,3_reliable_core,1320.28835
E01004581,2_below_reliable_threshold,200.69465
E01004582,3_reliable_core,2379.78281
E01004583,3_reliable_core,2175.06835
E01004584,0_no_recorded_activity,
E01004585,3_reliable_core,817.57105
E01004586,2_below_reliable_threshold,386.8488
E01004587,2_below_reliable_threshold,373.62653
E01004588,3_reliable_core,1915.48487
E01004589,0_no_recorded_activity,
E01004590,3_reliable_core,1123.30785
E01004591,3_reliable_core,2520.49872
E01004592,1_matched_stop_no_activity,
E01004593,3_reliable_core,468.73031
E01004594,3_reliable_core,576.30709
E01004595,2_below_reliable_threshold,58.71858
E01004596,0_no_recorded_activity,
E01004597,3_reliable_core,478.23662
E01004598,0_no_recorded_activity,
E01004599,0_no_recorded_activity,
E01004601,3_reliable_core,2839.54171
E01004602,2_below_reliable_threshold,233.16102
E01004604,0_no_recorded_activity,
E01004605,3_reliable_core,661.1443
E01004606,3_reliable_core,546.38245
E01004607,2_below_reliable_threshold,213.98069
E01004608,3_reliable_core,1121.23947
E01004609,3_reliable_core,12637.45164
E01004610,0_no_recorded_activity,
E01004611,2_below_reliable_threshold,383.38778
E01004612,3_reliable_core,574.03343
E01004613,3_reliable_core,2660.16877
E01004614,3_reliable_core,1422.38458
E01004615,3_reliable_core,1951.16633
E01004616,3_reliable_core,6280.71939
E01004617,3_reliable_core,5713.72053
E01004618,1_matched_stop_no_activity,
E01004619,2_below_reliable_threshold,293.26832
E01004620,0_no_recorded_activity,
E01004621,3_reliable_core,1354.80895
E01004622,2_below_reliable_threshold,327.54138
E01004623,2_below_reliable_threshold,212.05645
E01004624,0_no_recorded_activity,
E01004625,0_no_recorded_activity,
E01004626,2_below_reliable_threshold,324.83812
E01004627,0_no_recorded_activity,
E01004628,2_below_reliable_threshold,328.20907
E01004629,3_reliable_core,1945.41545
E01004630,3_reliable_core,565.80278
E01004631,3_reliable_core,1194.19195
E01004632,3_reliable_core,511.68406
E01004633,2_below_reliable_threshold,221.93885
E01004634,2_below_reliable_threshold,243.97293
E01004635,3_reliable_core,998.32969
E01004636,2_below_reliable_threshold,163.98996
E01004637,2_below_reliable_threshold,143.51183
E01004638,1_matched_stop_no_activity,
E01004639,3_reliable_core,1483.24965
E01004640,2_below_reliable_threshold,189.1083
E01004641,3_reliable_core,842.8269
E01004642,3_reliable_core,1130.10869
E01004643,3_reliable_core,1058.70297
E01004644,3_reliable_core,826.51554
E01004645,2_below_reliable_threshold,268.4224
E01004646,2_below_reliable_threshold,356.64782
E01004647,3_reliable_core,1156.84951
E01004648,3_reliable_core,1511.83433
E01004649,3_reliable_core,772.9041199999999
E01004650,2_below_reliable_threshold,253.65311
E01004651,3_reliable_core,689.93962
E01004652,3_reliable_core,1702.41798
E01004653,3_reliable_core,1353.93558
E01004654,3_reliable_core,1297.27688
E01004656,3_reliable_core,1077.37298
E01004657,3_reliable_core,6707.47578
E01004658,3_reliable_core,3292.94455
E01004659,2_below_reliable_threshold,216.66832
E01004660,3_reliable_core,3009.79275
E01004661,3_reliable_core,5652.47901
E01004662,3_reliable_core,1958.61748
E01004663,0_no_recorded_activity,
E01004665,3_reliable_core,458.26053
E01004668,2_below_reliable_threshold,375.43646
E01004669,2_below_reliable_threshold,345.60657
E01004670,2_below_reliable_threshold,142.87118
E01004674,0_no_recorded_activity,
E01004675,3_reliable_core,5567.77017
E01004676,2_below_reliable_threshold,349.6197
E01004677,0_no_recorded_activity,
E01004678,2_below_reliable_threshold,161.18675
E01004679,3_reliable_core,3928.62877
E01004680,3_reliable_core,3996.09058
E01004681,3_reliable_core,4905.52531
E01004682,3_reliable_core,4173.80413
E01004683,2_below_reliable_threshold,118.06246
E01004684,3_reliable_core,3134.44987
E01004686,3_reliable_core,1006.95221
E01004687,2_below_reliable_threshold,6.8995
E01004690,3_reliable_core,1683.72246
E01004691,3_reliable_core,6436.62511
E01004692,0_no_recorded_activity,
E01004693,1_matched_stop_no_activity,
E01004694,3_reliable_core,518.24531
E01004695,3_reliable_core,906.1188
E01004696,2_below_reliable_threshold,315.48857
E01004697,0_no_recorded_activity,
E01004698,2_below_reliable_threshold,98.84793
E01004699,3_reliable_core,1744.50097
E01004700,0_no_recorded_activity,
E01004701,3_reliable_core,588.57281
E01004702,3_reliable_core,5532.85139
E01004703,3_reliable_core,1540.6387
E01004705,3_reliable_core,938.65789
E01004706,0_no_recorded_activity,
E01004707,0_no_recorded_activity,
E01004708,3_reliable_core,1165.69943
E01004709,3_reliable_core,478.30692
E01004710,3_reliable_core,1155.74435
E01004711,2_below_reliable_threshold,140.45687
E01004712,3_reliable_core,4318.16292
E01004713,2_below_reliable_threshold,276.07735
E01004714,3_reliable_core,10795.13517
E01004715,3_reliable_core,2349.99523
E01004716,3_reliable_core,2493.76127
E01004717,0_no_recorded_activity,
E01004718,2_below_reliable_threshold,190.75605
E01004719,0_no_recorded_activity,
E01004720,3_reliable_core,477.98157
E01004721,3_reliable_core,1422.8452
E01004722,0_no_recorded_activity,
E01004723,2_below_reliable_threshold,215.98118
E01004724,0_no_recorded_activity,
E01004725,3_reliable_core,3379.11377
E01004726,3_reliable_core,1324.83805
E01004727,3_reliable_core,12042.73358
E01004728,3_reliable_core,541.61522
E01004729,2_below_reliable_threshold,219.4967
E01004730,3_reliable_core,778.64619
E01004731,3_reliable_core,7677.75169
E01004732,2_below_reliable_threshold,283.00877
E01004733,3_reliable_core,9288.84579
E01004734,3_reliable_core,26153.79653
E01004735,3_reliable_core,31532.66408
E01004736,3_reliable_core,51015.48572
E01004737,3_reliable_core,1638.29496
E01004740,3_reliable_core,540.32184
E01004741,3_reliable_core,557.34568
E01004742,3_reliable_core,537.58355
E01004743,3_reliable_core,702.69449
E01004744,3_reliable_core,751.17637
E01004746,0_no_recorded_activity,
E01004747,3_reliable_core,1140.19521
E01004748,3_reliable_core,2270.91348
E01004749,3_reliable_core,972.44981
E01004750,3_reliable_core,39405.05802
E01004751,0_no_recorded_activity,
E01004752,0_no_recorded_activity,
E01004753,2_below_reliable_threshold,319.43382
E01004754,0_no_recorded_activity,
E01004755,3_reliable_core,3141.61287
E01004756,0_no_recorded_activity,
E01004757,2_below_reliable_threshold,112.80382
E01004760,2_below_reliable_threshold,246.71262
E01004761,3_reliable_core,9283.37186
E01004762,3_reliable_core,4426.02485
E01004763,3_reliable_core,20808.29271
E01004765,3_reliable_core,5308.40973
E01032512,3_reliable_core,2513.36961
E01032513,3_reliable_core,2000.45526
E01032562,2_below_reliable_threshold,105.94597
E01032563,2_below_reliable_threshold,188.4761
E01032564,2_below_reliable_threshold,373.87192
E01032565,2_below_reliable_threshold,168.76455
E01032566,3_reliable_core,721.00455
E01032567,3_reliable_core,885.03342
E01032568,2_below_reliable_threshold,318.476
E01032569,2_below_reliable_threshold,331.9052
