lsoa,tier,total_activity
E01002037,3_reliable_core,3594.86497
E01002038,3_reliable_core,2669.3583
E01002039,0_no_recorded_activity,
E01002040,3_reliable_core,517.5257
E01002041,2_below_reliable_threshold,11.9543
E01002042,3_reliable_core,1125.96137
E01002043,3_reliable_core,659.87979
E01002044,0_no_recorded_activity,
E01002045,0_no_recorded_activity,
E01002046,3_reliable_core,1681.08161
E01002047,3_reliable_core,2105.45943
E01002048,3_reliable_core,1153.4339
E01002049,3_reliable_core,2117.33009
E01002050,0_no_recorded_activity,
E01002051,3_reliable_core,2338.09332
E01002052,2_below_reliable_threshold,176.78361999999998
E01002053,3_reliable_core,598.09609
E01002054,3_reliable_core,685.20656
E01002055,3_reliable_core,920.16719
E01002056,3_reliable_core,1620.87817
E01002057,0_no_recorded_activity,
E01002058,2_below_reliable_threshold,212.77912
E01002059,2_below_reliable_threshold,87.00701
E01002060,2_below_reliable_threshold,347.98278
E01002061,2_below_reliable_threshold,200.98699
E01002062,3_reliable_core,808.46904
E01002063,0_no_recorded_activity,
E01002064,3_reliable_core,1186.44575
E01002065,0_no_recorded_activity,
E01002066,3_reliable_core,8948.62308
E01002067,3_reliable_core,1865.27573
E01002068,3_reliable_core,547.38078
E01002069,3_reliable_core,7478.61315
E01002070,3_reliable_core,568.76377
E01002071,3_reliable_core,967.04087
E01002072,3_reliable_core,19923.12812
E01002073,0_no_recorded_activity,
E01002074,3_reliable_core,898.76091
E01002075,3_reliable_core,1192.97366
E01002076,2_below_reliable_threshold,131.14031
E01002077,3_reliable_core,3676.91242
E01002078,2_below_reliable_threshold,351.69243
E01002079,2_below_reliable_threshold,17.39135
E01002081,3_reliable_core,3651.13866
E01002082,3_reliable_core,1951.57375
E01002083,2_below_reliable_threshold,160.13618
E01002084,2_below_reliable_threshold,286.34128
E01002085,3_reliable_core,9750.84825
E01002086,2_below_reliable_threshold,248.74112
E01002087,3_reliable_core,955.09219
E01002088,3_reliable_core,1958.26862
E01002089,3_reliable_core,642.70009
E01002090,3_reliable_core,729.87136
E01002091,3_reliable_core,2396.68521
E01002092,3_reliable_core,796.93435
E01002093,2_below_reliable_threshold,349.95108
E01002094,2_below_reliable_threshold,73.45098
E01002095,3_reliable_core,1007.31073
E01002096,3_reliable_core,1134.98478
E01002097,3_reliable_core,527.9397
E01002098,3_reliable_core,5426.20097
E01002099,3_reliable_core,498.28415
E01002100,3_reliable_core,2581.28846
E01002101,0_no_recorded_activity,
E01002102,3_reliable_core,1416.66802
E01002103,3_reliable_core,1265.40962
E01002104,3_reliable_core,913.88319
E01002105,2_below_reliable_threshold,244.61769
E01002106,2_below_reliable_threshold,213.07593
E01002107,0_no_recorded_activity,
E01002108,2_below_reliable_threshold,265.5965
E01002109,2_below_reliable_threshold,379.65156
E01002110,2_below_reliable_threshold,100.30579
E01002111,3_reliable_core,1151.77945
E01002112,3_reliable_core,2917.32469
E01002113,2_below_reliable_threshold,72.67967
E01002114,2_below_reliable_threshold,330.12039
E01002115,2_below_reliable_threshold,42.21705
E01002116,2_below_reliable_threshold,35.10295
E01002118,3_reliable_core,927.83983
E01002119,3_reliable_core,2709.8500400000003
E01002120,0_no_recorded_activity,
E01002121,2_below_reliable_threshold,324.94351
E01002122,0_no_recorded_activity,
E01002123,3_reliable_core,1925.98193
E01002124,0_no_recorded_activity,
E01002125,3_reliable_core,1125.93203
E01002127,0_no_recorded_activity,
E01002128,1_matched_stop_no_activity,
E01002129,3_reliable_core,30687.67762
E01002130,3_reliable_core,6371.12161
E01002131,0_no_recorded_activity,
E01002132,3_reliable_core,735.68174
E01002133,3_reliable_core,1978.94733
E01002134,2_below_reliable_threshold,309.70675
E01002135,3_reliable_core,1783.11936
E01002136,3_reliable_core,1981.66348
E01002137,2_below_reliable_threshold,82.66472999999999
E01002138,0_no_recorded_activity,
E01002139,2_below_reliable_threshold,280.16118
E01002140,3_reliable_core,2883.54474
E01002141,2_below_reliable_threshold,259.76796
E01002142,3_reliable_core,2254.03177
E01002143,2_below_reliable_threshold,37.02837
E01002144,3_reliable_core,536.1659599999999
E01002145,3_reliable_core,592.3786699999999
E01002146,0_no_recorded_activity,
E01002147,0_no_recorded_activity,
E01002148,2_below_reliable_threshold,223.18588
E01002149,0_no_recorded_activity,
E01002150,3_reliable_core,794.65361
E01002151,3_reliable_core,917.20729
E01002152,3_reliable_core,754.93117
E01002153,2_below_reliable_threshold,186.56074
E01002155,2_below_reliable_threshold,183.98115
E01002156,2_below_reliable_threshold,33.34361
E01002157,3_reliable_core,633.52115
E01002158,0_no_recorded_activity,
E01002159,2_below_reliable_threshold,435.7554
E01002160,3_reliable_core,885.41278
E01002161,3_reliable_core,1372.59753
E01002162,2_below_reliable_threshold,256.73651
E01002163,2_below_reliable_threshold,262.11049
E01002164,0_no_recorded_activity,
E01002165,3_reliable_core,558.20739
E01002166,2_below_reliable_threshold,345.1136
E01002167,0_no_recorded_activity,
E01002168,0_no_recorded_activity,
E01002169,3_reliable_core,453.13836
E01002170,0_no_recorded_activity,
E01002171,0_no_recorded_activity,
E01002172,2_below_reliable_threshold,98.01458
E01002173,2_below_reliable_threshold,250.43138
E01002174,3_reliable_core,1483.16978
E01002175,3_reliable_core,1670.08632
E01002176,3_reliable_core,1750.86667
E01002177,2_below_reliable_threshold,60.16621
E01002178,0_no_recorded_activity,
E01002179,3_reliable_core,7605.08753
E01002181,3_reliable_core,763.30176
E01002182,0_no_recorded_activity,
E01002183,2_below_reliable_threshold,124.75258
E01002184,2_below_reliable_threshold,338.8874
E01002185,2_below_reliable_threshold,160.6293
E01002186,3_reliable_core,965.86617
E01002187,2_below_reliable_threshold,194.46297
E01002188,0_no_recorded_activity,
E01002189,3_reliable_core,1943.30436
E01002190,2_below_reliable_threshold,19.10344
E01002191,2_below_reliable_threshold,288.71158
E01002192,2_below_reliable_threshold,374.37576
E01002193,3_reliable_core,1082.79897
E01002194,2_below_reliable_threshold,28.30742
E01002195,2_below_reliable_threshold,155.0475
E01002196,2_below_reliable_threshold,61.06502
E01002197,0_no_recorded_activity,
E01002198,2_below_reliable_threshold,116.49295
E01002199,3_reliable_core,967.36749
E01002200,3_reliable_core,455.05241
E01002201,3_reliable_core,585.1075999999999
E01002202,3_reliable_core,2516.45999
E01002203,2_below_reliable_threshold,440.26298
E01002204,3_reliable_core,2218.51894
E01002206,0_no_recorded_activity,
E01002207,2_below_reliable_threshold,227.54288
E01002208,2_below_reliable_threshold,61.99115
E01002209,3_reliable_core,1852.85083
E01002210,0_no_recorded_activity,
E01002211,2_below_reliable_threshold,223.06728
E01002212,3_reliable_core,2419.5363
E01002214,2_below_reliable_threshold,375.62885
E01002215,2_below_reliable_threshold,80.42793999999999
E01002216,3_reliable_core,549.89228
E01002217,2_below_reliable_threshold,188.05719
E01002218,2_below_reliable_threshold,375.7177
E01002219,3_reliable_core,10803.1811
E01002220,0_no_recorded_activity,
E01002221,3_reliable_core,3079.77821
E01002222,0_no_recorded_activity,
E01002223,3_reliable_core,465.64707
E01002224,0_no_recorded_activity,
E01002225,3_reliable_core,566.27604
E01002226,3_reliable_core,2819.00547
E01002227,2_below_reliable_threshold,369.70545
E01002228,2_below_reliable_threshold,336.22204
E01002229,2_below_reliable_threshold,130.78175
E01002230,2_below_reliable_threshold,219.81409
E01002231,2_below_reliable_threshold,130.33923
E01002232,3_reliable_core,1418.27997
E01002233,3_reliable_core,3014.05487
E01002234,0_no_recorded_activity,
E01002235,2_below_reliable_threshold,319.57767
E01002236,0_no_recorded_activity,
E01002237,0_no_recorded_activity,
E01002238,0_no_recorded_activity,
E01002239,0_no_recorded_activity,
E01002240,3_reliable_core,1038.59744
E01002241,0_no_recorded_activity,
E01002242,3_reliable_core,571.8155399999999
E01002243,2_below_reliable_threshold,84.43266
E01002244,2_below_reliable_threshold,119.17771
E01002245,3_reliable_core,643.8152699999999
E01002246,3_reliable_core,864.9974
E01002247,2_below_reliable_threshold,298.8797
E01002248,3_reliable_core,1852.05934
E01002250,2_below_reliable_threshold,142.87770999999998
E01002251,3_reliable_core,544.56929
E01002252,0_no_recorded_activity,
E01002253,2_below_reliable_threshold,302.07466
E01002254,2_below_reliable_threshold,332.48054
E01002255,0_no_recorded_activity,
E01002256,0_no_recorded_activity,
E01002257,2_below_reliable_threshold,252.40244
E01002258,3_reliable_core,859.83324
E01002259,2_below_reliable_threshold,137.49205
E01002260,2_below_reliable_threshold,55.91926
E01002261,3_reliable_core,1217.41596
E01002262,2_below_reliable_threshold,253.24374
E01002263,2_below_reliable_threshold,374.16763
E01002264,0_no_recorded_activity,
E01002265,2_below_reliable_threshold,280.87399
E01002266,3_reliable_core,610.86876
E01002267,0_no_recorded_activity,
E01002268,2_below_reliable_threshold,76.39304
E01002269,2_below_reliable_threshold,197.05164
E01002270,2_below_reliable_threshold,107.31748
E01002271,2_below_reliable_threshold,45.2417
E01002272,2_below_reliable_threshold,315.57315
E01002273,2_below_reliable_threshold,160.14571
E01002274,2_below_reliable_threshold,277.35988
E01002275,0_no_recorded_activity,
E01002276,2_below_reliable_threshold,350.56733
E01002277,3_reliable_core,618.0398299999999
E01002278,3_reliable_core,505.90831
E01002279,3_reliable_core,455.36759
E01002280,0_no_recorded_activity,
E01002281,3_reliable_core,683.19071
E01002282,3_reliable_core,2377.78899
E01002283,2_below_reliable_threshold,155.28653
E01002284,2_below_reliable_threshold,360.90386
E01002285,2_below_reliable_threshold,89.69236000000001
E01002286,0_no_recorded_activity,
E01002287,3_reliable_core,1510.91968
E01002288,2_below_reliable_threshold,259.4551
E01002289,0_no_recorded_activity,
E01002290,0_no_recorded_activity,
E01002291,3_reliable_core,1211.68337
E01002292,2_below_reliable_threshold,192.07033
E01002294,2_below_reliable_threshold,225.29122
E01002295,2_below_reliable_threshold,137.86031
E01002296,2_below_reliable_threshold,177.96801
E01002297,2_below_reliable_threshold,115.88448
E01002298,2_below_reliable_threshold,77.20732
E01002299,3_reliable_core,555.96623
E01002300,3_reliable_core,1346.51868
E01002301,2_below_reliable_threshold,355.52556
E01002302,3_reliable_core,452.90218
E01002303,3_reliable_core,568.93944
E01002304,2_below_reliable_threshold,401.77751
E01002305,2_below_reliable_threshold,183.27193
E01002306,3_reliable_core,560.10958
E01002307,2_below_reliable_threshold,294.23756
E01002308,2_below_reliable_threshold,182.11545
E01002309,2_below_reliable_threshold,15.48047
E01002310,3_reliable_core,1769.13701
E01002311,2_below_reliable_threshold,30.81343
E01002312,2_below_reliable_threshold,97.12769
E01002313,2_below_reliable_threshold,352.11227
E01002314,3_reliable_core,595.82754
E01002315,3_reliable_core,925.19719
E01002316,2_below_reliable_threshold,348.45853
E01002317,2_below_reliable_threshold,84.78601
E01002318,0_no_recorded_activity,
E01002319,3_reliable_core,1267.25522
E01002320,2_below_reliable_threshold,283.03384
E01002321,3_reliable_core,813.85442
E01002322,2_below_reliable_threshold,320.98793
E01002323,2_below_reliable_threshold,36.52692
E01002324,0_no_recorded_activity,
E01002325,3_reliable_core,597.27912
E01002326,3_reliable_core,2163.72396
E01002327,2_below_reliable_threshold,263.57482
E01002328,2_below_reliable_threshold,75.29708
E01002329,3_reliable_core,971.21283
E01002330,0_no_recorded_activity,
E01002331,2_below_reliable_threshold,93.30662
E01002332,2_below_reliable_threshold,153.91979999999998
E01002333,2_below_reliable_threshold,106.58306
E01002334,2_below_reliable_threshold,135.03028
E01002335,2_below_reliable_threshold,340.94707
E01002336,2_below_reliable_threshold,266.10411
E01002337,2_below_reliable_threshold,440.43282
E01002338,3_reliable_core,812.77183
E01002339,2_below_reliable_threshold,45.07525
E01002340,2_below_reliable_threshold,415.05859
E01002341,2_below_reliable_threshold,210.08974
E01002342,2_below_reliable_threshold,400.75738
E01002343,0_no_recorded_activity,
E01002344,3_reliable_core,450.08158
E01002345,3_reliable_core,3708.74805
E01002346,2_below_reliable_threshold,148.45721
E01002347,2_below_reliable_threshold,34.74909
E01002348,2_below_reliable_threshold,200.98238
E01002349,2_below_reliable_threshold,229.49325
E01002350,3_reliable_core,1091.1563999999998
E01002351,0_no_recorded_activity,
E01002352,3_reliable_core,617.22334
E01002353,3_reliable_core,4064.16324
E01002354,2_below_reliable_threshold,54.05463
E01002355,0_no_recorded_activity,
E01002356,3_reliable_core,23564.58723
E01002358,2_below_reliable_threshold,206.70956
E01002359,0_no_recorded_activity,
E01002360,2_below_reliable_threshold,284.82899
E01002361,3_reliable_core,4510.68831
E01002362,2_below_reliable_threshold,350.46151
E01002363,2_below_reliable_threshold,291.07552
E01002364,2_below_reliable_threshold,65.33785
E01002365,2_below_reliable_threshold,404.02752
E01002366,2_below_reliable_threshold,192.71756
E01002367,2_below_reliable_threshold,347.8209
E01002368,3_reliable_core,2816.72133
E01002369,2_below_reliable_threshold,26.5685
E01002370,3_reliable_core,1566.52835
E01002371,3_reliable_core,544.75383
E01002372,3_reliable_core,466.65825
E01002373,2_below_reliable_threshold,256.30514
E01002374,3_reliable_core,755.95774
E01002375,3_reliable_core,511.12721
E01002376,2_below_reliable_threshold,35.45251
E01002377,3_reliable_core,482.50718
E01002378,0_no_recorded_activity,
E01002379,3_reliable_core,1567.89076
E01002380,2_below_reliable_threshold,159.71169
E01002381,0_no_recorded_activity,
E01002382,2_below_reliable_threshold,199.9081
E01002383,2_below_reliable_threshold,68.15307
E01002384,2_below_reliable_threshold,196.72807
E01002385,2_below_reliable_threshold,108.27531
E01002386,3_reliable_core,2971.44447
E01002387,0_no_recorded_activity,
E01002388,2_below_reliable_threshold,105.97854
E01002389,2_below_reliable_threshold,15.8456
E01002390,2_below_reliable_threshold,21.44028
E01002391,2_below_reliable_threshold,15.25561
E01002392,2_below_reliable_threshold,128.71717
E01002393,3_reliable_core,1355.34666
E01002394,0_no_recorded_activity,
E01002395,0_no_recorded_activity,
E01002396,3_reliable_core,11498.6892
E01002397,3_reliable_core,2694.00686
E01002398,0_no_recorded_activity,
E01002399,0_no_recorded_activity,
E01002400,3_reliable_core,951.17162
E01002401,3_reliable_core,2244.04626
E01002402,2_below_reliable_threshold,364.00108
E01002403,3_reliable_core,574.44982
E01002404,3_reliable_core,622.2931600000001
E01002405,3_reliable_core,1008.09594
E01002408,2_below_reliable_threshold,244.92329
E01002409,3_reliable_core,527.0817499999999
E01002410,3_reliable_core,2309.68549
E01002411,2_below_reliable_threshold,344.94779
E01002412,3_reliable_core,3096.29514
E01002413,2_below_reliable_threshold,272.44256
E01002414,3_reliable_core,2056.16074
E01002415,0_no_recorded_activity,
E01002416,0_no_recorded_activity,
E01002417,3_reliable_core,628.52918
E01002418,0_no_recorded_activity,
E01002419,2_below_reliable_threshold,71.78072999999999
E01002420,2_below_reliable_threshold,41.79704
E01002421,2_below_reliable_threshold,222.43623
E01002422,2_below_reliable_threshold,186.62255
E01002423,2_below_reliable_threshold,407.34327
E01002424,3_reliable_core,1813.87399
E01002425,2_below_reliable_threshold,301.66858
E01002426,3_reliable_core,1309.12316
E01002427,3_reliable_core,646.99279
E01002428,2_below_reliable_threshold,139.54777
E01002429,2_below_reliable_threshold,344.59875
E01002430,2_below_reliable_threshold,20.20058
E01002431,2_below_reliable_threshold,36.60975
E01002432,3_reliable_core,822.7198500000001
E01002433,2_below_reliable_threshold,240.56261
E01002434,2_below_reliable_threshold,47.44491
E01002435,2_below_reliable_threshold,14.49688
E01002436,2_below_reliable_threshold,229.55183
E01002437,2_below_reliable_threshold,259.65012
E01002438,2_below_reliable_threshold,23.69822
E01002439,3_reliable_core,677.73291
E01002440,2_below_reliable_threshold,96.78033
E01002441,2_below_reliable_threshold,298.52562
E01002442,2_below_reliable_threshold,77.97229
E01002443,3_reliable_core,16711.12367
E01002444,3_reliable_core,43480.13301
E01002445,3_reliable_core,554.69102
E01002446,3_reliable_core,2526.02669
E01002447,3_reliable_core,7040.28243
E01002448,3_reliable_core,2393.68516
E01002449,3_reliable_core,4752.92936
E01002450,1_matched_stop_no_activity,
E01002451,2_below_reliable_threshold,144.49807
E01002452,2_below_reliable_threshold,252.7948
E01002453,2_below_reliable_threshold,119.29297
E01002454,1_matched_stop_no_activity,
E01002455,2_below_reliable_threshold,403.90537
E01002456,3_reliable_core,594.9165399999999
