OA21CD,LSOA21CD,LSOA21NM,MSOA21CD,MSOA21NM,LAD22CD,LAD22NM
E00005017,E01001008,Croydon 019B,E02000212,Croydon 019,E09000008,Croydon
E00004911,E01000975,Croydon 022A,E02000215,Croydon 022,E09000008,Croydon
E00004706,E01000947,Camden 021C,E02000186,Camden 021,E09000007,Camden
E00004707,E01000947,Camden 021C,E02000186,Camden 021,E09000007,Camden
E00004708,E01000948,Camden 021D,E02000186,Camden 021,E09000007,Camden
E00004709,E01000947,Camden 021C,E02000186,Camden 021,E09000007,Camden
E00004710,E01000947,Camden 021C,E02000186,Camden 021,E09000007,Camden
E00004711,E01000948,Camden 021D,E02000186,Camden 021,E09000007,Camden
E00004712,E01000948,Camden 021D,E02000186,Camden 021,E09000007,Camden
E00004713,E01000949,Camden 023C,E02000188,Camden 023,E09000007,Camden
E00004714,E01000946,Camden 021B,E02000186,Camden 021,E09000007,Camden
E00004715,E01000949,Camden 023C,E02000188,Camden 023,E09000007,Camden
E00004717,E01000949,Camden 023C,E02000188,Camden 023,E09000007,Camden
E00004719,E01000949,Camden 023C,E02000188,Camden 023,E09000007,Camden
E00004720,E01000949,Camden 023C,E02000188,Camden 023,E09000007,Camden
E00004721,E01035710,Camden 023F,E02000188,Camden 023,E09000007,Camden
E00004723,E01035709,Camden 022G,E02000187,Camden 022,E09000007,Camden
E00004724,E01000956,Camden 022E,E02000187,Camden 022,E09000007,Camden
E00004725,E01000954,Camden 022C,E02000187,Camden 022,E09000007,Camden
E00004726,E01000955,Camden 022D,E02000187,Camden 022,E09000007,Camden
E00004727,E01000956,Camden 022E,E02000187,Camden 022,E09000007,Camden
E00004728,E01000956,Camden 022E,E02000187,Camden 022,E09000007,Camden
E00004729,E01000955,Camden 022D,E02000187,Camden 022,E09000007,Camden
E00004730,E01000955,Camden 022D,E02000187,Camden 022,E09000007,Camden
E00004731,E01000956,Camden 022E,E02000187,Camden 022,E09000007,Camden
E00004733,E01000957,Camden 019C,E02000184,Camden 019,E09000007,Camden
E00004736,E01000957,Camden 019C,E02000184,Camden 019,E09000007,Camden
E00004738,E01000957,Camden 019C,E02000184,Camden 019,E09000007,Camden
E00004739,E01000957,Camden 019C,E02000184,Camden 019,E09000007,Camden
E00004741,E01000958,Camden 019D,E02000184,Camden 019,E09000007,Camden
E00004742,E01000958,Camden 019D,E02000184,Camden 019,E09000007,Camden
E00004743,E01000959,Camden 019E,E02000184,Camden 019,E09000007,Camden
E00004744,E01035709,Camden 022G,E02000187,Camden 022,E09000007,Camden
E00004745,E01000959,Camden 019E,E02000184,Camden 019,E09000007,Camden
E00004746,E01000959,Camden 019E,E02000184,Camden 019,E09000007,Camden
E00004747,E01000959,Camden 019E,E02000184,Camden 019,E09000007,Camden
E00004748,E01000959,Camden 019E,E02000184,Camden 019,E09000007,Camden
E00004749,E01000952,Camden 022A,E02000187,Camden 022,E09000007,Camden
E00004750,E01000958,Camden 019D,E02000184,Camden 019,E09000007,Camden
E00004751,E01035709,Camden 022G,E02000187,Camden 022,E09000007,Camden
E00004752,E01000952,Camden 022A,E02000187,Camden 022,E09000007,Camden
E00004753,E01000952,Camden 022A,E02000187,Camden 022,E09000007,Camden
E00004754,E01000952,Camden 022A,E02000187,Camden 022,E09000007,Camden
E00004755,E01000952,Camden 022A,E02000187,Camden 022,E09000007,Camden
E00004756,E01000954,Camden 022C,E02000187,Camden 022,E09000007,Camden
E00004757,E01000954,Camden 022C,E02000187,Camden 022,E09000007,Camden
E00004758,E01000954,Camden 022C,E02000187,Camden 022,E09000007,Camden
E00004759,E01000954,Camden 022C,E02000187,Camden 022,E09000007,Camden
E00004760,E01000954,Camden 022C,E02000187,Camden 022,E09000007,Camden
E00004761,E01000955,Camden 022D,E02000187,Camden 022,E09000007,Camden
E00004762,E01000955,Camden 022D,E02000187,Camden 022,E09000007,Camden
E00004816,E01000971,Camden 010C,E02000175,Camden 010,E09000007,Camden
E00004817,E01000971,Camden 010C,E02000175,Camden 010,E09000007,Camden
E00004818,E01000970,Camden 010B,E02000175,Camden 010,E09000007,Camden
E00004819,E01000971,Camden 010C,E02000175,Camden 010,E09000007,Camden
E00004820,E01000969,Camden 010A,E02000175,Camden 010,E09000007,Camden
E00004821,E01000970,Camden 010B,E02000175,Camden 010,E09000007,Camden
E00004822,E01000971,Camden 010C,E02000175,Camden 010,E09000007,Camden
E00004823,E01000972,Camden 010D,E02000175,Camden 010,E09000007,Camden
E00004824,E01000970,Camden 010B,E02000175,Camden 010,E09000007,Camden
E00004825,E01000970,Camden 010B,E02000175,Camden 010,E09000007,Camden
E00004826,E01000970,Camden 010B,E02000175,Camden 010,E09000007,Camden
E00004827,E01000972,Camden 010D,E02000175,Camden 010,E09000007,Camden
E00004828,E01000972,Camden 010D,E02000175,Camden 010,E09000007,Camden
E00004829,E01000972,Camden 010D,E02000175,Camden 010,E09000007,Camden
E00004830,E01000973,Camden 010E,E02000175,Camden 010,E09000007,Camden
E00004831,E01000972,Camden 010D,E02000175,Camden 010,E09000007,Camden
E00004833,E01000974,Camden 013E,E02000178,Camden 013,E09000007,Camden
E00004834,E01000974,Camden 013E,E02000178,Camden 013,E09000007,Camden
E00004835,E01000973,Camden 010E,E02000175,Camden 010,E09000007,Camden
E00004836,E01000974,Camden 013E,E02000178,Camden 013,E09000007,Camden
E00004837,E01000973,Camden 010E,E02000175,Camden 010,E09000007,Camden
E00004838,E01000974,Camden 013E,E02000178,Camden 013,E09000007,Camden
E00004839,E01000974,Camden 013E,E02000178,Camden 013,E09000007,Camden
E00004840,E01000973,Camden 010E,E02000175,Camden 010,E09000007,Camden
E00004841,E01000973,Camden 010E,E02000175,Camden 010,E09000007,Camden
E00004842,E01000968,Camden 016E,E02000181,Camden 016,E09000007,Camden
E00004843,E01000968,Camden 016E,E02000181,Camden 016,E09000007,Camden
E00004844,E01000968,Camden 016E,E02000181,Camden 016,E09000007,Camden
E00004845,E01000968,Camden 016E,E02000181,Camden 016,E09000007,Camden
E00004846,E01000968,Camden 016E,E02000181,Camden 016,E09000007,Camden
E00004847,E01000968,Camden 016E,E02000181,Camden 016,E09000007,Camden
E00004848,E01000969,Camden 010A,E02000175,Camden 010,E09000007,Camden
E00004849,E01000969,Camden 010A,E02000175,Camden 010,E09000007,Camden
E00004850,E01000969,Camden 010A,E02000175,Camden 010,E09000007,Camden
E00004851,E01000970,Camden 010B,E02000175,Camden 010,E09000007,Camden
E00004852,E01000971,Camden 010C,E02000175,Camden 010,E09000007,Camden
E00004853,E01000969,Camden 010A,E02000175,Camden 010,E09000007,Camden
E00174649,E01000958,Camden 019D,E02000184,Camden 019,E09000007,Camden
E00174650,E01000851,Camden 026B,E02000191,Camden 026,E09000007,Camden
E00174651,E01000851,Camden 026B,E02000191,Camden 026,E09000007,Camden
E00174652,E01035711,Camden 026E,E02000191,Camden 026,E09000007,Camden
E00174653,E01035711,Camden 026E,E02000191,Camden 026,E09000007,Camden
E00174654,E01035710,Camden 023F,E02000188,Camden 023,E09000007,Camden
E00174656,E01000869,Camden 015E,E02000180,Camden 015,E09000007,Camden
E00174657,E01000869,Camden 015E,E02000180,Camden 015,E09000007,Camden
E00174658,E01000869,Camden 015E,E02000180,Camden 015,E09000007,Camden
E00174659,E01000855,Camden 028A,E02000193,Camden 028,E09000007,Camden
E00174660,E01035712,Camden 029E,E02007115,Camden 029,E09000007,Camden
E00174661,E01035712,Camden 029E,E02007115,Camden 029,E09000007,Camden
E00174667,E01000958,Camden 019D,E02000184,Camden 019,E09000007,Camden
E00174668,E01000898,Camden 008E,E02000173,Camden 008,E09000007,Camden
E00174669,E01000901,Camden 007D,E02000172,Camden 007,E09000007,Camden
E00174670,E01000898,Camden 008E,E02000173,Camden 008,E09000007,Camden
E00174671,E01000920,Camden 027D,E02000192,Camden 027,E09000007,Camden
E00174672,E01000898,Camden 008E,E02000173,Camden 008,E09000007,Camden
E00174673,E01000898,Camden 008E,E02000173,Camden 008,E09000007,Camden
E00174674,E01000920,Camden 027D,E02000192,Camden 027,E09000007,Camden
E00174675,E01000920,Camden 027D,E02000192,Camden 027,E09000007,Camden
E00174677,E01000963,Camden 017C,E02000182,Camden 017,E09000007,Camden
E00174678,E01000963,Camden 017C,E02000182,Camden 017,E09000007,Camden
E00174680,E01035710,Camden 023F,E02000188,Camden 023,E09000007,Camden
E00190350,E01000843,Camden 014A,E02000179,Camden 014,E09000007,Camden
E00190351,E01035711,Camden 026E,E02000191,Camden 026,E09000007,Camden
E00190352,E01000855,Camden 028A,E02000193,Camden 028,E09000007,Camden
E00190353,E01000903,Camden 006E,E02000171,Camden 006,E09000007,Camden
E00190354,E01000905,Camden 012D,E02000177,Camden 012,E09000007,Camden
E00190355,E01000937,Camden 029G,E02007115,Camden 029,E09000007,Camden
E00190356,E01000937,Camden 029G,E02007115,Camden 029,E09000007,Camden
E00190357,E01035712,Camden 029E,E02007115,Camden 029,E09000007,Camden
E00190358,E01035710,Camden 023F,E02000188,Camden 023,E09000007,Camden
E00190360,E01000957,Camden 019C,E02000184,Camden 019,E09000007,Camden
E00190403,E01000973,Camden 010E,E02000175,Camden 010,E09000007,Camden
E00190410,E01000958,Camden 019D,E02000184,Camden 019,E09000007,Camden
E00190412,E01000922,Camden 007E,E02000172,Camden 007,E09000007,Camden
E00190413,E01000922,Camden 007E,E02000172,Camden 007,E09000007,Camden
E00190415,E01000972,Camden 010D,E02000175,Camden 010,E09000007,Camden
E00190416,E01000972,Camden 010D,E02000175,Camden 010,E09000007,Camden
E00190419,E01000858,Camden 018B,E02000183,Camden 018,E09000007,Camden
E00190421,E01035708,Camden 022F,E02000187,Camden 022,E09000007,Camden
E00190422,E01000972,Camden 010D,E02000175,Camden 010,E09000007,Camden
E00190425,E01035708,Camden 022F,E02000187,Camden 022,E09000007,Camden
E00190430,E01000973,Camden 010E,E02000175,Camden 010,E09000007,Camden
E00190431,E01035708,Camden 022F,E02000187,Camden 022,E09000007,Camden
E00190436,E01000958,Camden 019D,E02000184,Camden 019,E09000007,Camden
E00190439,E01035708,Camden 022F,E02000187,Camden 022,E09000007,Camden
E00190441,E01035708,Camden 022F,E02000187,Camden 022,E09000007,Camden
E00190444,E01035708,Camden 022F,E02000187,Camden 022,E09000007,Camden
E00190452,E01000930,Camden 020B,E02000185,Camden 020,E09000007,Camden
E00190456,E01035708,Camden 022F,E02000187,Camden 022,E09000007,Camden
E00190457,E01000858,Camden 018B,E02000183,Camden 018,E09000007,Camden
E00190461,E01000930,Camden 020B,E02000185,Camden 020,E09000007,Camden
E00190469,E01035709,Camden 022G,E02000187,Camden 022,E09000007,Camden
E00004854,E01000980,Croydon 017A,E02000210,Croydon 017,E09000008,Croydon
E00004855,E01000982,Croydon 017C,E02000210,Croydon 017,E09000008,Croydon
E00004856,E01000983,Croydon 017D,E02000210,Croydon 017,E09000008,Croydon
E00004857,E01000984,Croydon 022F,E02000215,Croydon 022,E09000008,Croydon
E00004858,E01000984,Croydon 022F,E02000215,Croydon 022,E09000008,Croydon
E00004859,E01000984,Croydon 022F,E02000215,Croydon 022,E09000008,Croydon
E00004764,E01000955,Camden 022D,E02000187,Camden 022,E09000007,Camden
E00004765,E01035709,Camden 022G,E02000187,Camden 022,E09000007,Camden
E00004766,E01000965,Camden 016C,E02000181,Camden 016,E09000007,Camden
E00004767,E01000965,Camden 016C,E02000181,Camden 016,E09000007,Camden
E00004768,E01000966,Camden 016D,E02000181,Camden 016,E09000007,Camden
E00004769,E01000965,Camden 016C,E02000181,Camden 016,E09000007,Camden
E00004770,E01000966,Camden 016D,E02000181,Camden 016,E09000007,Camden
E00004771,E01000967,Camden 017D,E02000182,Camden 017,E09000007,Camden
E00004772,E01000967,Camden 017D,E02000182,Camden 017,E09000007,Camden
E00004773,E01000967,Camden 017D,E02000182,Camden 017,E09000007,Camden
E00004774,E01000965,Camden 016C,E02000181,Camden 016,E09000007,Camden
E00004775,E01000966,Camden 016D,E02000181,Camden 016,E09000007,Camden
E00004776,E01000962,Camden 016A,E02000181,Camden 016,E09000007,Camden
E00004777,E01000961,Camden 017B,E02000182,Camden 017,E09000007,Camden
E00004778,E01000963,Camden 017C,E02000182,Camden 017,E09000007,Camden
E00004779,E01000963,Camden 017C,E02000182,Camden 017,E09000007,Camden
E00004780,E01000963,Camden 017C,E02000182,Camden 017,E09000007,Camden
E00004781,E01000961,Camden 017B,E02000182,Camden 017,E09000007,Camden
E00004782,E01000963,Camden 017C,E02000182,Camden 017,E09000007,Camden
E00004783,E01000967,Camden 017D,E02000182,Camden 017,E09000007,Camden
E00004784,E01000967,Camden 017D,E02000182,Camden 017,E09000007,Camden
E00004785,E01000964,Camden 016B,E02000181,Camden 016,E09000007,Camden
E00004786,E01000960,Camden 017A,E02000182,Camden 017,E09000007,Camden
E00004787,E01000964,Camden 016B,E02000181,Camden 016,E09000007,Camden
E00004788,E01000960,Camden 017A,E02000182,Camden 017,E09000007,Camden
E00004789,E01000960,Camden 017A,E02000182,Camden 017,E09000007,Camden
E00004790,E01000960,Camden 017A,E02000182,Camden 017,E09000007,Camden
E00004791,E01000964,Camden 016B,E02000181,Camden 016,E09000007,Camden
E00004792,E01000964,Camden 016B,E02000181,Camden 016,E09000007,Camden
E00004793,E01000964,Camden 016B,E02000181,Camden 016,E09000007,Camden
E00004794,E01000961,Camden 017B,E02000182,Camden 017,E09000007,Camden
E00004795,E01000964,Camden 016B,E02000181,Camden 016,E09000007,Camden
E00004796,E01000960,Camden 017A,E02000182,Camden 017,E09000007,Camden
E00004797,E01000960,Camden 017A,E02000182,Camden 017,E09000007,Camden
E00004798,E01000962,Camden 016A,E02000181,Camden 016,E09000007,Camden
E00004799,E01000962,Camden 016A,E02000181,Camden 016,E09000007,Camden
E00004801,E01000962,Camden 016A,E02000181,Camden 016,E09000007,Camden
E00004802,E01000962,Camden 016A,E02000181,Camden 016,E09000007,Camden
E00004803,E01000965,Camden 016C,E02000181,Camden 016,E09000007,Camden
E00004804,E01000962,Camden 016A,E02000181,Camden 016,E09000007,Camden
E00004805,E01000961,Camden 017B,E02000182,Camden 017,E09000007,Camden
E00004806,E01000966,Camden 016D,E02000181,Camden 016,E09000007,Camden
E00004807,E01000961,Camden 017B,E02000182,Camden 017,E09000007,Camden
E00004808,E01000963,Camden 017C,E02000182,Camden 017,E09000007,Camden
E00004809,E01000960,Camden 017A,E02000182,Camden 017,E09000007,Camden
E00004810,E01000966,Camden 016D,E02000181,Camden 016,E09000007,Camden
E00004811,E01000966,Camden 016D,E02000181,Camden 016,E09000007,Camden
E00004812,E01000965,Camden 016C,E02000181,Camden 016,E09000007,Camden
E00004813,E01000969,Camden 010A,E02000175,Camden 010,E09000007,Camden
E00004861,E01000978,Croydon 022D,E02000215,Croydon 022,E09000008,Croydon
E00004862,E01000981,Croydon 017B,E02000210,Croydon 017,E09000008,Croydon
E00004863,E01000980,Croydon 017A,E02000210,Croydon 017,E09000008,Croydon
E00004864,E01000981,Croydon 017B,E02000210,Croydon 017,E09000008,Croydon
E00004865,E01000980,Croydon 017A,E02000210,Croydon 017,E09000008,Croydon
E00004866,E01000980,Croydon 017A,E02000210,Croydon 017,E09000008,Croydon
E00004867,E01000981,Croydon 017B,E02000210,Croydon 017,E09000008,Croydon
E00004868,E01000981,Croydon 017B,E02000210,Croydon 017,E09000008,Croydon
E00004869,E01000982,Croydon 017C,E02000210,Croydon 017,E09000008,Croydon
E00004870,E01000982,Croydon 017C,E02000210,Croydon 017,E09000008,Croydon
E00004871,E01000981,Croydon 017B,E02000210,Croydon 017,E09000008,Croydon
E00004872,E01000984,Croydon 022F,E02000215,Croydon 022,E09000008,Croydon
E00004873,E01000976,Croydon 022B,E02000215,Croydon 022,E09000008,Croydon
E00004874,E01000982,Croydon 017C,E02000210,Croydon 017,E09000008,Croydon
E00004875,E01000981,Croydon 017B,E02000210,Croydon 017,E09000008,Croydon
E00004876,E01000976,Croydon 022B,E02000215,Croydon 022,E09000008,Croydon
E00004877,E01000982,Croydon 017C,E02000210,Croydon 017,E09000008,Croydon
E00004878,E01000983,Croydon 017D,E02000210,Croydon 017,E09000008,Croydon
E00004879,E01000982,Croydon 017C,E02000210,Croydon 017,E09000008,Croydon
E00004880,E01000984,Croydon 022F,E02000215,Croydon 022,E09000008,Croydon
E00004881,E01000976,Croydon 022B,E02000215,Croydon 022,E09000008,Croydon
E00004882,E01000983,Croydon 017D,E02000210,Croydon 017,E09000008,Croydon
E00004883,E01000983,Croydon 017D,E02000210,Croydon 017,E09000008,Croydon
E00004884,E01000983,Croydon 017D,E02000210,Croydon 017,E09000008,Croydon
E00004885,E01000976,Croydon 022B,E02000215,Croydon 022,E09000008,Croydon
E00004886,E01000977,Croydon 022C,E02000215,Croydon 022,E09000008,Croydon
E00004887,E01000977,Croydon 022C,E02000215,Croydon 022,E09000008,Croydon
E00004888,E01000976,Croydon 022B,E02000215,Croydon 022,E09000008,Croydon
E00004889,E01000975,Croydon 022A,E02000215,Croydon 022,E09000008,Croydon
E00004890,E01000979,Croydon 022E,E02000215,Croydon 022,E09000008,Croydon
E00004891,E01000977,Croydon 022C,E02000215,Croydon 022,E09000008,Croydon
E00004892,E01000976,Croydon 022B,E02000215,Croydon 022,E09000008,Croydon
E00004893,E01000977,Croydon 022C,E02000215,Croydon 022,E09000008,Croydon
E00004894,E01000976,Croydon 022B,E02000215,Croydon 022,E09000008,Croydon
E00004895,E01000978,Croydon 022D,E02000215,Croydon 022,E09000008,Croydon
E00004896,E01000979,Croydon 022E,E02000215,Croydon 022,E09000008,Croydon
E00004897,E01000977,Croydon 022C,E02000215,Croydon 022,E09000008,Croydon
E00004898,E01000979,Croydon 022E,E02000215,Croydon 022,E09000008,Croydon
E00004899,E01000977,Croydon 022C,E02000215,Croydon 022,E09000008,Croydon
E00004900,E01000978,Croydon 022D,E02000215,Croydon 022,E09000008,Croydon
E00004901,E01000978,Croydon 022D,E02000215,Croydon 022,E09000008,Croydon
E00004902,E01000975,Croydon 022A,E02000215,Croydon 022,E09000008,Croydon
E00004904,E01000977,Croydon 022C,E02000215,Croydon 022,E09000008,Croydon
E00004905,E01000975,Croydon 022A,E02000215,Croydon 022,E09000008,Croydon
E00004906,E01000979,Croydon 022E,E02000215,Croydon 022,E09000008,Croydon
E00004907,E01000978,Croydon 022D,E02000215,Croydon 022,E09000008,Croydon
E00004908,E01000979,Croydon 022E,E02000215,Croydon 022,E09000008,Croydon
E00004909,E01000979,Croydon 022E,E02000215,Croydon 022,E09000008,Croydon
E00004910,E01000975,Croydon 022A,E02000215,Croydon 022,E09000008,Croydon
E00005018,E01001012,Croydon 020A,E02000213,Croydon 020,E09000008,Croydon
E00005019,E01001012,Croydon 020A,E02000213,Croydon 020,E09000008,Croydon
E00005021,E01001006,Croydon 016A,E02000209,Croydon 016,E09000008,Croydon
E00005022,E01001008,Croydon 019B,E02000212,Croydon 019,E09000008,Croydon
E00005023,E01001011,Croydon 019E,E02000212,Croydon 019,E09000008,Croydon
E00005024,E01001006,Croydon 016A,E02000209,Croydon 016,E09000008,Croydon
E00005025,E01001009,Croydon 019C,E02000212,Croydon 019,E09000008,Croydon
E00005026,E01001010,Croydon 019D,E02000212,Croydon 019,E09000008,Croydon
E00005027,E01001011,Croydon 019E,E02000212,Croydon 019,E09000008,Croydon
E00005028,E01001012,Croydon 020A,E02000213,Croydon 020,E09000008,Croydon
E00005029,E01001010,Croydon 019D,E02000212,Croydon 019,E09000008,Croydon
E00005030,E01001013,Croydon 020B,E02000213,Croydon 020,E09000008,Croydon
E00005032,E01001013,Croydon 020B,E02000213,Croydon 020,E09000008,Croydon
E00005033,E01001013,Croydon 020B,E02000213,Croydon 020,E09000008,Croydon
E00005034,E01001013,Croydon 020B,E02000213,Croydon 020,E09000008,Croydon
E00005035,E01001013,Croydon 020B,E02000213,Croydon 020,E09000008,Croydon
E00005036,E01034144,Croydon 024F,E02000217,Croydon 024,E09000008,Croydon
E00005039,E01001007,Croydon 016B,E02000209,Croydon 016,E09000008,Croydon
E00005040,E01001007,Croydon 016B,E02000209,Croydon 016,E09000008,Croydon
